time,Toronto,pts.away,score,pts.home,Chicago
1:44.0,,,87-99,,A. Brooks misses 2-pt shot from 9 ft (block by J. Valanciunas)
1:42.0,,,87-99,,Offensive rebound by T. Gibson
1:38.0,,,87-99,,T. Gibson misses 2-pt shot from 20 ft
1:37.0,Defensive rebound by D. DeRozan,,87-99,,
1:32.0,K. Lowry makes 3-pt shot from 25 ft (assist by D. DeRozan),3,90-99,,
1:25.0,,,90-99,,Chicago full timeout
1:25.0,,,90-99,,P. Gasol enters the game for B. Portis
1:12.0,,,90-101,2,T. Snell makes 2-pt shot from 18 ft
1:12.0,Toronto full timeout,,90-101,,
1:08.0,D. Carroll misses 2-pt shot from 2 ft (block by J. Butler),,90-101,,
1:07.0,Offensive rebound by D. Carroll,,90-101,,
1:03.0,Shooting foul by P. Gasol (drawn by K. Lowry),,90-101,,
1:03.0,K. Lowry misses free throw 1 of 2,,90-101,,
1:03.0,Offensive rebound by Team,,90-101,,
1:03.0,P. Patterson enters the game for J. Valanciunas,,90-101,,
1:03.0,,,90-101,,D. Rose enters the game for T. Gibson
1:03.0,K. Lowry makes free throw 2 of 2,1,91-101,,
0:40.0,,,91-101,,D. Rose misses 3-pt shot from 25 ft
0:40.0,,,91-101,,Offensive rebound by Team
0:40.0,,,91-101,,Turnover by Team (shot clock)
0:40.0,Toronto full timeout,,91-101,,
0:34.0,D. DeRozan makes 2-pt shot from 1 ft (assist by K. Lowry),2,93-101,,
0:33.0,,,93-101,,Chicago full timeout
0:28.0,Personal foul by D. DeRozan (drawn by A. Brooks),,93-101,,
0:26.0,Personal foul by D. Carroll (drawn by A. Brooks),,93-101,,
0:26.0,,,93-101,,A. Brooks misses free throw 1 of 2
0:26.0,,,93-101,,Offensive rebound by Team
0:26.0,,,93-102,1,A. Brooks makes free throw 2 of 2
0:17.0,K. Lowry makes 2-pt shot from 1 ft,2,95-102,,
0:13.0,Personal foul by T. Ross (drawn by T. Snell),,95-102,,
0:13.0,,,95-103,1,T. Snell makes free throw 1 of 2
0:13.0,,,95-103,,T. Gibson enters the game for P. Gasol
0:13.0,,,95-104,1,T. Snell makes free throw 2 of 2
0:13.0,Toronto full timeout,,95-104,,
0:06.0,D. Carroll makes 2-pt shot from 2 ft (assist by D. DeRozan),2,97-104,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
