time,Portland,pts.away,score,pts.home,Golden State
2:16.0,,,95-102,2,S. Livingston makes 2-pt shot from 18 ft
2:14.0,Portland full timeout,,95-102,,
2:09.0,,,95-102,,Personal foul by S. Livingston
2:02.0,D. Lillard misses 3-pt shot from 26 ft,,95-102,,
2:01.0,,,95-102,,Defensive rebound by D. Green
1:47.0,,,95-102,,Shooting foul by M. Harkless (drawn by K. Thompson)
1:47.0,,,95-103,1,K. Thompson makes free throw 1 of 2
1:47.0,,,95-104,1,K. Thompson makes free throw 2 of 2
1:41.0,C. McCollum misses 2-pt shot from 20 ft,,95-104,,
1:40.0,Offensive rebound by M. Harkless,,95-104,,
1:38.0,Shooting foul by D. Green (drawn by M. Harkless),,95-104,,
1:38.0,M. Harkless makes free throw 1 of 2,1,96-104,,
1:38.0,M. Harkless makes free throw 2 of 2,1,97-104,,
1:20.0,,,97-104,,A. Iguodala misses 2-pt shot from 15 ft
1:20.0,Defensive rebound by D. Lillard,,97-104,,
1:12.0,C. McCollum misses 3-pt shot from 25 ft,,97-104,,
1:11.0,,,97-104,,Defensive rebound by D. Green
0:55.0,,,97-104,,S. Livingston misses 2-pt shot from 3 ft
0:55.0,,,97-104,,Offensive rebound by A. Iguodala
0:55.0,,,97-106,2,A. Iguodala makes 2-pt shot at rim
0:46.0,G. Henderson misses 2-pt shot from 10 ft (block by S. Livingston),,97-106,,
0:46.0,,,97-106,,Defensive rebound by H. Barnes
0:46.0,Personal foul by G. Henderson,,97-106,,
0:46.0,,,97-107,1,S. Livingston makes free throw 1 of 2
0:46.0,,,97-108,1,S. Livingston makes free throw 2 of 2
0:46.0,Portland full timeout,,97-108,,
0:39.0,M. Harkless misses 3-pt shot from 23 ft,,97-108,,
0:38.0,,,97-108,,Defensive rebound by K. Thompson
0:20.0,,,97-110,2,D. Green makes 2-pt shot at rim
0:09.0,C. McCollum makes 2-pt shot from 5 ft,2,99-110,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
