time,Atlanta,pts.away,score,pts.home,Orlando
3:58.0,,,95-96,,Turnover by E. Payton (lost ball; steal by J. Teague)
3:46.0,M. Scott misses 2-pt shot from 6 ft,,95-96,,
3:44.0,Offensive rebound by P. Millsap,,95-96,,
3:44.0,P. Millsap misses 2-pt shot from 2 ft,,95-96,,
3:43.0,,,95-96,,Defensive rebound by E. Fournier
3:27.0,,,95-96,,T. Harris misses 3-pt shot from 24 ft
3:26.0,Defensive rebound by P. Millsap,,95-96,,
3:13.0,M. Scott makes 3-pt shot from 23 ft (assist by P. Millsap),3,98-96,,
3:01.0,Personal foul by P. Millsap (drawn by N. Vucevic),,98-96,,
3:01.0,A. Horford enters the game for M. Scott,,98-96,,
3:01.0,,,98-96,,V. Oladipo enters the game for C. Frye
2:55.0,,,98-96,,E. Payton misses 2-pt shot from 17 ft
2:54.0,Defensive rebound by P. Millsap,,98-96,,
2:46.0,Turnover by J. Teague (bad pass; steal by N. Vucevic),,98-96,,
2:40.0,,,98-96,,T. Harris misses 3-pt shot from 23 ft
2:39.0,Defensive rebound by P. Millsap,,98-96,,
2:24.0,P. Millsap misses 2-pt shot from 2 ft,,98-96,,
2:23.0,,,98-96,,Defensive rebound by E. Payton
2:19.0,,,98-98,2,V. Oladipo makes 2-pt shot from 1 ft (assist by E. Payton)
1:58.0,P. Millsap misses 3-pt shot from 25 ft,,98-98,,
1:56.0,,,98-98,,Defensive rebound by E. Payton
1:52.0,,,98-98,,Orlando full timeout
1:43.0,,,98-98,,E. Payton misses 2-pt shot from 2 ft (block by P. Millsap)
1:42.0,,,98-98,,Offensive rebound by N. Vucevic
1:42.0,,,98-100,2,N. Vucevic makes 2-pt shot from 1 ft
1:29.0,Shooting foul by N. Vucevic (drawn by K. Bazemore),,98-100,,
1:29.0,K. Bazemore makes free throw 1 of 2,1,99-100,,
1:29.0,K. Bazemore makes free throw 2 of 2,1,100-100,,
1:19.0,Personal foul by A. Horford (drawn by N. Vucevic),,100-100,,
1:06.0,,,100-100,,N. Vucevic misses 2-pt shot from 11 ft
1:04.0,Defensive rebound by K. Bazemore,,100-100,,
0:44.0,K. Korver makes 3-pt shot from 23 ft (assist by J. Teague),3,103-100,,
0:44.0,,,103-100,,Orlando full timeout
0:44.0,T. Sefolosha enters the game for J. Teague,,103-100,,
0:39.0,,,103-100,,Turnover by V. Oladipo (bad pass; steal by P. Millsap)
0:37.0,Atlanta full timeout,,103-100,,
0:37.0,J. Teague enters the game for T. Sefolosha,,103-100,,
0:16.0,A. Horford misses 2-pt shot from 21 ft,,103-100,,
0:15.0,,,103-100,,Defensive rebound by T. Harris
0:09.0,,,103-100,,Orlando full timeout
0:09.0,T. Sefolosha enters the game for J. Teague,,103-100,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
