time,New York,pts.away,score,pts.home,Atlanta
3:38.0,,,91-111,2,J. Teague makes 2-pt shot from 3 ft
3:16.0,L. Thomas misses 2-pt shot from 10 ft,,91-111,,
3:15.0,Offensive rebound by K. O'Quinn,,91-111,,
3:14.0,K. O'Quinn makes 2-pt shot at rim,2,93-111,,
2:47.0,,,93-111,,J. Teague misses 2-pt shot from 1 ft (block by L. Galloway)
2:45.0,,,93-111,,Offensive rebound by J. Teague
2:45.0,,,93-111,,J. Teague misses 2-pt shot at rim (block by L. Galloway)
2:45.0,,,93-111,,Offensive rebound by J. Teague
2:44.0,,,93-113,2,J. Teague makes 2-pt shot at rim
2:24.0,Turnover by K. O'Quinn (bad pass; steal by J. Teague),,93-113,,
2:24.0,Personal foul by L. Galloway (drawn by J. Teague),,93-113,,
2:24.0,Official timeout,,93-113,,
2:24.0,,,93-113,,S. Mack enters the game for P. Millsap
2:24.0,,,93-113,,M. Muscala enters the game for J. Teague
2:24.0,,,93-113,,J. Holiday enters the game for T. Sefolosha
2:24.0,S. Vujacic enters the game for L. Thomas,,93-113,,
2:06.0,,,93-115,2,S. Mack makes 2-pt shot from 1 ft (assist by M. Muscala)
1:46.0,K. O'Quinn misses 2-pt shot from 16 ft,,93-115,,
1:45.0,Offensive rebound by L. Galloway,,93-115,,
1:40.0,J. Grant misses 3-pt shot from 25 ft,,93-115,,
1:39.0,Offensive rebound by K. O'Quinn,,93-115,,
1:26.0,Turnover by K. O'Quinn (lost ball),,93-115,,
1:08.0,,,93-117,2,M. Muscala makes 2-pt shot from 1 ft (assist by M. Scott)
0:57.0,J. Grant makes 2-pt shot from 18 ft (assist by K. O'Quinn),2,95-117,,
0:39.0,,,95-117,,M. Scott misses 2-pt shot from 6 ft
0:38.0,Defensive rebound by K. O'Quinn,,95-117,,
0:27.0,J. Grant misses 3-pt shot from 25 ft,,95-117,,
0:26.0,,,95-117,,Defensive rebound by J. Holiday
0:22.0,,,95-117,,Turnover by J. Holiday (bad pass)
0:14.0,L. Galloway makes 3-pt shot from 24 ft (assist by K. O'Quinn),3,98-117,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
