time,Philadelphia,pts.away,score,pts.home,Cleveland
5:37.0,,,67-100,,A. Varejao misses 2-pt shot from 10 ft
5:35.0,,,67-100,,Offensive rebound by S. Kaun
5:23.0,,,67-100,,J. Cunningham misses 2-pt shot at rim
5:21.0,Defensive rebound by N. Noel,,67-100,,
5:07.0,T. McConnell makes 2-pt shot from 10 ft,2,69-100,,
4:51.0,,,69-103,3,R. Jefferson makes 3-pt shot from 24 ft (assist by J. Jones)
4:34.0,Shooting foul by R. Jefferson (drawn by J. Sampson),,69-103,,
4:34.0,J. Sampson misses free throw 1 of 2,,69-103,,
4:34.0,Offensive rebound by Team,,69-103,,
4:34.0,J. Sampson makes free throw 2 of 2,1,70-103,,
4:09.0,,,70-103,,J. Jones misses 3-pt shot from 23 ft
4:09.0,Defensive rebound by J. Sampson,,70-103,,
4:02.0,J. Sampson makes 2-pt shot from 13 ft,2,72-103,,
3:49.0,Personal foul by N. Noel (drawn by A. Varejao),,72-103,,
3:49.0,J. Grant enters the game for J. Sampson,,72-103,,
3:41.0,,,72-103,,Shooting foul by J. Grant (drawn by J. Cunningham)
3:41.0,,,72-104,1,J. Cunningham makes free throw 1 of 2
3:41.0,,,72-104,,J. Cunningham misses free throw 2 of 2
3:40.0,Defensive rebound by Team,,72-104,,
3:40.0,,,72-104,,Personal foul by A. Varejao (drawn by J. Grant)
3:40.0,J. Grant makes free throw 1 of 2,1,73-104,,
3:40.0,J. Grant makes free throw 2 of 2,1,74-104,,
3:19.0,Personal foul by R. Covington (drawn by J. Cunningham),,74-104,,
3:19.0,,,74-104,,Cleveland full timeout
3:19.0,R. Holmes enters the game for R. Covington,,74-104,,
3:07.0,,,74-104,,A. Varejao misses 2-pt shot from 6 ft
3:06.0,Defensive rebound by N. Noel,,74-104,,
2:58.0,J. Grant makes 2-pt shot from 1 ft (assist by T. McConnell),2,76-104,,
2:42.0,,,76-104,,J. Jones misses 2-pt shot from 20 ft
2:42.0,Defensive rebound by N. Noel,,76-104,,
2:31.0,N. Noel makes 2-pt shot from 18 ft (assist by T. McConnell),2,78-104,,
2:14.0,,,78-104,,Turnover by S. Kaun (bad pass; steal by T. McConnell)
2:08.0,T. McConnell makes 2-pt shot from 13 ft (assist by J. Grant),2,80-104,,
2:01.0,Personal foul by J. Grant (drawn by R. Jefferson),,80-104,,
1:51.0,,,80-106,2,S. Kaun makes 2-pt shot from 1 ft (assist by J. Cunningham)
1:38.0,Shooting foul by S. Kaun (drawn by N. Noel),,80-106,,
1:38.0,N. Noel misses free throw 1 of 2,,80-106,,
1:38.0,Offensive rebound by Team,,80-106,,
1:38.0,N. Noel misses free throw 2 of 2,,80-106,,
1:37.0,,,80-106,,Defensive rebound by J. Jones
1:18.0,,,80-106,,S. Kaun misses 2-pt shot from 1 ft
1:18.0,,,80-106,,Offensive rebound by S. Kaun
1:16.0,,,80-108,2,S. Kaun makes 2-pt shot from 1 ft
1:05.0,T. McConnell makes 2-pt shot from 8 ft,2,82-108,,
0:54.0,,,82-108,,R. Jefferson misses 2-pt shot from 18 ft
0:54.0,Defensive rebound by Team,,82-108,,
0:45.0,T. McConnell misses 2-pt shot from 15 ft,,82-108,,
0:44.0,Offensive rebound by N. Noel,,82-108,,
0:44.0,N. Noel makes 2-pt shot at rim,2,84-108,,
0:27.0,,,84-108,,A. Varejao misses 2-pt shot from 13 ft
0:26.0,Defensive rebound by T. McConnell,,84-108,,
0:25.0,,,84-108,,Personal foul by A. Varejao (drawn by T. McConnell)
0:25.0,T. McConnell makes free throw 1 of 2,1,85-108,,
0:25.0,T. McConnell makes free throw 2 of 2,1,86-108,,
0:01.0,,,86-108,,Turnover by Team (shot clock)
0:00.0,R. Holmes misses 3-pt shot from 43 ft,,86-108,,
0:00.0,Offensive rebound by Team,,86-108,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
