time,Toronto,pts.away,score,pts.home,Washington
0:10.0,Personal take foul by D. Carroll (drawn by J. Wall),,79-80,,
0:10.0,,,79-81,1,J. Wall makes free throw 1 of 2
0:10.0,,,79-82,1,J. Wall makes free throw 2 of 2
0:10.0,Toronto full timeout,,79-82,,
0:10.0,,,79-82,,G. Temple enters the game for R. Sessions
0:05.0,Shooting foul by M. Gortat (drawn by D. DeRozan),,79-82,,
0:05.0,D. DeRozan makes free throw 1 of 2,1,80-82,,
0:05.0,,,80-82,,K. Humphries enters the game for G. Temple
0:05.0,D. DeRozan makes free throw 2 of 2,1,81-82,,
0:05.0,,,81-82,,Washington full timeout
0:05.0,,,81-82,,J. Dudley enters the game for K. Humphries
0:05.0,,,81-82,,Washington full timeout
0:04.0,Personal take foul by K. Lowry (drawn by J. Wall),,81-82,,
0:04.0,,,81-82,,J. Wall misses free throw 1 of 2
0:04.0,,,81-82,,Offensive rebound by Team
0:04.0,L. Scola enters the game for C. Joseph,,81-82,,
0:04.0,,,81-82,,J. Wall misses free throw 2 of 2
0:04.0,Defensive rebound by D. DeRozan,,81-82,,
0:03.0,Toronto full timeout,,81-82,,
0:03.0,,,81-82,,R. Sessions enters the game for J. Dudley
0:03.0,,,81-82,,G. Temple enters the game for M. Gortat
0:03.0,C. Joseph enters the game for B. Biyombo,,81-82,,
0:00.0,C. Joseph makes 3-pt shot from 24 ft,3,84-82,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
