time,Charlotte,pts.away,score,pts.home,Brooklyn
0:28.0,,,101-97,,B. Lopez misses 3-pt shot from 24 ft
0:27.0,Defensive rebound by Team,,101-97,,
0:25.0,,,101-97,,Personal foul by B. Bogdanovic
0:25.0,J. Lin makes free throw 1 of 2,1,102-97,,
0:25.0,,,102-97,,T. Robinson enters the game for B. Lopez
0:25.0,,,102-97,,M. Brown enters the game for T. Young
0:25.0,C. Lee enters the game for F. Kaminsky,,102-97,,
0:25.0,J. Lin makes free throw 2 of 2,1,103-97,,
0:19.0,Personal foul by J. Lin,,103-97,,
0:13.0,,,103-97,,M. Brown misses 2-pt shot from 22 ft
0:12.0,Defensive rebound by N. Batum,,103-97,,
0:12.0,,,103-97,,Personal foul by B. Bogdanovic
0:12.0,N. Batum makes free throw 1 of 2,1,104-97,,
0:12.0,N. Batum makes free throw 2 of 2,1,105-97,,
0:06.0,,,105-100,3,B. Bogdanovic makes 3-pt shot from 27 ft (assist by D. Sloan)
0:00.0,End of 4th quarter,,,,End of 4th quarter
