time,Washington,pts.away,score,pts.home,Cleveland
1:10.0,J. Hickson makes 2-pt shot from 1 ft,2,81-108,,
1:10.0,Shooting foul by S. Kaun (drawn by J. Hickson),,81-108,,
1:10.0,J. Hickson misses free throw 1 of 1,,81-108,,
1:09.0,Offensive rebound by D. Gooden,,81-108,,
1:09.0,D. Gooden misses 2-pt shot from 1 ft,,81-108,,
1:07.0,,,81-108,,Defensive rebound by C. Frye
0:58.0,,,81-108,,J. McRae misses 2-pt shot from 14 ft
0:56.0,Defensive rebound by K. Oubre,,81-108,,
0:45.0,K. Oubre makes 2-pt shot from 13 ft,2,83-108,,
0:35.0,Personal foul by K. Oubre (drawn by R. Jefferson),,83-108,,
0:35.0,,,83-108,,R. Jefferson misses free throw 1 of 2
0:35.0,,,83-108,,Offensive rebound by Team
0:35.0,,,83-108,,R. Jefferson misses free throw 2 of 2
0:34.0,Defensive rebound by J. Hickson,,83-108,,
0:17.0,D. Gooden misses 2-pt shot from 17 ft (block by S. Kaun),,83-108,,
0:15.0,,,83-108,,Defensive rebound by S. Kaun
0:00.0,End of 4th quarter,,,,End of 4th quarter
