time,Charlotte,pts.away,score,pts.home,Milwaukee
1:38.0,J. Lamb misses 3-pt shot from 25 ft,,92-91,,
1:37.0,,,92-91,,Defensive rebound by G. Antetokounmpo
1:27.0,,,92-91,,K. Middleton misses 2-pt shot from 8 ft
1:26.0,,,92-91,,Offensive rebound by J. Parker
1:24.0,,,92-91,,Turnover by J. Parker (bad pass)
1:08.0,Shooting foul by K. Middleton (drawn by C. Zeller),,92-91,,
1:08.0,C. Zeller makes free throw 1 of 2,1,93-91,,
1:08.0,C. Zeller makes free throw 2 of 2,1,94-91,,
0:45.0,,,94-91,,Shooting foul by J. Lamb (drawn by K. Middleton)
0:45.0,,,94-92,1,K. Middleton makes free throw 1 of 3
0:45.0,,,94-92,,K. Middleton misses free throw 2 of 3
0:45.0,,,94-92,,Offensive rebound by Team
0:45.0,,,94-93,1,K. Middleton makes free throw 3 of 3
0:25.0,M. Williams makes 2-pt shot from 9 ft,2,96-93,,
0:25.0,,,96-93,,Milwaukee full timeout
0:18.0,,,96-95,2,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by G. Monroe)
0:18.0,Charlotte full timeout,,96-95,,
0:18.0,,,96-95,,O. Mayo enters the game for G. Monroe
0:18.0,J. Lin enters the game for C. Zeller,,96-95,,
0:18.0,Turnover by N. Batum (bad pass),,96-95,,
0:18.0,,,96-95,,M. Plumlee enters the game for M. Carter-Williams
0:18.0,,,96-95,,G. Monroe enters the game for M. Plumlee
0:18.0,C. Zeller enters the game for J. Lin,,96-95,,
0:06.0,,,96-95,,K. Middleton misses 2-pt shot from 16 ft
0:06.0,Defensive rebound by K. Walker,,96-95,,
0:06.0,,,96-95,,Personal foul by O. Mayo
0:06.0,K. Walker makes free throw 1 of 2,1,97-95,,
0:06.0,K. Walker makes free throw 2 of 2,1,98-95,,
0:06.0,,,98-95,,Milwaukee full timeout
0:02.0,,,98-95,,K. Middleton misses 3-pt shot from 25 ft
0:00.0,,,98-95,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
