time,Orlando,pts.away,score,pts.home,Utah
0:34.0,Away from play foul by E. Fournier (drawn by G. Hayward),,99-93,,
0:34.0,,,99-94,1,G. Hayward makes free throw 1 of 1
0:34.0,,,99-94,,Turnover by Team (5 sec inbounds)
0:33.0,,,99-94,,Personal foul by J. Ingles (drawn by E. Payton)
0:33.0,Orlando full timeout,,99-94,,
0:33.0,,,99-94,,Personal foul by A. Burks (drawn by T. Harris)
0:33.0,T. Harris makes free throw 1 of 2,1,100-94,,
0:33.0,T. Harris makes free throw 2 of 2,1,101-94,,
0:28.0,,,101-94,,A. Burks misses 2-pt shot from 2 ft (block by N. Vucevic)
0:28.0,,,101-94,,Offensive rebound by Team
0:22.0,,,101-94,,G. Hayward misses 3-pt shot from 23 ft
0:21.0,Defensive rebound by V. Oladipo,,101-94,,
0:17.0,Jump ball: T. Burke vs. V. Oladipo (E. Fournier gains possession),,,,Jump ball: T. Burke vs. V. Oladipo (E. Fournier gains possession)
0:13.0,,,101-94,,Personal foul by G. Hayward (drawn by E. Fournier)
0:13.0,E. Fournier makes free throw 1 of 2,1,102-94,,
0:13.0,E. Fournier makes free throw 2 of 2,1,103-94,,
0:13.0,,,103-94,,Utah full timeout
0:09.0,,,103-94,,T. Burke misses 3-pt shot from 26 ft
0:08.0,Defensive rebound by T. Harris,,103-94,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
