time,Portland,pts.away,score,pts.home,Denver
7:18.0,,,92-88,,Defensive rebound by W. Barton
7:01.0,,,92-88,,K. Faried misses 2-pt shot at rim
7:00.0,Defensive rebound by N. Vonleh,,92-88,,
6:51.0,G. Henderson misses 2-pt shot from 10 ft (block by R. Foye),,92-88,,
6:49.0,Offensive rebound by G. Henderson,,92-88,,
6:46.0,G. Henderson makes 2-pt shot from 2 ft,2,94-88,,
6:25.0,,,94-88,,K. Papanikolaou misses 2-pt shot from 2 ft (block by E. Davis)
6:23.0,Defensive rebound by C. McCollum,,94-88,,
6:09.0,G. Henderson makes 3-pt shot from 23 ft (assist by E. Davis),3,97-88,,
6:09.0,,,97-88,,Denver full timeout
6:09.0,,,97-88,,D. Gallinari enters the game for D. Arthur
6:09.0,,,97-88,,N. Jokic enters the game for K. Papanikolaou
6:09.0,A. Aminu enters the game for G. Henderson,,97-88,,
5:57.0,,,97-88,,D. Gallinari misses 2-pt shot from 21 ft
5:56.0,,,97-88,,Offensive rebound by N. Jokic
5:55.0,,,97-88,,Shooting foul by E. Davis (drawn by N. Jokic)
5:55.0,,,97-89,1,N. Jokic makes free throw 1 of 2
5:55.0,,,97-89,,N. Jokic misses free throw 2 of 2
5:55.0,Defensive rebound by E. Davis,,97-89,,
5:40.0,A. Crabbe misses 3-pt shot from 26 ft,,97-89,,
5:39.0,,,97-89,,Defensive rebound by D. Gallinari
5:31.0,,,97-89,,Turnover by K. Faried (bad pass; steal by E. Davis)
5:25.0,A. Crabbe misses 2-pt shot from 1 ft,,97-89,,
5:24.0,,,97-89,,Defensive rebound by D. Gallinari
5:18.0,,,97-89,,Shooting foul by A. Crabbe (drawn by D. Gallinari)
5:18.0,,,97-89,,D. Gallinari misses free throw 1 of 2
5:18.0,,,97-89,,Offensive rebound by Team
5:18.0,,,97-89,,J. Nelson enters the game for R. Foye
5:18.0,,,97-89,,D. Gallinari misses free throw 2 of 2
5:17.0,Defensive rebound by A. Crabbe,,97-89,,
4:59.0,C. McCollum misses 2-pt shot from 17 ft,,97-89,,
4:59.0,,,97-89,,Defensive rebound by N. Jokic
4:53.0,,,97-89,,W. Barton misses 2-pt shot from 2 ft
4:52.0,,,97-89,,Offensive rebound by K. Faried
4:52.0,,,97-91,2,K. Faried makes 2-pt shot from 1 ft
4:34.0,,,97-91,,Personal foul by W. Barton (drawn by C. McCollum)
4:24.0,A. Aminu makes 3-pt shot from 24 ft (assist by N. Vonleh),3,100-91,,
4:04.0,,,100-93,2,D. Gallinari makes 2-pt shot from 1 ft
3:48.0,N. Vonleh makes 2-pt shot from 20 ft (assist by C. McCollum),2,102-93,,
3:33.0,,,102-93,,D. Gallinari misses 3-pt shot from 24 ft
3:33.0,Defensive rebound by A. Crabbe,,102-93,,
3:11.0,A. Aminu misses 2-pt shot from 2 ft,,102-93,,
3:11.0,,,102-93,,Defensive rebound by W. Barton
3:00.0,Personal foul by A. Crabbe (drawn by J. Nelson),,102-93,,
3:00.0,,,102-93,,G. Harris enters the game for N. Jokic
2:53.0,,,102-93,,J. Nelson misses 3-pt shot from 25 ft
2:52.0,Defensive rebound by E. Davis,,102-93,,
2:45.0,Portland full timeout,,102-93,,
2:36.0,C. McCollum misses 3-pt shot from 25 ft,,102-93,,
2:36.0,,,102-93,,Defensive rebound by Team
2:17.0,,,102-95,2,W. Barton makes 2-pt shot at rim (assist by D. Gallinari)
1:52.0,C. McCollum misses 2-pt shot from 23 ft,,102-95,,
1:51.0,,,102-95,,Defensive rebound by K. Faried
1:46.0,Personal foul by N. Vonleh (drawn by D. Gallinari),,102-95,,
1:46.0,,,102-96,1,D. Gallinari makes free throw 1 of 2
1:46.0,G. Henderson enters the game for A. Aminu,,102-96,,
1:46.0,,,102-97,1,D. Gallinari makes free throw 2 of 2
1:25.0,C. McCollum makes 2-pt shot from 16 ft,2,104-97,,
1:20.0,,,104-97,,Shooting foul by C. McCollum (drawn by J. Nelson)
1:20.0,,,104-98,1,J. Nelson makes free throw 1 of 2
1:20.0,,,104-99,1,J. Nelson makes free throw 2 of 2
1:07.0,E. Davis makes 2-pt shot from 1 ft (assist by A. Crabbe),2,106-99,,
1:07.0,,,106-99,,Denver full timeout
1:07.0,T. Frazier enters the game for C. McCollum,,106-99,,
1:01.0,,,106-99,,Turnover by W. Barton (bad pass; steal by E. Davis)
0:58.0,A. Crabbe makes 2-pt shot from 2 ft (assist by E. Davis),2,108-99,,
0:50.0,,,108-101,2,J. Nelson makes 2-pt shot from 3 ft
0:50.0,Shooting block foul by N. Vonleh (drawn by J. Nelson),,108-101,,
0:50.0,C. McCollum enters the game for T. Frazier,,108-101,,
0:50.0,M. Leonard enters the game for E. Davis,,108-101,,
0:50.0,,,108-102,1,J. Nelson makes free throw 1 of 1
0:42.0,,,108-102,,Personal take foul by W. Barton (drawn by G. Henderson)
0:42.0,G. Henderson misses free throw 1 of 2,,108-102,,
0:42.0,Offensive rebound by Team,,108-102,,
0:42.0,E. Davis enters the game for M. Leonard,,108-102,,
0:42.0,T. Frazier enters the game for C. McCollum,,108-102,,
0:42.0,G. Henderson makes free throw 2 of 2,1,109-102,,
0:39.0,Personal foul by N. Vonleh (drawn by J. Nelson),,109-102,,
0:39.0,M. Leonard enters the game for N. Vonleh,,109-102,,
0:39.0,C. McCollum enters the game for T. Frazier,,109-102,,
0:39.0,,,109-103,1,J. Nelson makes free throw 1 of 2
0:39.0,A. Aminu enters the game for E. Davis,,109-103,,
0:39.0,,,109-104,1,J. Nelson makes free throw 2 of 2
0:39.0,Portland full timeout,,109-104,,
0:39.0,M. Plumlee enters the game for A. Aminu,,109-104,,
0:38.0,,,109-104,,Personal take foul by D. Gallinari (drawn by M. Leonard)
0:38.0,M. Leonard makes free throw 1 of 2,1,110-104,,
0:38.0,E. Davis enters the game for M. Plumlee,,110-104,,
0:38.0,T. Frazier enters the game for C. McCollum,,110-104,,
0:38.0,M. Leonard makes free throw 2 of 2,1,111-104,,
0:38.0,,,111-104,,Denver full timeout
0:28.0,,,111-104,,J. Nelson misses 3-pt shot from 24 ft
0:27.0,Defensive rebound by T. Frazier,,111-104,,
0:23.0,,,111-104,,Personal foul by G. Harris (drawn by G. Henderson)
0:23.0,G. Henderson misses free throw 1 of 2,,111-104,,
0:23.0,Offensive rebound by Team,,111-104,,
0:23.0,G. Henderson makes free throw 2 of 2,1,112-104,,
0:14.0,,,112-106,2,K. Faried makes 2-pt shot from 1 ft (assist by J. Nelson)
0:00.0,End of 4th quarter,,,,End of 4th quarter
