time,Chicago,pts.away,score,pts.home,Cleveland
3:40.0,,,85-98,,Defensive rebound by T. Thompson
3:35.0,,,85-100,2,L. James makes 2-pt shot from 1 ft
3:30.0,Chicago full timeout,,85-100,,
3:30.0,A. Brooks enters the game for T. Gibson,,85-100,,
3:30.0,C. Felicio enters the game for D. Rose,,85-100,,
3:30.0,C. Bairstow enters the game for B. Portis,,85-100,,
3:16.0,D. McDermott misses 3-pt shot from 23 ft,,85-100,,
3:15.0,,,85-100,,Defensive rebound by I. Shumpert
2:52.0,,,85-103,3,K. Irving makes 3-pt shot from 27 ft
2:35.0,,,85-103,,Personal foul by K. Irving (drawn by A. Brooks)
2:35.0,,,85-103,,M. Dellavedova enters the game for L. James
2:35.0,,,85-103,,S. Kaun enters the game for T. Thompson
2:35.0,,,85-103,,R. Jefferson enters the game for K. Irving
2:30.0,Turnover by C. Bairstow (bad pass; steal by I. Shumpert),,85-103,,
2:18.0,,,85-103,,T. Mozgov misses 2-pt shot from 19 ft
2:17.0,Defensive rebound by C. Felicio,,85-103,,
2:09.0,Shooting foul by S. Kaun (drawn by A. Brooks),,85-103,,
2:09.0,A. Brooks makes free throw 1 of 2,1,86-103,,
2:09.0,A. Brooks misses free throw 2 of 2,,86-103,,
2:08.0,,,86-103,,Defensive rebound by T. Mozgov
1:53.0,,,86-106,3,M. Dellavedova makes 3-pt shot from 25 ft
1:36.0,C. Bairstow misses 2-pt shot from 17 ft,,86-106,,
1:35.0,Offensive rebound by C. Felicio,,86-106,,
1:35.0,Shooting foul by R. Jefferson (drawn by C. Felicio),,86-106,,
1:35.0,C. Felicio misses free throw 1 of 2,,86-106,,
1:35.0,Offensive rebound by Team,,86-106,,
1:35.0,C. Felicio makes free throw 2 of 2,1,87-106,,
1:20.0,,,87-106,,M. Dellavedova misses 2-pt shot from 7 ft
1:18.0,Defensive rebound by C. Felicio,,87-106,,
1:12.0,A. Brooks makes 3-pt shot from 24 ft,3,90-106,,
0:57.0,,,90-106,,I. Shumpert misses 2-pt shot from 7 ft
0:55.0,Defensive rebound by C. Felicio,,90-106,,
0:45.0,C. Felicio misses 3-pt shot from 25 ft,,90-106,,
0:45.0,,,90-106,,Defensive rebound by I. Shumpert
0:41.0,,,90-106,,Turnover by I. Shumpert (bad pass; steal by C. Felicio)
0:35.0,Shooting foul by M. Dellavedova (drawn by C. Bairstow),,90-106,,
0:35.0,C. Bairstow makes free throw 1 of 2,1,91-106,,
0:35.0,C. Bairstow makes free throw 2 of 2,1,92-106,,
0:19.0,,,92-106,,Turnover by I. Shumpert (lost ball; steal by D. McDermott)
0:05.0,A. Brooks makes 3-pt shot from 25 ft (assist by C. Felicio),3,95-106,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
