time,Denver,pts.away,score,pts.home,Portland
1:18.0,Defensive rebound by M. Miller,,95-103,,
1:04.0,K. Faried makes 2-pt shot at rim (assist by W. Barton),2,97-103,,
0:46.0,,,97-105,2,C. McCollum makes 2-pt shot from 19 ft
0:46.0,Denver full timeout,,97-105,,
0:38.0,G. Harris makes 3-pt shot from 23 ft (assist by J. Nelson),3,100-105,,
0:29.0,Personal take foul by W. Barton (drawn by C. McCollum),,100-105,,
0:29.0,,,100-105,,Portland full timeout
0:29.0,,,100-105,,M. Leonard enters the game for M. Harkless
0:29.0,R. Foye enters the game for M. Miller,,100-105,,
0:28.0,Personal take foul by W. Barton (drawn by C. McCollum),,100-105,,
0:28.0,,,100-106,1,M. Leonard makes free throw 1 of 2
0:28.0,N. Jokic enters the game for R. Foye,,100-106,,
0:28.0,,,100-107,1,M. Leonard makes free throw 2 of 2
0:28.0,Denver full timeout,,100-107,,
0:28.0,,,100-107,,M. Harkless enters the game for M. Leonard
0:28.0,M. Miller enters the game for N. Jokic,,100-107,,
0:22.0,K. Faried misses 2-pt shot at rim (block by M. Plumlee),,100-107,,
0:21.0,,,100-107,,Defensive rebound by A. Aminu
0:17.0,Personal take foul by M. Miller (drawn by A. Aminu),,100-107,,
0:17.0,,,100-108,1,A. Aminu makes free throw 1 of 2
0:17.0,N. Jokic enters the game for W. Barton,,100-108,,
0:17.0,,,100-109,1,A. Aminu makes free throw 2 of 2
0:17.0,Denver full timeout,,100-109,,
0:17.0,W. Barton enters the game for N. Jokic,,100-109,,
0:15.0,,,100-109,,Personal foul by A. Crabbe (drawn by W. Barton)
0:15.0,W. Barton makes free throw 1 of 3,1,101-109,,
0:15.0,W. Barton makes free throw 2 of 3,1,102-109,,
0:15.0,W. Barton makes free throw 3 of 3,1,103-109,,
0:15.0,Personal take foul by G. Harris (drawn by M. Plumlee),,103-109,,
0:15.0,,,103-110,1,M. Plumlee makes free throw 1 of 2
0:15.0,,,103-110,,M. Plumlee misses free throw 2 of 2
0:15.0,Defensive rebound by M. Miller,,103-110,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
