time,Houston,pts.away,score,pts.home,San Antonio
2:07.0,,,96-115,,M. Bonner enters the game for T. Parker
2:07.0,,,96-115,,B. Diaw enters the game for D. West
2:07.0,P. Beverley misses free throw 1 of 2,,96-115,,
2:07.0,Offensive rebound by Team,,96-115,,
2:07.0,P. Beverley makes free throw 2 of 2,1,97-115,,
1:56.0,,,97-117,2,J. Simmons makes 2-pt shot from 1 ft
1:46.0,J. Terry misses 3-pt shot from 26 ft,,97-117,,
1:45.0,,,97-117,,Defensive rebound by J. Simmons
1:38.0,,,97-117,,Shooting foul by J. Terry (drawn by K. Anderson)
1:38.0,,,97-118,1,K. Anderson makes free throw 1 of 2
1:38.0,,,97-119,1,K. Anderson makes free throw 2 of 2
1:30.0,P. Beverley misses 2-pt shot from 11 ft (block by J. Simmons),,97-119,,
1:30.0,Offensive rebound by Team,,97-119,,
1:18.0,,,97-119,,Personal foul by J. Simmons (drawn by D. Howard)
1:18.0,D. Howard misses free throw 1 of 2,,97-119,,
1:18.0,Offensive rebound by Team,,97-119,,
1:18.0,D. Howard misses free throw 2 of 2,,97-119,,
1:17.0,Offensive rebound by P. Beverley,,97-119,,
1:14.0,,,97-119,,Personal block foul by M. Bonner (drawn by P. Beverley)
1:14.0,P. Beverley misses free throw 1 of 2,,97-119,,
1:14.0,Offensive rebound by Team,,97-119,,
1:14.0,P. Beverley makes free throw 2 of 2,1,98-119,,
0:56.0,,,98-119,,B. Marjanovic misses 2-pt shot from 15 ft
0:55.0,Defensive rebound by D. Howard,,98-119,,
0:50.0,P. Beverley makes 2-pt shot from 3 ft,2,100-119,,
0:32.0,,,100-121,2,J. Simmons makes 2-pt shot from 6 ft
0:26.0,J. Terry makes 3-pt shot from 24 ft (assist by P. Beverley),3,103-121,,
0:04.0,,,103-121,,Turnover by B. Marjanovic (bad pass; steal by K. McDaniels)
0:00.0,K. McDaniels misses 2-pt shot from 2 ft,,103-121,,
0:00.0,Offensive rebound by Team,,103-121,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
