time,New Orleans,pts.away,score,pts.home,Phoenix
4:22.0,Defensive rebound by A. Davis,,79-93,,
4:15.0,K. Perkins makes 2-pt shot from 2 ft (assist by J. Holiday),2,81-93,,
4:02.0,Personal foul by K. Perkins (drawn by A. Len),,81-93,,
3:55.0,,,81-93,,Turnover by E. Bledsoe (bad pass; steal by T. Evans)
3:51.0,Turnover by J. Holiday (traveling),,81-93,,
3:30.0,,,81-93,,Shooting foul by I. Smith (drawn by E. Bledsoe)
3:30.0,,,81-94,1,E. Bledsoe makes free throw 1 of 2
3:30.0,,,81-95,1,E. Bledsoe makes free throw 2 of 2
3:19.0,I. Smith misses 3-pt shot from 25 ft,,81-95,,
3:17.0,Offensive rebound by K. Perkins,,81-95,,
3:14.0,Offensive foul by K. Perkins,,81-95,,
3:14.0,Turnover by K. Perkins (offensive foul),,81-95,,
3:09.0,Jump ball: E. Bledsoe vs. I. Smith (T. Warren gains possession),,,,Jump ball: E. Bledsoe vs. I. Smith (T. Warren gains possession)
3:00.0,,,81-97,2,T. Warren makes 2-pt shot from 20 ft (assist by E. Bledsoe)
2:50.0,A. Davis makes 2-pt shot from 2 ft (assist by I. Smith),2,83-97,,
2:50.0,Shooting foul by T. Warren (drawn by A. Davis),,83-97,,
2:50.0,Official timeout,,83-97,,
2:50.0,E. Gordon enters the game for T. Evans,,83-97,,
2:50.0,A. Davis makes free throw 1 of 1,1,84-97,,
2:34.0,,,84-99,2,J. Leuer makes 2-pt shot at rim (assist by A. Len)
2:12.0,J. Holiday misses 3-pt shot from 23 ft,,84-99,,
2:10.0,,,84-99,,Defensive rebound by E. Bledsoe
1:50.0,,,84-99,,E. Bledsoe misses 3-pt shot from 25 ft
1:48.0,,,84-99,,Offensive rebound by T. Warren
1:43.0,,,84-99,,T. Warren misses 2-pt shot from 1 ft
1:41.0,Defensive rebound by J. Holiday,,84-99,,
1:33.0,Shooting foul by A. Len (drawn by K. Perkins),,84-99,,
1:33.0,K. Perkins makes free throw 1 of 2,1,85-99,,
1:33.0,A. Gee enters the game for E. Gordon,,85-99,,
1:33.0,D. Cunningham enters the game for J. Holiday,,85-99,,
1:33.0,N. Cole enters the game for A. Davis,,85-99,,
1:33.0,K. Perkins misses free throw 2 of 2,,85-99,,
1:32.0,,,85-99,,Defensive rebound by J. Leuer
1:16.0,,,85-99,,Turnover by T. Warren (step out of bounds)
1:03.0,N. Cole misses 3-pt shot from 25 ft,,85-99,,
1:01.0,,,85-99,,Defensive rebound by A. Len
0:44.0,,,85-101,2,E. Bledsoe makes 2-pt shot from 1 ft
0:38.0,I. Smith makes 2-pt shot from 1 ft,2,87-101,,
0:38.0,Shooting foul by A. Len (drawn by I. Smith),,87-101,,
0:38.0,I. Smith makes free throw 1 of 1,1,88-101,,
0:15.0,,,88-104,3,A. Len makes 3-pt shot from 24 ft (assist by E. Bledsoe)
0:10.0,I. Smith misses 3-pt shot from 24 ft,,88-104,,
0:07.0,,,88-104,,Defensive rebound by A. Len
0:00.0,End of 4th quarter,,,,End of 4th quarter
