time,Milwaukee,pts.away,score,pts.home,Atlanta
6:22.0,,,81-82,,Turnover by P. Millsap (lost ball; steal by K. Middleton)
6:18.0,,,81-82,,Violation by K. Bazemore (def goaltending)
6:18.0,J. Parker makes 2-pt shot at rim,2,83-82,,
6:08.0,,,83-82,,P. Millsap misses 3-pt shot from 25 ft
6:06.0,Defensive rebound by G. Monroe,,83-82,,
5:57.0,Official timeout,,83-82,,
5:57.0,,,83-82,,T. Sefolosha enters the game for K. Korver
5:45.0,M. Carter-Williams misses 3-pt shot from 24 ft,,83-82,,
5:43.0,Offensive rebound by J. Parker,,83-82,,
5:25.0,K. Middleton makes 2-pt shot from 5 ft,2,85-82,,
5:07.0,,,85-84,2,P. Millsap makes 2-pt shot at rim (assist by J. Teague)
4:50.0,Turnover by M. Carter-Williams (bad pass; steal by P. Millsap),,85-84,,
4:49.0,Personal foul by M. Carter-Williams (drawn by J. Teague),,85-84,,
4:49.0,,,85-84,,A. Horford enters the game for M. Scott
4:49.0,,,85-85,1,J. Teague makes free throw 1 of 2
4:49.0,,,85-85,,D. Schroder enters the game for K. Bazemore
4:49.0,,,85-85,,J. Teague misses free throw 2 of 2
4:48.0,Defensive rebound by J. Parker,,85-85,,
4:40.0,,,85-85,,Personal foul by J. Teague (drawn by M. Carter-Williams)
4:40.0,,,85-85,,K. Korver enters the game for J. Teague
4:34.0,O. Mayo misses 2-pt shot from 17 ft,,85-85,,
4:31.0,,,85-85,,Defensive rebound by P. Millsap
4:11.0,,,85-85,,Turnover by K. Korver (bad pass; steal by O. Mayo)
4:01.0,G. Monroe makes 2-pt shot from 1 ft (assist by J. Parker),2,87-85,,
3:47.0,,,87-85,,P. Millsap misses 2-pt shot from 2 ft
3:45.0,Defensive rebound by J. Parker,,87-85,,
3:33.0,,,87-85,,K. Bazemore enters the game for K. Korver
3:33.0,G. Antetokounmpo enters the game for O. Mayo,,87-85,,
3:30.0,G. Monroe makes 2-pt shot from 5 ft (assist by J. Parker),2,89-85,,
3:30.0,,,89-85,,Atlanta full timeout
3:30.0,,,89-85,,K. Korver enters the game for K. Bazemore
3:05.0,,,89-88,3,A. Horford makes 3-pt shot from 25 ft (assist by D. Schroder)
2:45.0,Shooting foul by T. Sefolosha (drawn by J. Parker),,89-88,,
2:45.0,J. Parker makes free throw 1 of 2,1,90-88,,
2:45.0,J. Parker makes free throw 2 of 2,1,91-88,,
2:36.0,,,91-88,,A. Horford misses 2-pt shot from 18 ft
2:34.0,,,91-88,,Offensive rebound by P. Millsap
2:30.0,,,91-88,,K. Korver misses 2-pt shot from 21 ft
2:30.0,Jump ball: G. Antetokounmpo vs. P. Millsap (G. Monroe gains possession),,,,Jump ball: G. Antetokounmpo vs. P. Millsap (G. Monroe gains possession)
2:30.0,Defensive rebound by Team,,91-88,,
2:14.0,,,91-88,,Personal foul by T. Sefolosha (drawn by G. Monroe)
2:14.0,G. Monroe misses free throw 1 of 2,,91-88,,
2:14.0,Offensive rebound by Team,,91-88,,
2:14.0,G. Monroe makes free throw 2 of 2,1,92-88,,
2:09.0,,,92-88,,Turnover by K. Korver (bad pass; steal by K. Middleton)
2:04.0,Turnover by G. Antetokounmpo (offensive foul),,92-88,,
2:04.0,Offensive charge foul by G. Antetokounmpo,,92-88,,
1:57.0,,,92-88,,Shooting foul by G. Antetokounmpo (drawn by D. Schroder)
1:57.0,,,92-89,1,D. Schroder makes free throw 1 of 2
1:57.0,,,92-90,1,D. Schroder makes free throw 2 of 2
1:38.0,G. Antetokounmpo misses 2-pt shot from 19 ft,,92-90,,
1:35.0,,,92-90,,Defensive rebound by D. Schroder
1:20.0,Violation by M. Carter-Williams (kicked ball),,92-90,,
1:11.0,,,92-90,,Shooting foul by G. Antetokounmpo (drawn by P. Millsap)
1:11.0,O. Mayo enters the game for G. Antetokounmpo,,92-90,,
1:11.0,,,92-91,1,P. Millsap makes free throw 1 of 2
1:11.0,,,92-91,,K. Bazemore enters the game for K. Korver
1:11.0,,,92-92,1,P. Millsap makes free throw 2 of 2
0:58.0,K. Middleton misses 3-pt shot from 25 ft,,92-92,,
0:57.0,,,92-92,,Defensive rebound by D. Schroder
0:40.0,,,92-92,,T. Sefolosha misses 2-pt shot from 1 ft
0:37.0,Defensive rebound by G. Monroe,,92-92,,
0:25.0,Shooting foul by T. Sefolosha (drawn by K. Middleton),,92-92,,
0:25.0,K. Middleton makes free throw 1 of 2,1,93-92,,
0:25.0,K. Middleton misses free throw 2 of 2,,93-92,,
0:25.0,,,93-92,,Defensive rebound by P. Millsap
0:25.0,,,93-92,,Atlanta full timeout
0:25.0,,,93-92,,M. Scott enters the game for K. Bazemore
0:25.0,,,93-92,,K. Korver enters the game for T. Sefolosha
0:12.0,,,93-92,,M. Scott misses 3-pt shot from 24 ft
0:10.0,,,93-92,,Offensive rebound by P. Millsap
0:08.0,,,93-92,,P. Millsap misses 2-pt shot from 1 ft
0:07.0,Defensive rebound by O. Mayo,,93-92,,
0:06.0,,,93-92,,Personal take foul by D. Schroder (drawn by O. Mayo)
0:06.0,O. Mayo makes free throw 1 of 2,1,94-92,,
0:06.0,,,94-92,,T. Sefolosha enters the game for K. Korver
0:06.0,,,94-92,,K. Bazemore enters the game for D. Schroder
0:06.0,O. Mayo misses free throw 2 of 2,,94-92,,
0:05.0,,,94-92,,Defensive rebound by M. Scott
0:05.0,,,94-92,,Atlanta full timeout
0:05.0,,,94-92,,D. Schroder enters the game for K. Bazemore
0:05.0,,,94-92,,K. Korver enters the game for M. Scott
0:03.0,,,94-94,2,D. Schroder makes 2-pt shot at rim (assist by T. Sefolosha)
0:03.0,Milwaukee full timeout,,94-94,,
0:03.0,,,94-94,,K. Bazemore enters the game for K. Korver
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: A. Horford vs. G. Monroe (D. Schroder gains possession),,,,Jump ball: A. Horford vs. G. Monroe (D. Schroder gains possession)
4:48.0,,,94-94,,Offensive rebound by Team
4:41.0,,,94-94,,K. Korver misses 2-pt shot from 19 ft
4:39.0,Defensive rebound by M. Carter-Williams,,94-94,,
4:28.0,K. Middleton misses 2-pt shot from 16 ft,,94-94,,
4:27.0,,,94-94,,Defensive rebound by A. Horford
4:18.0,,,94-94,,P. Millsap misses 2-pt shot from 18 ft
4:16.0,,,94-94,,Offensive rebound by P. Millsap
4:13.0,,,94-97,3,D. Schroder makes 3-pt shot from 24 ft (assist by P. Millsap)
3:43.0,J. Parker misses 2-pt shot from 16 ft,,94-97,,
3:40.0,,,94-97,,Defensive rebound by A. Horford
3:36.0,,,94-97,,Turnover by D. Schroder (bad pass; steal by O. Mayo)
3:32.0,O. Mayo makes 2-pt shot from 1 ft,2,96-97,,
3:12.0,,,96-99,2,A. Horford makes 2-pt shot from 17 ft (assist by P. Millsap)
2:55.0,M. Carter-Williams misses 2-pt shot from 9 ft,,96-99,,
2:52.0,Offensive rebound by G. Monroe,,96-99,,
2:52.0,G. Monroe makes 2-pt shot at rim,2,98-99,,
2:36.0,,,98-99,,P. Millsap misses 2-pt shot from 11 ft
2:34.0,,,98-99,,Offensive rebound by P. Millsap
2:33.0,,,98-99,,P. Millsap misses 2-pt shot at rim
2:31.0,Defensive rebound by M. Carter-Williams,,98-99,,
2:24.0,Turnover by K. Middleton (lost ball; steal by K. Korver),,98-99,,
2:09.0,Personal foul by O. Mayo (drawn by P. Millsap),,98-99,,
2:06.0,Personal foul by K. Middleton (drawn by K. Korver),,98-99,,
1:59.0,,,98-101,2,D. Schroder makes 2-pt shot from 1 ft
1:47.0,M. Carter-Williams makes 2-pt shot from 17 ft (assist by G. Monroe),2,100-101,,
1:37.0,,,100-103,2,A. Horford makes 2-pt shot from 19 ft (assist by P. Millsap)
1:28.0,,,100-103,,Personal foul by D. Schroder (drawn by M. Carter-Williams)
1:12.0,J. Parker makes 2-pt shot at rim (assist by G. Monroe),2,102-103,,
0:51.0,,,102-103,,D. Schroder misses 3-pt shot from 24 ft
0:51.0,Defensive rebound by Team,,102-103,,
0:29.0,G. Monroe misses 2-pt shot at rim,,102-103,,
0:29.0,Offensive rebound by G. Monroe,,102-103,,
0:29.0,G. Monroe makes 2-pt shot at rim,2,104-103,,
0:29.0,,,104-103,,Atlanta full timeout
0:29.0,,,104-103,,M. Scott enters the game for T. Sefolosha
0:20.0,,,104-103,,D. Schroder misses 3-pt shot from 23 ft
0:18.0,Defensive rebound by M. Carter-Williams,,104-103,,
0:18.0,,,104-103,,Personal take foul by P. Millsap (drawn by M. Carter-Williams)
0:18.0,M. Carter-Williams misses free throw 1 of 2,,104-103,,
0:18.0,Offensive rebound by Team,,104-103,,
0:18.0,M. Carter-Williams makes free throw 2 of 2,1,105-103,,
0:18.0,,,105-103,,Atlanta full timeout
0:18.0,,,105-103,,T. Sefolosha enters the game for M. Scott
0:08.0,,,105-105,2,A. Horford makes 2-pt shot from 8 ft (assist by D. Schroder)
0:08.0,Milwaukee full timeout,,105-105,,
0:08.0,,,105-105,,K. Bazemore enters the game for K. Korver
0:08.0,Milwaukee full timeout,,105-105,,
0:02.0,G. Monroe misses 2-pt shot from 1 ft,,105-105,,
0:00.0,,,105-105,,Defensive rebound by T. Sefolosha
0:00.0,End of 1st overtime,,,,End of 1st overtime
5:00.0,Start of 2nd overtime,,,,Start of 2nd overtime
4:47.0,,,105-105,,D. Schroder misses 2-pt shot at rim (block by K. Middleton)
5:00.0,Jump ball: A. Horford vs. G. Monroe (D. Schroder gains possession),,,,Jump ball: A. Horford vs. G. Monroe (D. Schroder gains possession)
4:47.0,Defensive rebound by Team,,105-105,,
4:29.0,M. Carter-Williams makes 2-pt shot from 18 ft,2,107-105,,
4:13.0,,,107-105,,T. Sefolosha misses 3-pt shot from 22 ft
4:12.0,Defensive rebound by Team,,107-105,,
4:00.0,M. Carter-Williams makes 2-pt shot from 1 ft,2,109-105,,
3:40.0,,,109-105,,K. Korver misses 3-pt shot from 25 ft
3:38.0,Defensive rebound by J. Parker,,109-105,,
3:21.0,M. Carter-Williams makes 2-pt shot from 16 ft,2,111-105,,
3:21.0,,,111-105,,Atlanta full timeout
3:21.0,,,111-105,,K. Bazemore enters the game for T. Sefolosha
3:12.0,,,111-105,,Turnover by D. Schroder (bad pass)
2:54.0,J. Parker makes 2-pt shot from 4 ft (assist by O. Mayo),2,113-105,,
2:36.0,,,113-105,,P. Millsap misses 3-pt shot from 24 ft
2:34.0,Defensive rebound by J. Parker,,113-105,,
2:21.0,,,113-105,,Personal foul by D. Schroder (drawn by M. Carter-Williams)
2:07.0,M. Carter-Williams misses 2-pt shot from 1 ft (block by A. Horford),,113-105,,
2:07.0,Offensive rebound by Team,,113-105,,
2:07.0,,,113-105,,M. Scott enters the game for K. Bazemore
2:06.0,Turnover by Team (shot clock),,113-105,,
1:56.0,,,113-105,,K. Bazemore enters the game for M. Scott
1:51.0,,,113-105,,K. Korver misses 3-pt shot from 24 ft
1:49.0,Defensive rebound by O. Mayo,,113-105,,
1:43.0,G. Monroe makes 2-pt shot at rim (assist by M. Carter-Williams),2,115-105,,
1:43.0,Shooting foul by A. Horford (drawn by G. Monroe),,115-105,,
1:43.0,G. Monroe misses free throw 1 of 1,,115-105,,
1:41.0,Offensive rebound by G. Monroe,,115-105,,
1:24.0,J. Parker misses 2-pt shot from 16 ft (block by D. Schroder),,115-105,,
1:22.0,,,115-105,,Defensive rebound by K. Bazemore
1:16.0,,,115-105,,D. Schroder misses 3-pt shot from 23 ft
1:14.0,Defensive rebound by G. Monroe,,115-105,,
0:53.0,G. Monroe misses 2-pt shot from 1 ft,,115-105,,
0:50.0,,,115-105,,Defensive rebound by D. Schroder
0:47.0,,,115-107,2,D. Schroder makes 2-pt shot at rim
0:41.0,J. Parker misses 2-pt shot at rim (block by P. Millsap),,115-107,,
0:39.0,Offensive rebound by J. Parker,,115-107,,
0:39.0,J. Parker makes 2-pt shot at rim,2,117-107,,
0:39.0,,,117-107,,Atlanta full timeout
0:39.0,,,117-107,,M. Scott enters the game for K. Bazemore
0:30.0,,,117-109,2,D. Schroder makes 2-pt shot from 19 ft (assist by K. Korver)
0:22.0,Offensive charge foul by K. Middleton,,117-109,,
0:22.0,Turnover by K. Middleton (offensive foul),,117-109,,
0:22.0,,,117-109,,Atlanta full timeout
0:15.0,,,117-109,,A. Horford misses 3-pt shot from 23 ft
0:13.0,Defensive rebound by G. Monroe,,117-109,,
0:00.0,End of 2nd overtime,,,,End of 2nd overtime
