time,Detroit,pts.away,score,pts.home,LA Clippers
4:08.0,,,87-88,,J. Crawford misses 2-pt shot from 20 ft
4:08.0,Defensive rebound by R. Jackson,,87-88,,
3:55.0,A. Baynes makes 2-pt shot from 8 ft,2,89-88,,
3:55.0,,,89-88,,LA Clippers full timeout
3:45.0,,,89-88,,Shooting foul by K. Caldwell-Pope (drawn by B. Griffin)
3:45.0,,,89-89,1,B. Griffin makes free throw 1 of 2
3:45.0,,,89-90,1,B. Griffin makes free throw 2 of 2
3:31.0,R. Jackson misses 2-pt shot from 2 ft,,89-90,,
3:30.0,,,89-90,,Defensive rebound by B. Griffin
3:12.0,,,89-90,,B. Griffin misses 2-pt shot from 19 ft
3:12.0,Defensive rebound by K. Caldwell-Pope,,89-90,,
2:59.0,Shooting foul by A. Rivers (drawn by E. Ilyasova),,89-90,,
2:59.0,E. Ilyasova makes free throw 1 of 2,1,90-90,,
2:59.0,E. Ilyasova misses free throw 2 of 2,,90-90,,
2:57.0,,,90-90,,Defensive rebound by A. Rivers
2:34.0,,,90-93,3,A. Rivers makes 3-pt shot from 22 ft (assist by B. Griffin)
2:21.0,,,90-93,,Personal foul by B. Griffin (drawn by E. Ilyasova)
2:21.0,E. Ilyasova makes free throw 1 of 2,1,91-93,,
2:21.0,E. Ilyasova makes free throw 2 of 2,1,92-93,,
2:06.0,,,92-93,,J. Crawford misses 2-pt shot from 19 ft
2:06.0,Defensive rebound by R. Jackson,,92-93,,
1:46.0,R. Jackson misses 2-pt shot from 9 ft,,92-93,,
1:45.0,,,92-93,,Defensive rebound by D. Jordan
1:40.0,,,92-93,,LA Clippers full timeout
1:40.0,A. Drummond enters the game for A. Baynes,,92-93,,
1:28.0,,,92-95,2,B. Griffin makes 2-pt shot from 2 ft
1:17.0,Jump ball: B. Griffin vs. E. Ilyasova,,,,Jump ball: B. Griffin vs. E. Ilyasova
1:17.0,Turnover by R. Jackson (lost ball; steal by B. Griffin),,92-95,,
1:16.0,Loose ball foul by E. Ilyasova (drawn by B. Griffin),,92-95,,
1:00.0,,,92-95,,A. Rivers misses 3-pt shot from 25 ft
1:00.0,Defensive rebound by K. Caldwell-Pope,,92-95,,
0:53.0,,,92-95,,Personal foul by D. Jordan (drawn by A. Drummond)
0:53.0,A. Drummond makes free throw 1 of 2,1,93-95,,
0:53.0,A. Drummond makes free throw 2 of 2,1,94-95,,
0:34.0,,,94-95,,P. Pierce misses 3-pt shot from 24 ft
0:32.0,,,94-95,,Offensive rebound by B. Griffin
0:18.0,,,94-97,2,B. Griffin makes 2-pt shot from 19 ft (assist by J. Crawford)
0:18.0,Detroit full timeout,,94-97,,
0:18.0,,,94-97,,L. Mbah a Moute enters the game for J. Crawford
0:18.0,A. Baynes enters the game for A. Drummond,,94-97,,
0:08.0,,,94-97,,Personal take foul by D. Jordan (drawn by R. Jackson)
0:08.0,,,94-97,,J. Smith enters the game for D. Jordan
0:08.0,R. Jackson makes free throw 1 of 2,1,95-97,,
0:08.0,A. Drummond enters the game for A. Baynes,,95-97,,
0:08.0,R. Jackson makes free throw 2 of 2,1,96-97,,
0:08.0,,,96-97,,LA Clippers full timeout
0:08.0,,,96-97,,P. Prigioni enters the game for J. Smith
0:08.0,,,96-97,,J. Crawford enters the game for L. Mbah a Moute
0:08.0,S. Johnson enters the game for E. Ilyasova,,96-97,,
0:07.0,Personal take foul by K. Caldwell-Pope (drawn by J. Crawford),,96-97,,
0:07.0,,,96-98,1,J. Crawford makes free throw 1 of 2
0:07.0,,,96-98,,L. Mbah a Moute enters the game for P. Prigioni
0:07.0,A. Baynes enters the game for S. Johnson,,96-98,,
0:07.0,,,96-99,1,J. Crawford makes free throw 2 of 2
0:07.0,Detroit full timeout,,96-99,,
0:07.0,S. Blake enters the game for A. Drummond,,96-99,,
0:05.0,K. Caldwell-Pope misses 3-pt shot from 25 ft,,96-99,,
0:05.0,,,96-99,,Defensive rebound by Team
0:04.0,Personal take foul by S. Blake (drawn by J. Crawford),,96-99,,
0:04.0,,,96-100,1,J. Crawford makes free throw 1 of 2
0:04.0,A. Drummond enters the game for S. Blake,,96-100,,
0:04.0,,,96-101,1,J. Crawford makes free throw 2 of 2
0:04.0,Detroit full timeout,,96-101,,
0:04.0,E. Ilyasova enters the game for A. Baynes,,96-101,,
0:01.0,R. Jackson misses 3-pt shot from 24 ft,,96-101,,
0:00.0,Offensive rebound by Team,,96-101,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
