time,Miami,pts.away,score,pts.home,Milwaukee
4:46.0,C. Bosh enters the game for A. Stoudemire,,96-92,,
4:36.0,,,96-92,,Turnover by K. Middleton (bad pass; steal by L. Deng)
4:28.0,Shooting foul by K. Middleton (drawn by D. Wade),,96-92,,
4:28.0,D. Wade makes free throw 1 of 2,1,97-92,,
4:28.0,D. Wade makes free throw 2 of 2,1,98-92,,
4:19.0,,,98-92,,M. Carter-Williams misses 2-pt shot from 8 ft
4:19.0,,,98-92,,Offensive rebound by Team
4:19.0,Loose ball foul by L. Deng (drawn by G. Monroe),,98-92,,
4:19.0,,,98-93,1,G. Monroe makes free throw 1 of 2
4:19.0,,,98-94,1,G. Monroe makes free throw 2 of 2
4:00.0,J. Winslow misses 3-pt shot from 23 ft,,98-94,,
3:58.0,,,98-94,,Defensive rebound by M. Carter-Williams
3:37.0,Personal foul by L. Deng (drawn by G. Antetokounmpo),,98-94,,
3:37.0,,,98-95,1,G. Antetokounmpo makes free throw 1 of 2
3:37.0,,,98-96,1,G. Antetokounmpo makes free throw 2 of 2
3:12.0,D. Wade misses 2-pt shot from 4 ft (block by J. Parker),,98-96,,
3:11.0,,,98-96,,Defensive rebound by K. Middleton
3:01.0,,,98-98,2,G. Monroe makes 2-pt shot from 3 ft (assist by G. Antetokounmpo)
3:01.0,Miami full timeout,,98-98,,
2:47.0,C. Bosh misses 3-pt shot from 27 ft,,98-98,,
2:46.0,Offensive rebound by D. Wade,,98-98,,
2:26.0,L. Deng makes 3-pt shot from 25 ft (assist by C. Bosh),3,101-98,,
2:00.0,,,101-98,,Turnover by Team (shot clock)
1:43.0,C. Bosh misses 3-pt shot from 28 ft,,101-98,,
1:41.0,,,101-98,,Defensive rebound by J. Parker
1:36.0,Shooting block foul by G. Dragic (drawn by M. Carter-Williams),,101-98,,
1:36.0,,,101-98,,M. Carter-Williams misses free throw 1 of 2
1:36.0,,,101-98,,Offensive rebound by Team
1:36.0,,,101-99,1,M. Carter-Williams makes free throw 2 of 2
1:13.0,Turnover by D. Wade (bad pass; steal by K. Middleton),,101-99,,
1:04.0,,,101-99,,Milwaukee full timeout
1:00.0,,,101-101,2,G. Antetokounmpo makes 2-pt shot at rim
0:45.0,D. Wade makes 2-pt shot from 18 ft,2,103-101,,
0:29.0,,,103-101,,Turnover by G. Antetokounmpo (lost ball; steal by D. Wade)
0:29.0,,,103-101,,Personal take foul by G. Antetokounmpo (drawn by D. Wade)
0:29.0,D. Wade makes free throw 1 of 2,1,104-101,,
0:29.0,D. Wade misses free throw 2 of 2,,104-101,,
0:29.0,,,104-101,,Defensive rebound by M. Carter-Williams
0:28.0,,,104-101,,Milwaukee full timeout
0:28.0,,,104-101,,J. Bayless enters the game for J. Parker
0:16.0,,,104-101,,K. Middleton misses 3-pt shot from 27 ft
0:15.0,Defensive rebound by D. Wade,,104-101,,
0:14.0,,,104-101,,Personal take foul by M. Carter-Williams (drawn by D. Wade)
0:14.0,D. Wade misses free throw 1 of 2,,104-101,,
0:14.0,Offensive rebound by Team,,104-101,,
0:14.0,D. Wade makes free throw 2 of 2,1,105-101,,
0:05.0,,,105-103,2,G. Antetokounmpo makes 2-pt shot at rim
0:04.0,,,105-103,,Personal take foul by K. Middleton (drawn by D. Wade)
0:04.0,Miami full timeout,,105-103,,
0:04.0,D. Wade makes free throw 1 of 2,1,106-103,,
0:04.0,D. Wade makes free throw 2 of 2,1,107-103,,
0:03.0,,,107-103,,Turnover by G. Antetokounmpo (bad pass)
0:00.0,End of 4th quarter,,,,End of 4th quarter
