time,Philadelphia,pts.away,score,pts.home,Charlotte
4:57.0,T. McConnell enters the game for H. Thompson,,82-87,,
4:57.0,E. Brand makes free throw 2 of 2,1,83-87,,
4:41.0,,,83-90,3,K. Walker makes 3-pt shot from 24 ft (assist by N. Batum)
4:21.0,T. McConnell misses 2-pt shot from 8 ft,,83-90,,
4:20.0,,,83-90,,Defensive rebound by N. Batum
4:12.0,,,83-92,2,C. Zeller makes 2-pt shot at rim (assist by N. Batum)
4:12.0,Philadelphia full timeout,,83-92,,
4:12.0,H. Thompson enters the game for T. McConnell,,83-92,,
3:53.0,I. Smith misses 3-pt shot from 24 ft,,83-92,,
3:52.0,,,83-92,,Defensive rebound by Team
3:39.0,Personal foul by I. Smith,,83-92,,
3:33.0,,,83-92,,N. Batum misses 3-pt shot from 25 ft
3:32.0,,,83-92,,Offensive rebound by K. Walker
3:18.0,,,83-95,3,K. Walker makes 3-pt shot from 24 ft (assist by M. Williams)
3:06.0,E. Brand misses 2-pt shot from 12 ft,,83-95,,
3:05.0,,,83-95,,Defensive rebound by K. Walker
2:55.0,,,83-97,2,N. Batum makes 2-pt shot from 7 ft (assist by K. Walker)
2:55.0,Philadelphia full timeout,,83-97,,
2:38.0,I. Smith makes 2-pt shot from 18 ft,2,85-97,,
2:18.0,,,85-97,,C. Lee misses 2-pt shot from 2 ft
2:17.0,,,85-97,,Offensive rebound by C. Zeller
2:10.0,,,85-97,,K. Walker misses 3-pt shot from 25 ft
2:08.0,Defensive rebound by R. Covington,,85-97,,
1:58.0,R. Covington misses 3-pt shot from 27 ft,,85-97,,
1:56.0,Offensive rebound by Team,,85-97,,
1:46.0,R. Covington makes 3-pt shot from 24 ft (assist by I. Smith),3,88-97,,
1:22.0,,,88-97,,N. Batum misses 3-pt shot from 25 ft
1:21.0,Defensive rebound by N. Stauskas,,88-97,,
1:11.0,N. Stauskas misses 3-pt shot from 26 ft,,88-97,,
1:10.0,,,88-97,,Defensive rebound by M. Williams
0:55.0,,,88-97,,K. Walker misses 2-pt shot from 8 ft
0:53.0,,,88-97,,Offensive rebound by K. Walker
0:52.0,I. Canaan enters the game for R. Covington,,88-97,,
0:51.0,,,88-97,,Turnover by K. Walker (lost ball; steal by H. Thompson)
0:51.0,Jump ball: H. Thompson vs. K. Walker (N. Stauskas gains possession),,,,Jump ball: H. Thompson vs. K. Walker (N. Stauskas gains possession)
0:42.0,H. Thompson misses 3-pt shot from 25 ft,,88-97,,
0:41.0,,,88-97,,Defensive rebound by M. Williams
0:20.0,,,88-100,3,K. Walker makes 3-pt shot from 25 ft
0:20.0,Philadelphia full timeout,,88-100,,
0:09.0,H. Thompson makes 3-pt shot from 23 ft (assist by I. Smith),3,91-100,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
