time,Golden State,pts.away,score,pts.home,Oklahoma City
7:54.0,,,84-89,,R. Westbrook misses 3-pt shot from 26 ft
7:53.0,Defensive rebound by S. Curry,,84-89,,
7:32.0,A. Bogut misses 2-pt shot from 4 ft,,84-89,,
7:31.0,Offensive rebound by D. Green,,84-89,,
7:30.0,D. Green misses 2-pt shot from 1 ft,,84-89,,
7:28.0,,,84-89,,Defensive rebound by S. Ibaka
7:28.0,Personal foul by A. Bogut,,84-89,,
7:28.0,,,84-89,,K. Durant enters the game for A. Roberson
7:28.0,H. Barnes enters the game for A. Iguodala,,84-89,,
7:19.0,Personal foul by H. Barnes,,84-89,,
7:11.0,,,84-89,,S. Ibaka misses 3-pt shot from 24 ft (block by D. Green)
7:10.0,,,84-89,,Offensive rebound by S. Adams
7:09.0,,,84-91,2,S. Adams makes 2-pt shot at rim
6:54.0,H. Barnes makes 3-pt shot from 22 ft (assist by S. Curry),3,87-91,,
6:35.0,,,87-91,,K. Durant misses 2-pt shot from 7 ft
6:34.0,,,87-91,,Offensive rebound by Team
6:33.0,A. Iguodala enters the game for A. Bogut,,87-91,,
6:22.0,,,87-93,2,R. Westbrook makes 2-pt shot from 1 ft
6:05.0,S. Curry misses 3-pt shot from 24 ft,,87-93,,
6:04.0,Offensive rebound by D. Green,,87-93,,
6:01.0,D. Green misses 2-pt shot from 1 ft,,87-93,,
6:01.0,,,87-93,,Defensive rebound by S. Ibaka
5:48.0,,,87-93,,R. Westbrook misses 2-pt shot from 6 ft
5:48.0,,,87-93,,Offensive rebound by Team
5:48.0,Loose ball foul by D. Green,,87-93,,
5:48.0,Official timeout,,87-93,,
5:48.0,,,87-93,,A. Roberson enters the game for D. Waiters
5:48.0,,,87-94,1,S. Adams makes free throw 1 of 2
5:48.0,,,87-94,,S. Adams misses free throw 2 of 2
5:47.0,Defensive rebound by Team,,87-94,,
5:47.0,,,87-94,,Loose ball foul by S. Ibaka
5:33.0,K. Thompson makes 2-pt shot from 1 ft,2,89-94,,
5:09.0,,,89-96,2,K. Durant makes 2-pt shot from 14 ft
4:57.0,K. Thompson makes 3-pt shot from 28 ft,3,92-96,,
4:48.0,Personal take foul by S. Curry,,92-96,,
4:48.0,,,92-97,1,A. Roberson makes free throw 1 of 2
4:48.0,,,92-97,,A. Roberson misses free throw 2 of 2
4:47.0,Defensive rebound by D. Green,,92-97,,
4:32.0,K. Thompson misses 2-pt shot from 3 ft (block by A. Roberson),,92-97,,
4:32.0,Offensive rebound by Team,,92-97,,
4:32.0,Golden State full timeout,,92-97,,
4:32.0,,,92-97,,D. Waiters enters the game for A. Roberson
4:31.0,Shooting foul by S. Adams (drawn by D. Green),,92-97,,
4:31.0,D. Green misses free throw 1 of 2,,92-97,,
4:31.0,Offensive rebound by Team,,92-97,,
4:31.0,D. Green makes free throw 2 of 2,1,93-97,,
4:13.0,,,93-97,,K. Durant misses 2-pt shot from 16 ft
4:13.0,Defensive rebound by Team,,93-97,,
3:58.0,S. Curry makes 3-pt shot from 25 ft,3,96-97,,
3:42.0,,,96-97,,Shooting foul by K. Thompson (drawn by R. Westbrook)
3:42.0,,,96-98,1,R. Westbrook makes free throw 1 of 2
3:42.0,,,96-99,1,R. Westbrook makes free throw 2 of 2
3:20.0,A. Iguodala misses 3-pt shot from 24 ft,,96-99,,
3:19.0,,,96-99,,Defensive rebound by S. Ibaka
2:55.0,,,96-99,,Turnover by K. Durant (lost ball; steal by A. Iguodala)
2:48.0,S. Curry makes 3-pt shot from 26 ft (assist by H. Barnes),3,99-99,,
2:47.0,,,99-99,,Oklahoma City full timeout
2:47.0,,,99-99,,A. Roberson enters the game for S. Adams
2:37.0,,,99-99,,R. Westbrook misses 2-pt shot from 2 ft
2:37.0,,,99-99,,Offensive rebound by Team
2:25.0,,,99-99,,K. Durant misses 2-pt shot from 11 ft
2:24.0,,,99-99,,Offensive rebound by A. Roberson
2:22.0,,,99-101,2,A. Roberson makes 2-pt shot from 1 ft
2:06.0,A. Iguodala makes 2-pt shot from 1 ft,2,101-101,,
1:40.0,,,101-101,,Turnover by R. Westbrook (lost ball; steal by A. Iguodala)
1:35.0,K. Thompson makes 3-pt shot from 25 ft (assist by A. Iguodala),3,104-101,,
1:23.0,,,104-101,,K. Durant misses 3-pt shot from 25 ft
1:22.0,Defensive rebound by K. Thompson,,104-101,,
1:01.0,S. Curry misses 2-pt shot from 1 ft,,104-101,,
1:00.0,,,104-101,,Defensive rebound by A. Roberson
0:55.0,,,104-101,,Turnover by R. Westbrook (lost ball)
0:39.0,K. Thompson misses 3-pt shot from 25 ft,,104-101,,
0:38.0,,,104-101,,Defensive rebound by K. Durant
0:36.0,,,104-101,,Turnover by R. Westbrook (lost ball; steal by A. Iguodala)
0:14.0,S. Curry makes 2-pt shot at rim,2,106-101,,
0:14.0,,,106-101,,Oklahoma City full timeout
0:13.0,,,106-101,,Turnover by R. Westbrook (lost ball; steal by S. Curry)
0:10.0,,,106-101,,Personal take foul by R. Westbrook
0:09.0,,,106-101,,Personal take foul by K. Durant
0:09.0,K. Thompson makes free throw 1 of 2,1,107-101,,
0:09.0,K. Thompson makes free throw 2 of 2,1,108-101,,
0:09.0,,,108-101,,Oklahoma City full timeout
0:08.0,,,108-101,,Turnover by K. Durant (lost ball; steal by H. Barnes)
0:00.0,End of 4th quarter,,,,End of 4th quarter
