time,Boston,pts.away,score,pts.home,Orlando
4:07.0,,,84-97,,E. Payton misses free throw 2 of 2
4:06.0,Defensive rebound by A. Johnson,,84-97,,
3:55.0,Turnover by J. Sullinger (bad pass; steal by E. Payton),,84-97,,
3:37.0,,,84-97,,E. Payton misses 2-pt shot from 19 ft
3:35.0,Defensive rebound by J. Sullinger,,84-97,,
3:30.0,I. Thomas misses 3-pt shot from 25 ft,,84-97,,
3:29.0,,,84-97,,Defensive rebound by E. Payton
3:15.0,Personal foul by A. Johnson (drawn by V. Oladipo),,84-97,,
3:15.0,,,84-98,1,V. Oladipo makes free throw 1 of 2
3:15.0,K. Olynyk enters the game for A. Johnson,,84-98,,
3:15.0,D. Lee enters the game for J. Sullinger,,84-98,,
3:15.0,,,84-99,1,V. Oladipo makes free throw 2 of 2
3:04.0,D. Lee misses 2-pt shot from 6 ft,,84-99,,
3:04.0,,,84-99,,Defensive rebound by Team
3:04.0,Loose ball foul by K. Olynyk (drawn by T. Harris),,84-99,,
3:04.0,,,84-99,,T. Harris misses free throw 1 of 2
3:04.0,,,84-99,,Offensive rebound by Team
3:04.0,,,84-100,1,T. Harris makes free throw 2 of 2
2:49.0,Shooting foul by V. Oladipo (drawn by I. Thomas),,84-100,,
2:49.0,Boston full timeout,,84-100,,
2:49.0,I. Thomas makes free throw 1 of 2,1,85-100,,
2:49.0,I. Thomas makes free throw 2 of 2,1,86-100,,
2:47.0,Personal take foul by T. Rozier (drawn by E. Payton),,86-100,,
2:47.0,,,86-101,1,E. Payton makes free throw 1 of 2
2:47.0,,,86-101,,E. Payton misses free throw 2 of 2
2:46.0,Defensive rebound by D. Lee,,86-101,,
2:37.0,A. Bradley misses 3-pt shot from 24 ft (block by A. Gordon),,86-101,,
2:34.0,,,86-101,,Defensive rebound by V. Oladipo
2:22.0,R. Hunter enters the game for I. Thomas,,86-101,,
2:22.0,J. Young enters the game for A. Bradley,,86-101,,
2:20.0,,,86-103,2,T. Harris makes 2-pt shot from 1 ft (assist by A. Gordon)
2:07.0,Shooting foul by N. Vucevic (drawn by J. Young),,86-103,,
2:07.0,,,86-103,,J. Smith enters the game for N. Vucevic
2:07.0,J. Young makes free throw 1 of 2,1,87-103,,
2:07.0,J. Young misses free throw 2 of 2,,87-103,,
2:06.0,,,87-103,,Defensive rebound by A. Gordon
1:48.0,,,87-103,,E. Payton misses 2-pt shot from 11 ft
1:47.0,Defensive rebound by K. Olynyk,,87-103,,
1:41.0,T. Rozier makes 2-pt shot from 17 ft,2,89-103,,
1:29.0,Personal foul by T. Rozier (drawn by V. Oladipo),,89-103,,
1:29.0,,,89-104,1,V. Oladipo makes free throw 1 of 2
1:29.0,,,89-105,1,V. Oladipo makes free throw 2 of 2
1:20.0,R. Hunter misses 3-pt shot from 24 ft,,89-105,,
1:19.0,,,89-105,,Defensive rebound by A. Gordon
1:15.0,,,89-105,,Orlando full timeout
1:15.0,,,89-105,,S. Napier enters the game for T. Harris
1:15.0,,,89-105,,D. Marble enters the game for E. Payton
1:15.0,,,89-105,,M. Hezonja enters the game for V. Oladipo
1:01.0,,,89-107,2,S. Napier makes 2-pt shot from 19 ft
0:48.0,J. Young misses 3-pt shot from 25 ft,,89-107,,
0:47.0,,,89-107,,Defensive rebound by S. Napier
0:28.0,,,89-110,3,A. Gordon makes 3-pt shot from 24 ft (assist by S. Napier)
0:09.0,T. Rozier misses 2-pt shot from 1 ft,,89-110,,
0:09.0,Offensive rebound by T. Rozier,,89-110,,
0:09.0,T. Rozier makes 2-pt shot from 1 ft,2,91-110,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
