time,LA Clippers,pts.away,score,pts.home,Portland
3:58.0,,,85-87,1,M. Plumlee makes free throw 1 of 2
3:58.0,,,85-87,,M. Plumlee misses free throw 2 of 2
3:57.0,Defensive rebound by B. Griffin,,85-87,,
3:45.0,B. Griffin misses 2-pt shot from 19 ft,,85-87,,
3:44.0,Offensive rebound by D. Jordan,,85-87,,
3:40.0,C. Paul misses 2-pt shot from 16 ft,,85-87,,
3:39.0,,,85-87,,Defensive rebound by C. McCollum
3:30.0,,,85-90,3,D. Lillard makes 3-pt shot from 25 ft (assist by C. McCollum)
3:15.0,B. Griffin makes 2-pt shot from 2 ft (assist by C. Paul),2,87-90,,
3:08.0,,,87-93,3,D. Lillard makes 3-pt shot from 26 ft
3:08.0,LA Clippers full timeout,,87-93,,
2:59.0,Turnover by J. Redick (lost ball; steal by C. McCollum),,87-93,,
2:56.0,,,87-95,2,M. Plumlee makes 2-pt shot at rim (assist by D. Lillard)
2:56.0,,,87-95,,Shooting foul by D. Jordan (drawn by M. Plumlee)
2:56.0,,,87-96,1,M. Plumlee makes free throw 1 of 1
2:41.0,Turnover by B. Griffin (lost ball; steal by M. Plumlee),,87-96,,
2:24.0,Personal foul by B. Griffin (drawn by M. Plumlee),,87-96,,
2:24.0,,,87-97,1,M. Plumlee makes free throw 1 of 2
2:24.0,,,87-97,,M. Plumlee misses free throw 2 of 2
2:23.0,Defensive rebound by J. Crawford,,87-97,,
2:06.0,B. Griffin misses 2-pt shot from 21 ft,,87-97,,
2:06.0,,,87-97,,Defensive rebound by D. Lillard
1:46.0,,,87-100,3,D. Lillard makes 3-pt shot from 27 ft (assist by A. Aminu)
1:31.0,J. Crawford misses 3-pt shot from 24 ft,,87-100,,
1:31.0,Offensive rebound by B. Griffin,,87-100,,
1:31.0,B. Griffin makes 2-pt shot at rim,2,89-100,,
1:30.0,,,89-100,,Portland full timeout
1:30.0,A. Rivers enters the game for J. Redick,,89-100,,
1:30.0,L. Mbah a Moute enters the game for J. Crawford,,89-100,,
1:10.0,,,89-100,,M. Plumlee misses 2-pt shot from 5 ft
1:10.0,,,89-100,,Offensive rebound by M. Plumlee
0:55.0,,,89-100,,D. Lillard misses 3-pt shot from 24 ft
0:54.0,Defensive rebound by L. Mbah a Moute,,89-100,,
0:54.0,LA Clippers full timeout,,89-100,,
0:54.0,J. Redick enters the game for A. Rivers,,89-100,,
0:54.0,J. Crawford enters the game for L. Mbah a Moute,,89-100,,
0:43.0,J. Crawford misses 2-pt shot from 6 ft,,89-100,,
0:43.0,Offensive rebound by D. Jordan,,89-100,,
0:43.0,D. Jordan makes 2-pt shot at rim,2,91-100,,
0:41.0,Personal take foul by J. Redick (drawn by E. Davis),,91-100,,
0:41.0,,,91-101,1,E. Davis makes free throw 1 of 2
0:41.0,,,91-101,,E. Davis misses free throw 2 of 2
0:40.0,Defensive rebound by D. Jordan,,91-101,,
0:32.0,J. Redick misses 3-pt shot from 24 ft,,91-101,,
0:31.0,,,91-101,,Defensive rebound by Team
0:29.0,Personal take foul by C. Paul (drawn by C. McCollum),,91-101,,
0:29.0,,,91-101,,C. McCollum misses free throw 1 of 2
0:29.0,,,91-101,,Offensive rebound by Team
0:29.0,A. Rivers enters the game for C. Paul,,91-101,,
0:29.0,W. Johnson enters the game for J. Redick,,91-101,,
0:29.0,L. Stephenson enters the game for J. Crawford,,91-101,,
0:29.0,L. Mbah a Moute enters the game for B. Griffin,,91-101,,
0:29.0,,,91-101,,T. Frazier enters the game for D. Lillard
0:29.0,,,91-102,1,C. McCollum makes free throw 2 of 2
0:22.0,Turnover by W. Johnson (lost ball; steal by C. McCollum),,91-102,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
