time,Oklahoma City,pts.away,score,pts.home,Dallas
2:14.0,Personal foul by K. Durant,,113-99,,
2:14.0,,,113-100,1,W. Matthews makes free throw 1 of 2
2:14.0,,,113-101,1,W. Matthews makes free throw 2 of 2
1:58.0,K. Durant misses 3-pt shot from 24 ft,,113-101,,
1:58.0,Offensive rebound by Team,,113-101,,
1:36.0,K. Durant misses 2-pt shot from 8 ft,,113-101,,
1:35.0,,,113-101,,Defensive rebound by D. Lee
1:28.0,,,113-104,3,W. Matthews makes 3-pt shot from 23 ft (assist by R. Felton)
1:12.0,K. Durant makes 2-pt shot from 11 ft,2,115-104,,
1:12.0,Shooting foul by D. Lee (drawn by K. Durant),,115-104,,
1:12.0,,,115-104,,C. Villanueva enters the game for D. Nowitzki
1:12.0,,,115-104,,J. Anderson enters the game for W. Matthews
1:12.0,K. Durant misses free throw 1 of 1,,115-104,,
1:11.0,,,115-104,,Defensive rebound by C. Villanueva
0:53.0,,,115-104,,C. Villanueva misses 3-pt shot from 25 ft
0:52.0,,,115-104,,Offensive rebound by J. Anderson
0:51.0,Flagrant foul type 1 by K. Durant,,115-104,,
0:51.0,A. Roberson enters the game for K. Durant,,115-104,,
0:51.0,,,115-104,,J. Anderson misses flagrant free throw 1 of 2
0:51.0,,,115-104,,Offensive rebound by Team
0:51.0,,,115-105,1,J. Anderson makes flagrant free throw 2 of 2
0:39.0,,,115-107,2,R. Felton makes 2-pt shot from 6 ft
0:39.0,Oklahoma City full timeout,,115-107,,
0:39.0,,,115-107,,W. Matthews enters the game for R. Felton
0:39.0,A. Morrow enters the game for A. Roberson,,115-107,,
0:39.0,,,115-107,,R. Felton enters the game for C. Villanueva
0:37.0,,,115-107,,Personal take foul by D. Harris
0:37.0,R. Westbrook makes free throw 1 of 2,1,116-107,,
0:37.0,A. Roberson enters the game for A. Morrow,,116-107,,
0:37.0,,,116-107,,C. Villanueva enters the game for D. Harris
0:37.0,S. Adams enters the game for E. Kanter,,116-107,,
0:37.0,R. Westbrook makes free throw 2 of 2,1,117-107,,
0:27.0,,,117-107,,W. Matthews misses 3-pt shot from 23 ft
0:26.0,Defensive rebound by S. Adams,,117-107,,
0:21.0,,,117-107,,Personal foul by J. Anderson
0:21.0,R. Westbrook makes free throw 1 of 2,1,118-107,,
0:21.0,R. Westbrook makes free throw 2 of 2,1,119-107,,
0:21.0,,,119-107,,Dallas full timeout
0:21.0,Technical foul by S. Ibaka,,119-107,,
0:21.0,,,119-108,1,W. Matthews makes technical free throw
0:21.0,E. Kanter enters the game for S. Ibaka,,119-108,,
0:18.0,,,119-108,,C. Villanueva misses 3-pt shot from 25 ft
0:16.0,Defensive rebound by E. Kanter,,119-108,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
