time,San Antonio,pts.away,score,pts.home,Houston
2:57.0,,,97-85,,D. Howard misses free throw 2 of 2
2:56.0,Defensive rebound by L. Aldridge,,97-85,,
2:43.0,K. Leonard makes 2-pt shot from 2 ft (assist by T. Duncan),2,99-85,,
2:27.0,,,99-85,,T. Ariza misses 3-pt shot from 25 ft
2:26.0,Defensive rebound by L. Aldridge,,99-85,,
2:06.0,L. Aldridge misses 2-pt shot from 5 ft,,99-85,,
2:05.0,Offensive rebound by L. Aldridge,,99-85,,
2:05.0,,,99-85,,Violation by D. Howard (def goaltending)
2:05.0,L. Aldridge makes 2-pt shot from 5 ft,2,101-85,,
2:05.0,Personal take foul by K. Leonard (drawn by D. Howard),,101-85,,
2:05.0,,,101-85,,D. Howard misses free throw 1 of 2
2:05.0,,,101-85,,Offensive rebound by Team
2:05.0,,,101-85,,D. Howard misses free throw 2 of 2
2:05.0,Defensive rebound by T. Duncan,,101-85,,
1:45.0,D. Green misses 3-pt shot from 25 ft,,101-85,,
1:44.0,,,101-85,,Defensive rebound by J. Smith
1:33.0,,,101-85,,J. Harden misses 3-pt shot from 27 ft
1:31.0,Defensive rebound by T. Duncan,,101-85,,
1:27.0,,,101-85,,Personal foul by J. Terry (drawn by T. Parker)
1:27.0,T. Parker misses free throw 1 of 2,,101-85,,
1:27.0,Offensive rebound by Team,,101-85,,
1:27.0,B. Marjanovic enters the game for K. Leonard,,101-85,,
1:27.0,R. McCallum enters the game for T. Duncan,,101-85,,
1:27.0,R. Butler enters the game for D. Green,,101-85,,
1:27.0,,,101-85,,C. Brewer enters the game for T. Ariza
1:27.0,,,101-85,,M. Harrell enters the game for D. Howard
1:27.0,,,101-85,,K. McDaniels enters the game for J. Harden
1:27.0,K. Anderson enters the game for L. Aldridge,,101-85,,
1:27.0,T. Parker makes free throw 2 of 2,1,102-85,,
1:17.0,,,102-88,3,J. Terry makes 3-pt shot from 25 ft (assist by M. Harrell)
0:59.0,K. Anderson misses 3-pt shot from 23 ft,,102-88,,
0:58.0,,,102-88,,Defensive rebound by C. Brewer
0:53.0,,,102-90,2,C. Brewer makes 2-pt shot from 2 ft
0:37.0,,,102-90,,Personal foul by J. Terry (drawn by T. Parker)
0:37.0,T. Parker makes free throw 1 of 2,1,103-90,,
0:37.0,T. Parker makes free throw 2 of 2,1,104-90,,
0:36.0,Personal take foul by T. Parker (drawn by K. McDaniels),,104-90,,
0:36.0,,,104-91,1,K. McDaniels makes free throw 1 of 2
0:36.0,P. Mills enters the game for T. Parker,,104-91,,
0:36.0,,,104-92,1,K. McDaniels makes free throw 2 of 2
0:10.0,R. McCallum misses 3-pt shot from 26 ft (block by C. Brewer),,104-92,,
0:09.0,,,104-92,,Defensive rebound by J. Smith
0:09.0,,,104-94,2,C. Brewer makes 2-pt shot at rim (assist by J. Smith)
0:00.0,End of 4th quarter,,,,End of 4th quarter
