time,Boston,pts.away,score,pts.home,Charlotte
5:34.0,T. Zeller misses 2-pt shot from 1 ft (block by J. Lamb),,86-77,,
5:31.0,Offensive rebound by J. Crowder,,86-77,,
5:28.0,J. Crowder makes 2-pt shot from 17 ft,2,88-77,,
5:09.0,,,88-79,2,J. Lamb makes 2-pt shot from 8 ft (assist by J. Lin)
4:56.0,Shooting foul by K. Walker (drawn by A. Bradley),,88-79,,
4:56.0,,,88-79,,Charlotte full timeout
4:56.0,A. Bradley makes free throw 1 of 2,1,89-79,,
4:56.0,A. Bradley makes free throw 2 of 2,1,90-79,,
4:45.0,,,90-79,,J. Lamb misses 2-pt shot from 20 ft
4:44.0,Defensive rebound by K. Olynyk,,90-79,,
4:33.0,J. Crowder makes 2-pt shot from 20 ft (assist by E. Turner),2,92-79,,
4:16.0,,,92-79,,K. Walker misses 3-pt shot from 24 ft
4:14.0,,,92-79,,Offensive rebound by C. Zeller
4:14.0,,,92-81,2,C. Zeller makes 2-pt shot from 1 ft
4:00.0,A. Bradley misses 2-pt shot from 18 ft,,92-81,,
3:59.0,,,92-81,,Defensive rebound by J. Lamb
3:51.0,,,92-81,,Shooting foul by J. Crowder (drawn by J. Lin)
3:51.0,,,92-82,1,J. Lin makes free throw 1 of 2
3:51.0,I. Thomas enters the game for E. Turner,,92-82,,
3:51.0,J. Sullinger enters the game for T. Zeller,,92-82,,
3:51.0,,,92-82,,N. Batum enters the game for J. Lamb
3:51.0,,,92-83,1,J. Lin makes free throw 2 of 2
3:32.0,I. Thomas misses 3-pt shot from 24 ft,,92-83,,
3:31.0,,,92-83,,Defensive rebound by N. Batum
3:17.0,,,92-86,3,N. Batum makes 3-pt shot from 22 ft (assist by J. Lin)
3:17.0,Boston full timeout,,92-86,,
2:56.0,J. Sullinger misses 2-pt shot from 1 ft (block by C. Zeller),,92-86,,
2:53.0,Offensive rebound by J. Sullinger,,92-86,,
2:53.0,J. Sullinger makes 2-pt shot from 1 ft,2,94-86,,
2:41.0,,,94-86,,K. Walker misses 3-pt shot from 23 ft
2:39.0,Defensive rebound by J. Sullinger,,94-86,,
2:27.0,Turnover by J. Sullinger (bad pass),,94-86,,
2:19.0,,,94-86,,N. Batum misses 3-pt shot from 25 ft
2:17.0,Defensive rebound by J. Sullinger,,94-86,,
1:53.0,J. Sullinger misses 2-pt shot from 16 ft,,94-86,,
1:52.0,,,94-86,,Defensive rebound by N. Batum
1:42.0,,,94-86,,J. Lin misses 2-pt shot from 7 ft
1:41.0,Defensive rebound by J. Sullinger,,94-86,,
1:37.0,K. Olynyk makes 2-pt shot from 1 ft (assist by I. Thomas),2,96-86,,
1:22.0,,,96-86,,Shooting foul by K. Olynyk (drawn by F. Kaminsky)
1:22.0,,,96-86,,F. Kaminsky misses free throw 1 of 2
1:22.0,,,96-86,,Offensive rebound by Team
1:22.0,,,96-87,1,F. Kaminsky makes free throw 2 of 2
1:16.0,K. Olynyk makes 2-pt shot from 1 ft,2,98-87,,
1:09.0,,,98-87,,F. Kaminsky misses 3-pt shot from 26 ft
1:08.0,,,98-87,,Offensive rebound by J. Lin
1:04.0,,,98-87,,Turnover by J. Lin (bad pass; steal by J. Sullinger)
1:00.0,,,98-87,,Personal take foul by F. Kaminsky (drawn by I. Thomas)
0:57.0,A. Bradley makes 2-pt shot at rim (assist by K. Olynyk),2,100-87,,
0:47.0,,,100-89,2,F. Kaminsky makes 2-pt shot from 2 ft (assist by K. Walker)
0:41.0,,,100-89,,Personal take foul by C. Zeller (drawn by I. Thomas)
0:41.0,I. Thomas makes free throw 1 of 2,1,101-89,,
0:41.0,I. Thomas makes free throw 2 of 2,1,102-89,,
0:37.0,,,102-89,,K. Walker misses 3-pt shot from 27 ft
0:35.0,Defensive rebound by J. Crowder,,102-89,,
0:13.0,J. Sullinger misses 3-pt shot from 26 ft (block by J. Lin),,102-89,,
0:13.0,Offensive rebound by Team,,102-89,,
0:13.0,Turnover by Team (shot clock),,102-89,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
