time,Chicago,pts.away,score,pts.home,Detroit
5:20.0,,,77-75,,K. Caldwell-Pope misses 2-pt shot from 19 ft
5:20.0,,,77-75,,Offensive rebound by A. Drummond
5:19.0,,,77-75,,A. Drummond misses 2-pt shot from 1 ft
5:18.0,Defensive rebound by N. Mirotic,,77-75,,
5:18.0,Turnover by N. Mirotic (dbl dribble),,77-75,,
5:08.0,,,77-77,2,R. Jackson makes 2-pt shot from 4 ft
4:52.0,D. Rose makes 2-pt shot from 17 ft,2,79-77,,
4:27.0,,,79-77,,A. Drummond misses 2-pt shot from 3 ft
4:25.0,Defensive rebound by N. Mirotic,,79-77,,
4:05.0,D. Rose misses 2-pt shot from 14 ft,,79-77,,
4:04.0,,,79-77,,Defensive rebound by K. Caldwell-Pope
3:45.0,,,79-79,2,M. Morris makes 2-pt shot from 15 ft
3:27.0,,,79-79,,Personal foul by M. Morris (drawn by P. Gasol)
3:17.0,T. Snell misses 3-pt shot from 26 ft,,79-79,,
3:16.0,,,79-79,,Defensive rebound by R. Jackson
3:16.0,,,79-79,,Turnover by R. Jackson (lost ball; steal by J. Butler)
3:09.0,Jump ball: J. Butler vs. R. Jackson (N. Mirotic gains possession),,,,Jump ball: J. Butler vs. R. Jackson (N. Mirotic gains possession)
2:52.0,D. Rose makes 2-pt shot from 1 ft,2,81-79,,
2:40.0,,,81-81,2,R. Jackson makes 2-pt shot from 1 ft
2:20.0,Turnover by N. Mirotic (bad pass; steal by A. Tolliver),,81-81,,
2:12.0,,,81-81,,Turnover by K. Caldwell-Pope (offensive goaltending)
2:12.0,Official timeout,,81-81,,
1:47.0,D. Rose misses 2-pt shot from 6 ft,,81-81,,
1:47.0,,,81-81,,Defensive rebound by A. Drummond
1:46.0,,,81-81,,R. Jackson misses 2-pt shot from 2 ft
1:43.0,,,81-81,,Offensive rebound by A. Drummond
1:40.0,,,81-83,2,A. Drummond makes 2-pt shot at rim
1:26.0,D. Rose makes 2-pt shot from 1 ft,2,83-83,,
1:03.0,,,83-83,,R. Jackson misses 3-pt shot from 26 ft (block by P. Gasol)
1:02.0,,,83-83,,Offensive rebound by Team
1:02.0,,,83-83,,Turnover by Team (shot clock)
0:38.0,Turnover by Team (shot clock),,83-83,,
0:38.0,J. Noah enters the game for P. Gasol,,83-83,,
0:24.0,,,83-83,,R. Jackson misses 2-pt shot from 17 ft
0:23.0,Defensive rebound by D. Rose,,83-83,,
0:02.0,D. Rose misses 2-pt shot from 17 ft,,83-83,,
0:00.0,Offensive rebound by Team,,83-83,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: A. Drummond vs. P. Gasol (R. Jackson gains possession),,,,Jump ball: A. Drummond vs. P. Gasol (R. Jackson gains possession)
4:40.0,,,83-85,2,M. Morris makes 2-pt shot from 16 ft
4:14.0,N. Mirotic misses 3-pt shot from 30 ft,,83-85,,
4:13.0,,,83-85,,Defensive rebound by A. Drummond
4:06.0,,,83-87,2,R. Jackson makes 2-pt shot from 1 ft
3:47.0,P. Gasol misses 2-pt shot from 16 ft,,83-87,,
3:46.0,,,83-87,,Defensive rebound by M. Morris
3:36.0,,,83-90,3,A. Tolliver makes 3-pt shot from 25 ft (assist by M. Morris)
3:36.0,Chicago full timeout,,83-90,,
3:24.0,Shooting foul by R. Jackson (drawn by J. Butler),,83-90,,
3:24.0,J. Butler makes free throw 1 of 2,1,84-90,,
3:24.0,J. Butler makes free throw 2 of 2,1,85-90,,
3:02.0,,,85-92,2,A. Drummond makes 2-pt shot at rim (assist by R. Jackson)
2:46.0,P. Gasol misses 2-pt shot from 4 ft,,85-92,,
2:46.0,Offensive rebound by N. Mirotic,,85-92,,
2:46.0,Shooting foul by R. Jackson (drawn by N. Mirotic),,85-92,,
2:46.0,N. Mirotic makes free throw 1 of 2,1,86-92,,
2:46.0,T. Gibson enters the game for T. Snell,,86-92,,
2:46.0,N. Mirotic makes free throw 2 of 2,1,87-92,,
2:33.0,,,87-92,,R. Jackson misses 2-pt shot at rim (block by P. Gasol)
2:33.0,,,87-92,,Offensive rebound by A. Drummond
2:33.0,,,87-92,,Shooting foul by P. Gasol (drawn by A. Drummond)
2:33.0,,,87-92,,A. Drummond misses free throw 1 of 2
2:33.0,,,87-92,,Offensive rebound by Team
2:33.0,D. McDermott enters the game for T. Gibson,,87-92,,
2:33.0,,,87-92,,A. Drummond misses free throw 2 of 2
2:32.0,Defensive rebound by P. Gasol,,87-92,,
2:21.0,Turnover by D. Rose (lost ball),,87-92,,
2:21.0,T. Gibson enters the game for D. McDermott,,87-92,,
2:01.0,,,87-92,,Turnover by R. Jackson (bad pass; steal by N. Mirotic)
1:50.0,J. Butler misses 2-pt shot from 1 ft,,87-92,,
1:50.0,,,87-92,,Defensive rebound by A. Tolliver
1:37.0,,,87-92,,R. Jackson misses 2-pt shot from 5 ft
1:37.0,,,87-92,,Offensive rebound by A. Drummond
1:35.0,,,87-94,2,A. Drummond makes 2-pt shot from 1 ft
1:30.0,T. Gibson makes 2-pt shot at rim (assist by D. Rose),2,89-94,,
1:12.0,,,89-94,,R. Jackson misses 2-pt shot from 7 ft
1:12.0,Defensive rebound by Team,,89-94,,
1:12.0,Jump ball: A. Drummond vs. P. Gasol (T. Gibson gains possession),,,,Jump ball: A. Drummond vs. P. Gasol (T. Gibson gains possession)
0:56.0,N. Mirotic misses 3-pt shot from 26 ft,,89-94,,
0:56.0,,,89-94,,Defensive rebound by A. Drummond
0:44.0,,,89-94,,Shooting foul by P. Gasol (drawn by A. Drummond)
0:44.0,,,89-94,,A. Drummond misses free throw 1 of 2
0:44.0,,,89-94,,Offensive rebound by Team
0:44.0,,,89-95,1,A. Drummond makes free throw 2 of 2
0:44.0,Chicago full timeout,,89-95,,
0:44.0,D. McDermott enters the game for T. Gibson,,89-95,,
0:44.0,,,89-95,,S. Johnson enters the game for A. Tolliver
0:41.0,N. Mirotic misses 3-pt shot from 24 ft,,89-95,,
0:40.0,,,89-95,,Defensive rebound by S. Johnson
0:35.0,Personal foul by J. Butler (drawn by R. Jackson),,89-95,,
0:35.0,,,89-95,,R. Jackson misses free throw 1 of 2
0:35.0,,,89-95,,Offensive rebound by Team
0:35.0,,,89-96,1,R. Jackson makes free throw 2 of 2
0:25.0,J. Butler makes 3-pt shot from 26 ft (assist by D. Rose),3,92-96,,
0:24.0,Personal foul by P. Gasol (drawn by R. Jackson),,92-96,,
0:24.0,,,92-97,1,R. Jackson makes free throw 1 of 2
0:24.0,,,92-98,1,R. Jackson makes free throw 2 of 2
0:11.0,P. Gasol makes 2-pt shot at rim (assist by D. Rose),2,94-98,,
0:10.0,Personal foul by D. McDermott (drawn by M. Morris),,94-98,,
0:10.0,,,94-98,,M. Morris misses free throw 1 of 2
0:10.0,,,94-98,,Offensive rebound by Team
0:10.0,J. Noah enters the game for D. McDermott,,94-98,,
0:10.0,,,94-98,,M. Morris misses free throw 2 of 2
0:09.0,Defensive rebound by P. Gasol,,94-98,,
0:08.0,Chicago full timeout,,94-98,,
0:08.0,D. McDermott enters the game for J. Noah,,94-98,,
0:06.0,,,94-98,,Personal foul by M. Morris (drawn by N. Mirotic)
0:03.0,J. Butler misses 3-pt shot from 26 ft,,94-98,,
0:02.0,,,94-98,,Defensive rebound by R. Jackson
0:00.0,End of 1st overtime,,,,End of 1st overtime
