time,LA Lakers,pts.away,score,pts.home,Denver
2:38.0,,,103-100,3,G. Harris makes 3-pt shot from 25 ft (assist by J. Nelson)
2:18.0,K. Bryant misses 2-pt shot from 17 ft,,103-100,,
2:17.0,,,103-100,,Defensive rebound by K. Faried
2:11.0,,,103-100,,G. Harris misses 2-pt shot from 1 ft
2:09.0,Defensive rebound by J. Clarkson,,103-100,,
1:56.0,J. Clarkson misses 2-pt shot from 1 ft,,103-100,,
1:56.0,,,103-100,,Defensive rebound by N. Jokic
1:56.0,Loose ball foul by J. Randle (drawn by N. Jokic),,103-100,,
1:56.0,,,103-100,,Denver full timeout
1:56.0,,,103-100,,D. Arthur enters the game for N. Jokic
1:43.0,,,103-100,,G. Harris misses 3-pt shot from 26 ft
1:42.0,Defensive rebound by J. Randle,,103-100,,
1:23.0,Shooting foul by G. Harris (drawn by K. Bryant),,103-100,,
1:23.0,K. Bryant makes free throw 1 of 2,1,104-100,,
1:23.0,K. Bryant makes free throw 2 of 2,1,105-100,,
1:13.0,,,105-100,,J. Nelson misses 2-pt shot from 1 ft (block by B. Bass)
1:12.0,,,105-100,,Offensive rebound by D. Arthur
1:08.0,,,105-100,,D. Arthur misses 3-pt shot from 25 ft
1:06.0,Defensive rebound by J. Randle,,105-100,,
0:52.0,K. Bryant misses 3-pt shot from 31 ft,,105-100,,
0:51.0,Offensive rebound by J. Clarkson,,105-100,,
0:32.0,K. Bryant makes 2-pt shot from 15 ft,2,107-100,,
0:32.0,,,107-100,,Denver full timeout
0:23.0,,,107-100,,Shooting foul by L. Williams (drawn by K. Faried)
0:23.0,,,107-101,1,K. Faried makes free throw 1 of 2
0:23.0,N. Young enters the game for J. Randle,,107-101,,
0:23.0,,,107-102,1,K. Faried makes free throw 2 of 2
0:22.0,,,107-102,,Personal take foul by G. Harris (drawn by J. Clarkson)
0:22.0,J. Clarkson makes free throw 1 of 2,1,108-102,,
0:22.0,J. Clarkson misses free throw 2 of 2,,108-102,,
0:21.0,Offensive rebound by J. Clarkson,,108-102,,
0:16.0,,,108-102,,Personal take foul by J. Nelson (drawn by J. Clarkson)
0:16.0,J. Clarkson misses free throw 1 of 2,,108-102,,
0:16.0,Offensive rebound by Team,,108-102,,
0:16.0,J. Clarkson makes free throw 2 of 2,1,109-102,,
0:09.0,,,109-104,2,J. Nelson makes 2-pt shot from 1 ft
0:08.0,,,109-104,,Personal take foul by G. Harris (drawn by J. Clarkson)
0:08.0,J. Clarkson makes free throw 1 of 2,1,110-104,,
0:08.0,J. Clarkson makes free throw 2 of 2,1,111-104,,
0:00.0,,,111-107,3,D. Arthur makes 3-pt shot from 25 ft (assist by J. Nelson)
0:00.0,End of 4th quarter,,,,End of 4th quarter
