time,Indiana,pts.away,score,pts.home,Chicago
2:06.0,Personal foul by P. George (drawn by A. Brooks),,87-81,,
2:06.0,,,87-82,1,A. Brooks makes free throw 1 of 2
2:06.0,,,87-82,,A. Brooks misses free throw 2 of 2
2:04.0,,,87-82,,Offensive rebound by A. Brooks
2:04.0,Personal foul by M. Turner (drawn by P. Gasol),,87-82,,
2:04.0,,,87-83,1,P. Gasol makes free throw 1 of 2
2:04.0,S. Hill enters the game for M. Turner,,87-83,,
2:04.0,,,87-84,1,P. Gasol makes free throw 2 of 2
1:48.0,M. Ellis misses 2-pt shot from 15 ft,,87-84,,
1:48.0,,,87-84,,Defensive rebound by Team
1:24.0,,,87-84,,A. Brooks misses 3-pt shot from 23 ft
1:22.0,,,87-84,,Offensive rebound by P. Gasol
1:15.0,,,87-84,,Turnover by P. Gasol (bad pass; steal by S. Hill)
1:00.0,P. George makes 2-pt shot from 12 ft,2,89-84,,
1:00.0,,,89-84,,Chicago full timeout
1:00.0,,,89-84,,N. Mirotic enters the game for T. Gibson
1:00.0,,,89-84,,D. McDermott enters the game for T. Snell
0:54.0,,,89-84,,Shooting foul by S. Hill (drawn by J. Butler)
0:54.0,,,89-85,1,J. Butler makes free throw 1 of 2
0:54.0,,,89-85,,T. Gibson enters the game for N. Mirotic
0:54.0,,,89-85,,T. Snell enters the game for D. McDermott
0:54.0,,,89-86,1,J. Butler makes free throw 2 of 2
0:46.0,Turnover by G. Hill (lost ball),,89-86,,
0:46.0,,,89-86,,D. McDermott enters the game for T. Snell
0:46.0,,,89-86,,N. Mirotic enters the game for T. Gibson
0:35.0,,,89-89,3,J. Butler makes 3-pt shot from 24 ft (assist by A. Brooks)
0:35.0,Indiana full timeout,,89-89,,
0:35.0,,,89-89,,T. Snell enters the game for N. Mirotic
0:35.0,,,89-89,,T. Gibson enters the game for D. McDermott
0:35.0,R. Stuckey enters the game for S. Hill,,89-89,,
0:35.0,,,89-89,,K. Hinrich enters the game for T. Gibson
0:32.0,M. Ellis makes 2-pt shot from 2 ft,2,91-89,,
0:31.0,,,91-89,,Chicago full timeout
0:31.0,,,91-89,,D. McDermott enters the game for K. Hinrich
0:31.0,,,91-89,,N. Mirotic enters the game for T. Snell
0:31.0,S. Hill enters the game for R. Stuckey,,91-89,,
0:26.0,,,91-91,2,J. Butler makes 2-pt shot from 2 ft
0:25.0,Indiana full timeout,,91-91,,
0:25.0,,,91-91,,K. Hinrich enters the game for N. Mirotic
0:25.0,,,91-91,,T. Gibson enters the game for P. Gasol
0:25.0,,,91-91,,T. Snell enters the game for D. McDermott
0:25.0,R. Stuckey enters the game for G. Hill,,91-91,,
0:25.0,M. Turner enters the game for S. Hill,,91-91,,
0:01.0,M. Ellis misses 3-pt shot from 30 ft,,91-91,,
0:00.0,Offensive rebound by Team,,91-91,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:41.0,,,91-91,,Shooting foul by M. Turner (drawn by P. Gasol)
4:41.0,,,91-92,1,P. Gasol makes free throw 1 of 2
4:41.0,,,91-92,,P. Gasol misses free throw 2 of 2
4:40.0,Defensive rebound by M. Turner,,91-92,,
4:27.0,Turnover by M. Ellis (bad pass; steal by A. Brooks),,91-92,,
4:18.0,,,91-94,2,A. Brooks makes 2-pt shot from 11 ft
4:04.0,G. Hill misses 3-pt shot from 25 ft,,91-94,,
4:03.0,,,91-94,,Defensive rebound by J. Butler
3:41.0,,,91-96,2,J. Butler makes 2-pt shot from 2 ft
3:40.0,Indiana full timeout,,91-96,,
3:19.0,M. Turner misses 2-pt shot from 1 ft (block by T. Gibson),,91-96,,
3:16.0,,,91-96,,Defensive rebound by T. Gibson
2:59.0,Personal foul by M. Turner (drawn by P. Gasol),,91-96,,
2:46.0,,,91-96,,P. Gasol misses 2-pt shot from 4 ft
2:45.0,,,91-96,,Offensive rebound by T. Gibson
2:45.0,,,91-98,2,T. Gibson makes 2-pt shot at rim
2:34.0,L. Allen makes 2-pt shot from 19 ft (assist by M. Ellis),2,93-98,,
2:12.0,,,93-98,,Turnover by P. Gasol (lost ball; steal by G. Hill)
2:11.0,,,93-98,,Personal foul by J. Butler (drawn by G. Hill)
2:11.0,S. Hill enters the game for M. Turner,,93-98,,
1:59.0,P. George misses 3-pt shot from 25 ft,,93-98,,
1:59.0,Offensive rebound by Team,,93-98,,
1:49.0,L. Allen makes 2-pt shot from 7 ft (assist by S. Hill),2,95-98,,
1:31.0,,,95-98,,Turnover by J. Butler (bad pass; steal by L. Allen)
1:16.0,Turnover by L. Allen (bad pass; steal by T. Gibson),,95-98,,
0:59.0,,,95-100,2,A. Brooks makes 2-pt shot from 16 ft
0:59.0,Indiana full timeout,,95-100,,
0:44.0,Shooting foul by P. Gasol (drawn by S. Hill),,95-100,,
0:44.0,S. Hill makes free throw 1 of 2,1,96-100,,
0:44.0,S. Hill makes free throw 2 of 2,1,97-100,,
0:26.0,,,97-100,,Turnover by A. Brooks (bad pass)
0:06.0,M. Ellis misses 3-pt shot from 22 ft,,97-100,,
0:05.0,Offensive rebound by S. Hill,,97-100,,
0:04.0,M. Ellis makes 3-pt shot from 23 ft (assist by S. Hill),3,100-100,,
0:04.0,,,100-100,,Chicago full timeout
0:04.0,,,100-100,,D. McDermott enters the game for T. Gibson
0:04.0,,,100-100,,N. Mirotic enters the game for T. Snell
0:04.0,,,100-100,,Chicago full timeout
0:01.0,,,100-102,2,J. Butler makes 2-pt shot at rim (assist by P. Gasol)
0:01.0,Indiana full timeout,,100-102,,
0:01.0,,,100-102,,T. Gibson enters the game for N. Mirotic
0:01.0,,,100-102,,T. Snell enters the game for A. Brooks
0:01.0,,,100-102,,K. Hinrich enters the game for D. McDermott
0:01.0,C. Budinger enters the game for L. Allen,,100-102,,
0:01.0,R. Stuckey enters the game for S. Hill,,100-102,,
0:00.0,P. George misses 2-pt shot from 2 ft (block by J. Butler),,100-102,,
0:00.0,Offensive rebound by Team,,100-102,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
