time,San Antonio,pts.away,score,pts.home,Dallas
2:55.0,R. Butler misses 3-pt shot from 24 ft,,113-82,,
2:54.0,,,113-82,,Defensive rebound by C. Villanueva
2:43.0,,,113-82,,J. Anderson misses 3-pt shot from 23 ft
2:42.0,,,113-82,,Offensive rebound by D. Powell
2:36.0,,,113-84,2,J. Evans makes 2-pt shot at rim (assist by C. Villanueva)
2:07.0,R. McCallum makes 3-pt shot from 23 ft (assist by K. Anderson),3,116-84,,
1:54.0,,,116-84,,D. Powell misses 3-pt shot from 24 ft
1:53.0,,,116-84,,Offensive rebound by Team
1:48.0,,,116-84,,Shooting foul by R. Butler (drawn by S. Mejri)
1:48.0,,,116-85,1,S. Mejri makes free throw 1 of 2
1:48.0,,,116-85,,S. Mejri misses free throw 2 of 2
1:47.0,Defensive rebound by B. Marjanovic,,116-85,,
1:34.0,K. Anderson misses 2-pt shot from 19 ft,,116-85,,
1:33.0,Offensive rebound by R. McCallum,,116-85,,
1:17.0,B. Marjanovic misses 2-pt shot from 10 ft,,116-85,,
1:16.0,,,116-85,,Defensive rebound by J. Anderson
1:05.0,,,116-88,3,J. Anderson makes 3-pt shot from 24 ft (assist by D. Powell)
0:50.0,R. McCallum misses 2-pt shot from 21 ft,,116-88,,
0:49.0,,,116-88,,Defensive rebound by D. Powell
0:43.0,,,116-90,2,C. Villanueva makes 2-pt shot from 4 ft
0:23.0,J. Simmons misses 2-pt shot from 18 ft,,116-90,,
0:21.0,,,116-90,,Defensive rebound by D. Powell
0:12.0,,,116-90,,J. Anderson misses 2-pt shot from 1 ft
0:11.0,Defensive rebound by B. Marjanovic,,116-90,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
