time,Denver,pts.away,score,pts.home,Portland
5:41.0,D. Augustin misses free throw 1 of 1,,91-99,,
5:40.0,Offensive rebound by N. Jokic,,91-99,,
5:34.0,G. Harris misses 2-pt shot from 2 ft,,91-99,,
5:32.0,,,91-99,,Defensive rebound by L. Montero
5:10.0,,,91-99,,L. Montero misses 2-pt shot from 4 ft (block by J. Nurkic)
5:09.0,,,91-99,,Offensive rebound by E. Davis
5:09.0,,,91-99,,E. Davis misses 2-pt shot from 2 ft
5:09.0,,,91-99,,Offensive rebound by Team
5:09.0,,,91-99,,Turnover by Team (shot clock)
5:09.0,W. Barton enters the game for D. Augustin,,91-99,,
4:57.0,J. Nurkic misses 2-pt shot from 17 ft,,91-99,,
4:57.0,,,91-99,,Defensive rebound by N. Vonleh
4:39.0,,,91-99,,N. Vonleh misses 2-pt shot from 19 ft
4:38.0,Defensive rebound by J. Nurkic,,91-99,,
4:32.0,Turnover by E. Mudiay (lost ball; steal by N. Vonleh),,91-99,,
4:32.0,Personal foul by J. Nurkic,,91-99,,
4:12.0,,,91-99,,N. Vonleh misses 3-pt shot from 25 ft
4:11.0,Defensive rebound by N. Jokic,,91-99,,
4:00.0,G. Harris misses 3-pt shot from 25 ft,,91-99,,
4:00.0,Offensive rebound by N. Jokic,,91-99,,
4:00.0,Shooting foul by N. Vonleh (drawn by N. Jokic),,91-99,,
4:00.0,N. Jokic makes free throw 1 of 2,1,92-99,,
4:00.0,N. Jokic makes free throw 2 of 2,1,93-99,,
3:41.0,,,93-99,,B. Roberts misses 3-pt shot from 24 ft
3:40.0,,,93-99,,Offensive rebound by P. Connaughton
3:37.0,,,93-101,2,B. Roberts makes 2-pt shot from 1 ft (assist by P. Connaughton)
3:21.0,G. Harris misses 3-pt shot from 25 ft,,93-101,,
3:20.0,,,93-101,,Defensive rebound by E. Davis
3:04.0,,,93-101,,L. Montero misses 3-pt shot from 25 ft
3:03.0,Defensive rebound by N. Jokic,,93-101,,
2:52.0,G. Harris makes 3-pt shot from 22 ft (assist by N. Jokic),3,96-101,,
2:24.0,,,96-103,2,B. Roberts makes 2-pt shot from 15 ft
2:09.0,W. Barton misses 3-pt shot from 26 ft,,96-103,,
2:09.0,,,96-103,,Defensive rebound by Team
2:09.0,Official timeout,,96-103,,
1:47.0,,,96-105,2,B. Roberts makes 2-pt shot from 18 ft
1:35.0,E. Mudiay makes 2-pt shot from 19 ft,2,98-105,,
1:11.0,,,98-105,,B. Roberts misses 3-pt shot from 25 ft
1:11.0,,,98-105,,Offensive rebound by Team
1:11.0,,,98-105,,Turnover by Team (shot clock)
0:57.0,J. Nurkic misses 2-pt shot from 4 ft,,98-105,,
0:56.0,,,98-105,,Defensive rebound by E. Davis
0:37.0,,,98-107,2,E. Davis makes 2-pt shot from 2 ft (assist by B. Roberts)
0:36.0,Denver full timeout,,98-107,,
0:29.0,E. Mudiay misses 3-pt shot from 25 ft,,98-107,,
0:28.0,Offensive rebound by G. Harris,,98-107,,
0:26.0,G. Harris misses 2-pt shot from 4 ft,,98-107,,
0:25.0,Offensive rebound by J. Nurkic,,98-107,,
0:25.0,Shooting foul by N. Vonleh (drawn by J. Nurkic),,98-107,,
0:25.0,J. Nurkic makes free throw 1 of 2,1,99-107,,
0:25.0,J. Nurkic misses free throw 2 of 2,,99-107,,
0:24.0,,,99-107,,Defensive rebound by P. Connaughton
0:21.0,Personal take foul by E. Mudiay,,99-107,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
