time,Denver,pts.away,score,pts.home,Phoenix
1:57.0,R. Foye makes 3-pt shot from 24 ft,3,98-89,,
1:45.0,,,98-89,,B. Knight misses 2-pt shot from 6 ft (block by K. Faried)
1:45.0,Defensive rebound by W. Barton,,98-89,,
1:34.0,,,98-89,,Personal foul by R. Price (drawn by K. Faried)
1:32.0,,,98-89,,Personal foul by P. Tucker (drawn by K. Faried)
1:32.0,K. Faried misses free throw 1 of 2,,98-89,,
1:32.0,Offensive rebound by Team,,98-89,,
1:32.0,,,98-89,,M. Teletovic enters the game for P. Tucker
1:32.0,K. Faried makes free throw 2 of 2,1,99-89,,
1:21.0,,,99-92,3,M. Teletovic makes 3-pt shot from 29 ft (assist by B. Knight)
1:21.0,Denver full timeout,,99-92,,
1:21.0,K. Papanikolaou enters the game for K. Faried,,99-92,,
1:21.0,,,99-92,,P. Tucker enters the game for M. Teletovic
1:07.0,Turnover by W. Barton (lost ball; steal by P. Tucker),,99-92,,
1:00.0,,,99-92,,R. Price misses 3-pt shot from 25 ft
1:00.0,Defensive rebound by W. Barton,,99-92,,
0:43.0,R. Foye makes 2-pt shot from 2 ft,2,101-92,,
0:43.0,,,101-92,,Phoenix full timeout
0:43.0,,,101-92,,M. Teletovic enters the game for P. Tucker
0:36.0,,,101-92,,Turnover by B. Knight (bad pass; steal by K. Papanikolaou)
0:34.0,,,101-92,,Personal take foul by E. Bledsoe (drawn by K. Papanikolaou)
0:34.0,K. Papanikolaou makes free throw 1 of 2,1,102-92,,
0:34.0,K. Papanikolaou makes free throw 2 of 2,1,103-92,,
0:31.0,,,103-92,,Shooting foul by K. Papanikolaou (drawn by E. Bledsoe)
0:31.0,,,103-93,1,E. Bledsoe makes free throw 1 of 2
0:31.0,,,103-93,,P. Tucker enters the game for M. Teletovic
0:31.0,N. Jokic enters the game for K. Papanikolaou,,103-93,,
0:31.0,,,103-93,,E. Bledsoe misses free throw 2 of 2
0:31.0,,,103-93,,Offensive rebound by Team
0:31.0,Loose ball foul by N. Jokic (drawn by P. Tucker),,103-93,,
0:31.0,,,103-93,,P. Tucker misses free throw 1 of 2
0:31.0,,,103-93,,Offensive rebound by Team
0:31.0,,,103-94,1,P. Tucker makes free throw 2 of 2
0:17.0,Turnover by R. Foye (bad pass),,103-94,,
0:17.0,K. Papanikolaou enters the game for N. Jokic,,103-94,,
0:14.0,,,103-94,,R. Price misses 3-pt shot from 27 ft
0:12.0,,,103-94,,Offensive rebound by B. Knight
0:08.0,,,103-96,2,R. Price makes 2-pt shot from 1 ft
0:05.0,,,103-96,,Personal take foul by J. Leuer (drawn by K. Papanikolaou)
0:05.0,K. Papanikolaou makes free throw 1 of 2,1,104-96,,
0:05.0,K. Papanikolaou misses free throw 2 of 2,,104-96,,
0:05.0,,,104-96,,Defensive rebound by E. Bledsoe
0:00.0,End of 4th quarter,,,,End of 4th quarter
