time,New Orleans,pts.away,score,pts.home,Dallas
2:53.0,,,95-91,,Defensive rebound by J. Barea
2:35.0,,,95-93,2,Z. Pachulia makes 2-pt shot at rim (assist by D. Nowitzki)
2:20.0,A. Davis makes 2-pt shot at rim (assist by N. Cole),2,97-93,,
2:19.0,,,97-93,,Dallas full timeout
2:19.0,,,97-93,,C. Parsons enters the game for R. Felton
2:03.0,,,97-96,3,W. Matthews makes 3-pt shot from 23 ft (assist by Z. Pachulia)
1:49.0,Shooting foul by W. Matthews (drawn by R. Anderson),,97-96,,
1:49.0,R. Anderson makes free throw 1 of 2,1,98-96,,
1:49.0,R. Anderson makes free throw 2 of 2,1,99-96,,
1:27.0,,,99-96,,J. Barea misses 2-pt shot from 7 ft
1:25.0,Defensive rebound by A. Davis,,99-96,,
1:10.0,Shooting foul by Z. Pachulia (drawn by R. Anderson),,99-96,,
1:10.0,R. Anderson makes free throw 1 of 2,1,100-96,,
1:10.0,R. Anderson makes free throw 2 of 2,1,101-96,,
1:05.0,Violation by E. Gordon (kicked ball),,101-96,,
0:59.0,,,101-96,,J. Barea misses 2-pt shot from 17 ft
0:58.0,Defensive rebound by N. Cole,,101-96,,
0:50.0,New Orleans full timeout,,101-96,,
0:41.0,Offensive foul by N. Cole,,101-96,,
0:41.0,Turnover by N. Cole (offensive foul),,101-96,,
0:41.0,,,101-96,,Dallas full timeout
0:30.0,,,101-98,2,D. Nowitzki makes 2-pt shot from 13 ft
0:11.0,J. Holiday makes 2-pt shot from 2 ft,2,103-98,,
0:11.0,,,103-98,,Dallas full timeout
0:11.0,,,103-98,,C. Villanueva enters the game for Z. Pachulia
0:11.0,A. Gee enters the game for R. Anderson,,103-98,,
0:08.0,,,103-98,,W. Matthews misses 3-pt shot from 23 ft
0:07.0,Defensive rebound by N. Cole,,103-98,,
0:06.0,,,103-98,,Personal take foul by D. Nowitzki (drawn by N. Cole)
0:06.0,N. Cole makes free throw 1 of 2,1,104-98,,
0:06.0,N. Cole makes free throw 2 of 2,1,105-98,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
