time,LA Lakers,pts.away,score,pts.home,Houston
5:47.0,,,91-104,,Houston full timeout
5:47.0,L. Williams enters the game for M. Huertas,,91-104,,
5:47.0,,,91-105,1,T. Ariza makes free throw 1 of 2
5:47.0,,,91-106,1,T. Ariza makes free throw 2 of 2
5:19.0,L. Williams makes 2-pt shot from 21 ft (assist by J. Randle),2,93-106,,
5:06.0,,,93-109,3,D. Motiejunas makes 3-pt shot from 24 ft (assist by P. Beverley)
4:46.0,N. Young misses 3-pt shot from 22 ft,,93-109,,
4:45.0,,,93-109,,Defensive rebound by D. Howard
4:36.0,,,93-112,3,J. Harden makes 3-pt shot from 25 ft (assist by T. Ariza)
4:12.0,L. Williams misses 3-pt shot from 27 ft,,93-112,,
4:11.0,,,93-112,,Defensive rebound by J. Harden
4:03.0,,,93-115,3,P. Beverley makes 3-pt shot from 24 ft (assist by T. Ariza)
3:45.0,D. Russell misses 3-pt shot from 23 ft,,93-115,,
3:44.0,Offensive rebound by N. Young,,93-115,,
3:40.0,N. Young misses 2-pt shot from 15 ft,,93-115,,
3:40.0,,,93-115,,Defensive rebound by D. Howard
3:28.0,,,93-115,,J. Harden misses 3-pt shot from 25 ft
3:27.0,Defensive rebound by J. Randle,,93-115,,
3:21.0,J. Randle makes 2-pt shot at rim,2,95-115,,
2:54.0,,,95-117,2,P. Beverley makes 2-pt shot from 10 ft (assist by J. Harden)
2:45.0,,,95-117,,Personal take foul by T. Ariza
2:45.0,LA Lakers full timeout,,95-117,,
2:45.0,,,95-117,,C. Capela enters the game for T. Ariza
2:45.0,,,95-117,,K. McDaniels enters the game for D. Howard
2:45.0,,,95-117,,M. Thornton enters the game for J. Harden
2:45.0,,,95-117,,T. Lawson enters the game for P. Beverley
2:45.0,M. Huertas enters the game for L. Williams,,95-117,,
2:45.0,A. Brown enters the game for D. Russell,,95-117,,
2:36.0,Turnover by M. Huertas (bad pass; steal by D. Motiejunas),,95-117,,
2:30.0,,,95-117,,M. Thornton misses 3-pt shot from 24 ft
2:29.0,,,95-117,,Offensive rebound by C. Capela
2:27.0,,,95-119,2,C. Capela makes 2-pt shot from 3 ft
2:14.0,A. Brown misses 2-pt shot from 22 ft,,95-119,,
2:14.0,,,95-119,,Defensive rebound by Team
1:57.0,,,95-119,,Turnover by D. Motiejunas (bad pass)
1:38.0,A. Brown misses 3-pt shot from 23 ft,,95-119,,
1:38.0,,,95-119,,Defensive rebound by C. Capela
1:28.0,,,95-119,,C. Capela misses 2-pt shot from 1 ft
1:28.0,Defensive rebound by Team,,95-119,,
1:13.0,R. Sacre misses 2-pt shot from 6 ft,,95-119,,
1:12.0,,,95-119,,Defensive rebound by T. Lawson
1:08.0,,,95-121,2,K. McDaniels makes 2-pt shot at rim (assist by M. Thornton)
0:56.0,N. Young misses 3-pt shot from 27 ft,,95-121,,
0:55.0,Offensive rebound by J. Randle,,95-121,,
0:54.0,Shooting foul by C. Capela (drawn by J. Randle),,95-121,,
0:54.0,J. Randle makes free throw 1 of 2,1,96-121,,
0:54.0,J. Randle misses free throw 2 of 2,,96-121,,
0:54.0,,,96-121,,Defensive rebound by C. Capela
0:39.0,Personal foul by J. Randle (drawn by D. Motiejunas),,96-121,,
0:34.0,,,96-124,3,K. McDaniels makes 3-pt shot from 23 ft (assist by T. Lawson)
0:20.0,Shooting foul by D. Motiejunas (drawn by R. Sacre),,96-124,,
0:20.0,R. Sacre makes free throw 1 of 2,1,97-124,,
0:20.0,R. Sacre misses free throw 2 of 2,,97-124,,
0:20.0,,,97-124,,Defensive rebound by Team
0:20.0,Loose ball foul by J. Randle (drawn by D. Motiejunas),,97-124,,
0:20.0,,,97-125,1,D. Motiejunas makes free throw 1 of 2
0:20.0,,,97-126,1,D. Motiejunas makes free throw 2 of 2
0:01.0,J. Randle misses 3-pt shot from 25 ft,,97-126,,
0:00.0,,,97-126,,Defensive rebound by M. Thornton
0:00.0,End of 4th quarter,,,,End of 4th quarter
