time,Indiana,pts.away,score,pts.home,Brooklyn
5:06.0,,,102-106,2,B. Lopez makes 2-pt shot from 5 ft
4:43.0,M. Ellis misses 2-pt shot from 17 ft,,102-106,,
4:42.0,,,102-106,,Defensive rebound by D. Sloan
4:36.0,,,102-106,,M. Brown misses 2-pt shot from 19 ft
4:35.0,Defensive rebound by I. Mahinmi,,102-106,,
4:26.0,Shooting foul by B. Bogdanovic (drawn by I. Mahinmi),,102-106,,
4:26.0,I. Mahinmi misses free throw 1 of 2,,102-106,,
4:26.0,Offensive rebound by Team,,102-106,,
4:26.0,,,102-106,,S. Larkin enters the game for D. Sloan
4:26.0,M. Turner enters the game for L. Allen,,102-106,,
4:26.0,,,102-106,,S. Karasev enters the game for M. Brown
4:26.0,,,102-106,,T. Young enters the game for S. Kilpatrick
4:26.0,I. Mahinmi makes free throw 2 of 2,1,103-106,,
4:10.0,,,103-106,,B. Bogdanovic misses 3-pt shot from 24 ft
4:09.0,,,103-106,,Offensive rebound by B. Lopez
4:05.0,Personal foul by I. Mahinmi,,103-106,,
4:05.0,,,103-107,1,B. Lopez makes free throw 1 of 2
4:05.0,J. Hill enters the game for I. Mahinmi,,103-107,,
4:05.0,,,103-107,,B. Lopez misses free throw 2 of 2
4:04.0,Defensive rebound by J. Hill,,103-107,,
3:46.0,P. George makes 2-pt shot from 19 ft,2,105-107,,
3:21.0,,,105-109,2,B. Lopez makes 2-pt shot from 6 ft (assist by S. Karasev)
3:04.0,,,105-109,,Personal foul by B. Bogdanovic
3:04.0,P. George makes free throw 1 of 2,1,106-109,,
3:04.0,P. George misses free throw 2 of 2,,106-109,,
3:03.0,,,106-109,,Defensive rebound by S. Karasev
3:02.0,,,106-109,,Turnover by S. Karasev (lost ball; steal by P. George)
3:00.0,P. George misses 3-pt shot from 24 ft,,106-109,,
2:58.0,Offensive rebound by Team,,106-109,,
2:58.0,,,106-109,,Personal foul by S. Karasev
2:58.0,Official timeout,,106-109,,
2:58.0,J. Hill makes free throw 1 of 2,1,107-109,,
2:58.0,J. Hill makes free throw 2 of 2,1,108-109,,
2:46.0,,,108-111,2,B. Lopez makes 2-pt shot from 6 ft (assist by S. Larkin)
2:28.0,M. Turner misses 2-pt shot from 18 ft,,108-111,,
2:27.0,,,108-111,,Defensive rebound by S. Karasev
2:12.0,,,108-111,,Turnover by S. Larkin (bad pass)
2:00.0,,,108-111,,Personal foul by B. Bogdanovic
2:00.0,P. George makes free throw 1 of 2,1,109-111,,
2:00.0,I. Mahinmi enters the game for J. Hill,,109-111,,
2:00.0,P. George makes free throw 2 of 2,1,110-111,,
1:42.0,,,110-113,2,B. Lopez makes 2-pt shot from 8 ft
1:22.0,Turnover by P. George (lost ball; steal by S. Larkin),,110-113,,
1:08.0,,,110-113,,Turnover by T. Young (lost ball; steal by I. Mahinmi)
1:02.0,M. Ellis misses 3-pt shot from 24 ft,,110-113,,
1:01.0,,,110-113,,Defensive rebound by Team
1:01.0,,,110-113,,Brooklyn full timeout
0:39.0,,,110-116,3,B. Bogdanovic makes 3-pt shot from 26 ft (assist by B. Lopez)
0:39.0,Indiana full timeout,,110-116,,
0:39.0,,,110-116,,M. Brown enters the game for B. Bogdanovic
0:26.0,P. George misses 3-pt shot from 25 ft,,110-116,,
0:25.0,,,110-116,,Defensive rebound by Team
0:25.0,,,110-116,,B. Bogdanovic enters the game for M. Brown
0:25.0,S. Hill enters the game for M. Turner,,110-116,,
0:23.0,Personal take foul by M. Ellis,,110-116,,
0:23.0,,,110-117,1,S. Larkin makes free throw 1 of 2
0:23.0,,,110-117,,M. Brown enters the game for B. Bogdanovic
0:23.0,M. Turner enters the game for S. Hill,,110-117,,
0:23.0,,,110-118,1,S. Larkin makes free throw 2 of 2
0:23.0,Indiana full timeout,,110-118,,
0:23.0,C. Miles enters the game for I. Mahinmi,,110-118,,
0:23.0,,,110-118,,S. Kilpatrick enters the game for B. Lopez
0:21.0,P. George misses 3-pt shot from 25 ft,,110-118,,
0:20.0,,,110-118,,Defensive rebound by S. Karasev
0:18.0,Personal take foul by M. Turner,,110-118,,
0:18.0,,,110-119,1,S. Karasev makes free throw 1 of 2
0:18.0,,,110-120,1,S. Karasev makes free throw 2 of 2
0:10.0,C. Miles misses 3-pt shot from 24 ft,,110-120,,
0:09.0,,,110-120,,Defensive rebound by M. Brown
0:00.0,End of 4th quarter,,,,End of 4th quarter
