time,Oklahoma City,pts.away,score,pts.home,LA Clippers
1:35.0,,,93-95,,B. Griffin misses 2-pt shot from 19 ft
1:34.0,Defensive rebound by S. Adams,,93-95,,
1:28.0,R. Westbrook misses 2-pt shot at rim,,93-95,,
1:27.0,,,93-95,,Defensive rebound by D. Jordan
1:11.0,Personal block foul by S. Adams (drawn by C. Paul),,93-95,,
1:01.0,,,93-95,,J. Redick misses 3-pt shot from 25 ft
1:00.0,Defensive rebound by S. Adams,,93-95,,
1:00.0,Oklahoma City full timeout,,93-95,,
0:49.0,R. Westbrook makes 3-pt shot from 25 ft (assist by K. Durant),3,96-95,,
0:38.0,,,96-97,2,B. Griffin makes 2-pt shot at rim (assist by C. Paul)
0:38.0,Oklahoma City full timeout,,96-97,,
0:29.0,R. Westbrook makes 2-pt shot from 11 ft,2,98-97,,
0:29.0,,,98-97,,LA Clippers full timeout
0:29.0,,,98-97,,W. Johnson enters the game for L. Mbah a Moute
0:29.0,,,98-97,,J. Crawford enters the game for D. Jordan
0:29.0,A. Roberson enters the game for S. Adams,,98-97,,
0:14.0,,,98-97,,Turnover by J. Redick (lost ball; steal by R. Westbrook)
0:14.0,,,98-97,,Loose ball foul by J. Redick (drawn by R. Westbrook)
0:14.0,,,98-97,,L. Stephenson enters the game for J. Redick
0:14.0,,,98-97,,L. Mbah a Moute enters the game for J. Crawford
0:14.0,A. Morrow enters the game for A. Roberson,,98-97,,
0:12.0,Turnover by D. Waiters (bad pass; steal by C. Paul),,98-97,,
0:11.0,,,98-99,2,C. Paul makes 2-pt shot from 1 ft
0:11.0,Oklahoma City full timeout,,98-99,,
0:11.0,,,98-99,,D. Jordan enters the game for W. Johnson
0:06.0,K. Durant makes 2-pt shot from 18 ft,2,100-99,,
0:06.0,,,100-99,,LA Clippers full timeout
0:06.0,,,100-99,,J. Redick enters the game for L. Mbah a Moute
0:06.0,,,100-99,,J. Crawford enters the game for D. Jordan
0:06.0,,,100-99,,W. Johnson enters the game for L. Stephenson
0:06.0,A. Roberson enters the game for A. Morrow,,100-99,,
0:01.0,,,100-99,,C. Paul misses 2-pt shot from 18 ft (block by K. Durant)
0:00.0,,,100-99,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
