time,San Antonio,pts.away,score,pts.home,Denver
1:53.0,,,96-92,,Offensive rebound by Team
1:45.0,,,96-94,2,J. Nurkic makes 2-pt shot from 2 ft (assist by E. Mudiay)
1:25.0,A. Miller misses 2-pt shot from 17 ft,,96-94,,
1:24.0,,,96-94,,Defensive rebound by N. Jokic
1:14.0,,,96-94,,Shooting foul by D. West (drawn by N. Jokic)
1:14.0,,,96-95,1,N. Jokic makes free throw 1 of 2
1:14.0,K. Anderson enters the game for J. Simmons,,96-95,,
1:14.0,P. Mills enters the game for A. Miller,,96-95,,
1:14.0,,,96-96,1,N. Jokic makes free throw 2 of 2
1:01.0,,,96-96,,Personal block foul by G. Harris
1:01.0,K. Martin makes free throw 1 of 2,1,97-96,,
1:01.0,K. Martin makes free throw 2 of 2,1,98-96,,
0:46.0,,,98-96,,J. Nurkic misses 2-pt shot from 3 ft (block by D. West)
0:45.0,,,98-96,,Offensive rebound by J. Nurkic
0:44.0,Violation by D. West (def goaltending),,98-96,,
0:44.0,,,98-98,2,J. Nurkic makes 2-pt shot from 2 ft
0:30.0,Loose ball foul by K. Martin,,98-98,,
0:30.0,Turnover by K. Martin (offensive foul),,98-98,,
0:30.0,,,98-99,1,G. Harris makes free throw 1 of 2
0:30.0,,,98-100,1,G. Harris makes free throw 2 of 2
0:17.0,San Antonio full timeout,,98-100,,
0:17.0,,,98-100,,J. Sampson enters the game for W. Barton
0:13.0,Turnover by T. Duncan (lost ball; steal by G. Harris),,98-100,,
0:10.0,,,98-102,2,G. Harris makes 2-pt shot at rim
0:05.0,P. Mills misses 3-pt shot from 27 ft,,98-102,,
0:05.0,,,98-102,,Defensive rebound by J. Nurkic
0:00.0,End of 4th quarter,,,,End of 4th quarter
