time,Oklahoma City,pts.away,score,pts.home,Golden State
6:39.0,Defensive rebound by E. Kanter,,92-99,,
6:32.0,R. Westbrook misses 2-pt shot from 8 ft,,92-99,,
6:31.0,,,92-99,,Defensive rebound by Team
6:27.0,,,92-99,,Golden State full timeout
6:27.0,,,92-99,,H. Barnes enters the game for A. Iguodala
6:20.0,,,92-99,,S. Curry misses 2-pt shot from 3 ft
6:19.0,Defensive rebound by K. Durant,,92-99,,
6:11.0,K. Durant makes 3-pt shot from 27 ft,3,95-99,,
5:46.0,,,95-99,,Shooting foul by D. Waiters (drawn by S. Livingston)
5:46.0,,,95-100,1,S. Livingston makes free throw 1 of 2
5:46.0,,,95-100,,S. Livingston misses free throw 2 of 2
5:45.0,Defensive rebound by K. Durant,,95-100,,
5:25.0,R. Westbrook misses 3-pt shot from 25 ft,,95-100,,
5:24.0,Offensive rebound by R. Westbrook,,95-100,,
5:22.0,Shooting foul by D. Green (drawn by R. Westbrook),,95-100,,
5:22.0,R. Westbrook makes free throw 1 of 2,1,96-100,,
5:22.0,R. Westbrook makes free throw 2 of 2,1,97-100,,
5:08.0,,,97-103,3,H. Barnes makes 3-pt shot from 26 ft (assist by S. Livingston)
4:54.0,K. Durant makes 3-pt shot from 24 ft,3,100-103,,
4:40.0,,,100-103,,S. Curry misses 3-pt shot from 25 ft
4:39.0,Defensive rebound by S. Ibaka,,100-103,,
4:24.0,Shooting foul by H. Barnes (drawn by K. Durant),,100-103,,
4:24.0,K. Durant makes free throw 1 of 2,1,101-103,,
4:24.0,,,101-103,,A. Iguodala enters the game for S. Livingston
4:24.0,,,101-103,,Violation by D. Green (lane)
4:24.0,K. Durant makes free throw 2 of 2,1,102-103,,
4:10.0,,,102-103,,S. Curry misses 2-pt shot from 8 ft
4:10.0,,,102-103,,Offensive rebound by D. Green
4:10.0,,,102-103,,Shooting foul by S. Ibaka (drawn by D. Green)
4:10.0,,,102-104,1,D. Green makes free throw 1 of 2
4:10.0,,,102-104,,D. Green misses free throw 2 of 2
4:10.0,Defensive rebound by K. Durant,,102-104,,
3:58.0,R. Westbrook misses 2-pt shot from 1 ft,,102-104,,
3:57.0,Offensive rebound by E. Kanter,,102-104,,
3:54.0,Jump ball: H. Barnes vs. E. Kanter (D. Waiters gains possession),,,,Jump ball: H. Barnes vs. E. Kanter (D. Waiters gains possession)
3:36.0,E. Kanter makes 2-pt shot from 9 ft (assist by K. Durant),2,104-104,,
3:25.0,,,104-104,,Shooting foul by E. Kanter (drawn by D. Green)
3:25.0,,,104-104,,D. Green misses free throw 1 of 2
3:25.0,,,104-104,,Offensive rebound by Team
3:25.0,Oklahoma City full timeout,,104-104,,
3:25.0,,,104-105,1,D. Green makes free throw 2 of 2
3:09.0,R. Westbrook misses 2-pt shot from 7 ft,,104-105,,
3:09.0,,,104-105,,Defensive rebound by D. Green
2:56.0,,,104-105,,K. Thompson misses 3-pt shot from 25 ft
2:55.0,Defensive rebound by S. Ibaka,,104-105,,
2:48.0,K. Durant misses 3-pt shot from 28 ft,,104-105,,
2:47.0,,,104-105,,Defensive rebound by D. Green
2:24.0,,,104-107,2,S. Curry makes 2-pt shot from 1 ft (assist by D. Green)
1:59.0,K. Durant misses 3-pt shot from 25 ft,,104-107,,
1:59.0,,,104-107,,Defensive rebound by D. Green
1:40.0,,,104-110,3,K. Thompson makes 3-pt shot from 26 ft (assist by S. Curry)
1:40.0,Oklahoma City full timeout,,104-110,,
1:32.0,,,104-110,,Personal foul by K. Thompson (drawn by R. Westbrook)
1:32.0,R. Westbrook makes free throw 1 of 2,1,105-110,,
1:32.0,S. Adams enters the game for E. Kanter,,105-110,,
1:32.0,R. Westbrook makes free throw 2 of 2,1,106-110,,
1:20.0,,,106-110,,S. Curry misses 3-pt shot from 27 ft
1:18.0,,,106-110,,Offensive rebound by D. Green
0:54.0,,,106-112,2,S. Curry makes 2-pt shot from 2 ft (assist by D. Green)
0:51.0,,,106-112,,Personal block foul by D. Green (drawn by K. Durant)
0:51.0,K. Durant makes free throw 1 of 2,1,107-112,,
0:51.0,,,107-112,,Golden State full timeout
0:51.0,K. Durant makes free throw 2 of 2,1,108-112,,
0:34.0,,,108-114,2,S. Curry makes 2-pt shot from 17 ft
0:23.0,K. Durant misses 2-pt shot from 11 ft,,108-114,,
0:22.0,,,108-114,,Defensive rebound by S. Curry
0:17.0,,,108-116,2,A. Iguodala makes 2-pt shot at rim (assist by S. Curry)
0:10.0,R. Westbrook misses 3-pt shot from 26 ft,,108-116,,
0:10.0,,,108-116,,Defensive rebound by Team
0:08.0,Personal foul by R. Westbrook (drawn by S. Curry),,108-116,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
