time,New York,pts.away,score,pts.home,Cleveland
5:17.0,,,77-84,3,M. Williams makes 3-pt shot from 24 ft (assist by T. Thompson)
4:50.0,C. Anthony makes 2-pt shot from 3 ft,2,79-84,,
4:47.0,,,79-84,,Cleveland full timeout
4:47.0,L. Thomas enters the game for K. O'Quinn,,79-84,,
4:27.0,,,79-84,,L. James misses 2-pt shot from 10 ft
4:25.0,Defensive rebound by C. Anthony,,79-84,,
4:24.0,Turnover by C. Anthony (bad pass),,79-84,,
4:01.0,,,79-87,3,L. James makes 3-pt shot from 26 ft
3:44.0,C. Anthony misses 2-pt shot from 16 ft,,79-87,,
3:44.0,,,79-87,,Defensive rebound by T. Thompson
3:32.0,,,79-87,,L. James misses 2-pt shot from 15 ft
3:32.0,,,79-87,,Offensive rebound by Team
3:32.0,Loose ball foul by C. Anthony (drawn by T. Thompson),,79-87,,
3:32.0,,,79-88,1,T. Thompson makes free throw 1 of 2
3:32.0,K. Porzingis enters the game for L. Thomas,,79-88,,
3:32.0,,,79-89,1,T. Thompson makes free throw 2 of 2
3:12.0,C. Anthony misses 3-pt shot from 24 ft,,79-89,,
3:12.0,Offensive rebound by J. Calderon,,79-89,,
2:56.0,K. Porzingis misses 3-pt shot from 27 ft,,79-89,,
2:55.0,Offensive rebound by L. Galloway,,79-89,,
2:48.0,L. Galloway makes 3-pt shot from 23 ft,3,82-89,,
2:27.0,,,82-89,,M. Williams misses 2-pt shot from 18 ft
2:27.0,,,82-89,,Offensive rebound by T. Thompson
2:21.0,,,82-91,2,M. Dellavedova makes 2-pt shot from 11 ft
2:18.0,Turnover by R. Lopez (inbound),,82-91,,
2:05.0,,,82-93,2,L. James makes 2-pt shot at rim (assist by M. Williams)
2:05.0,New York full timeout,,82-93,,
1:54.0,C. Anthony misses 2-pt shot from 20 ft,,82-93,,
1:54.0,,,82-93,,Defensive rebound by T. Thompson
1:41.0,,,82-96,3,K. Love makes 3-pt shot from 25 ft (assist by L. James)
1:30.0,J. Calderon makes 2-pt shot from 15 ft,2,84-96,,
1:06.0,,,84-96,,L. James misses 3-pt shot from 25 ft
1:06.0,Defensive rebound by Team,,84-96,,
0:59.0,R. Lopez makes 2-pt shot from 1 ft (assist by J. Calderon),2,86-96,,
0:37.0,,,86-96,,L. James misses 2-pt shot from 5 ft (block by K. Porzingis)
0:37.0,Defensive rebound by Team,,86-96,,
0:37.0,,,86-96,,J. Cunningham enters the game for L. James
0:26.0,K. Porzingis misses 2-pt shot from 10 ft,,86-96,,
0:24.0,,,86-96,,Defensive rebound by T. Thompson
0:00.0,,,86-96,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
