time,Minnesota,pts.away,score,pts.home,Phoenix
5:21.0,Z. LaVine makes free throw 2 of 2,1,90-91,,
5:06.0,,,90-94,3,M. Teletovic makes 3-pt shot from 24 ft (assist by B. Knight)
4:52.0,S. Muhammad misses 2-pt shot from 2 ft,,90-94,,
4:49.0,,,90-94,,Defensive rebound by P. Tucker
4:41.0,,,90-94,,B. Knight misses 3-pt shot from 25 ft
4:39.0,Defensive rebound by S. Muhammad,,90-94,,
4:27.0,K. Towns makes 2-pt shot from 20 ft (assist by R. Rubio),2,92-94,,
4:11.0,,,92-94,,M. Teletovic misses 3-pt shot from 25 ft
4:09.0,Defensive rebound by Team,,92-94,,
4:01.0,Shooting foul by B. Knight (drawn by R. Rubio),,92-94,,
4:01.0,R. Rubio makes free throw 1 of 2,1,93-94,,
4:01.0,R. Rubio makes free throw 2 of 2,1,94-94,,
3:44.0,,,94-94,,D. Booker misses 2-pt shot from 3 ft
3:42.0,,,94-94,,Offensive rebound by T. Chandler
3:42.0,,,94-96,2,T. Chandler makes 2-pt shot at rim
3:34.0,Z. LaVine misses 2-pt shot from 1 ft,,94-96,,
3:32.0,,,94-96,,Defensive rebound by M. Teletovic
3:16.0,,,94-96,,B. Knight misses 3-pt shot from 23 ft
3:15.0,,,94-96,,Offensive rebound by M. Teletovic
3:12.0,Personal foul by Z. LaVine,,94-96,,
3:07.0,,,94-96,,Turnover by D. Booker (lost ball; steal by R. Rubio)
3:03.0,Offensive charge foul by S. Muhammad,,94-96,,
3:03.0,Turnover by S. Muhammad (offensive foul),,94-96,,
2:44.0,,,94-96,,D. Booker misses 3-pt shot from 24 ft
2:41.0,,,94-96,,Offensive rebound by T. Chandler
2:21.0,,,94-96,,B. Knight misses 2-pt shot from 2 ft
2:20.0,,,94-96,,Offensive rebound by T. Chandler
2:20.0,,,94-98,2,T. Chandler makes 2-pt shot at rim
2:20.0,Minnesota full timeout,,94-98,,
2:20.0,,,94-98,,Phoenix full timeout
2:11.0,,,94-98,,Shooting block foul by T. Chandler (drawn by K. Towns)
2:11.0,K. Towns misses free throw 1 of 2,,94-98,,
2:11.0,Offensive rebound by Team,,94-98,,
2:11.0,K. Towns makes free throw 2 of 2,1,95-98,,
2:00.0,,,95-98,,Turnover by M. Teletovic (bad pass)
1:48.0,Z. LaVine makes 3-pt shot from 24 ft (assist by R. Rubio),3,98-98,,
1:48.0,,,98-98,,Phoenix full timeout
1:36.0,,,98-101,3,M. Teletovic makes 3-pt shot from 25 ft (assist by D. Booker)
1:22.0,K. Towns misses 2-pt shot from 19 ft,,98-101,,
1:20.0,,,98-101,,Defensive rebound by B. Knight
1:04.0,,,98-101,,M. Teletovic misses 3-pt shot from 24 ft
1:02.0,Defensive rebound by Z. LaVine,,98-101,,
0:54.0,K. Towns misses 2-pt shot from 2 ft,,98-101,,
0:53.0,,,98-101,,Defensive rebound by P. Tucker
0:33.0,,,98-101,,B. Knight misses 3-pt shot from 24 ft
0:32.0,Defensive rebound by Team,,98-101,,
0:32.0,,,98-101,,Loose ball foul by T. Chandler
0:32.0,,,98-101,,A. Len enters the game for T. Chandler
0:32.0,K. Towns makes free throw 1 of 2,1,99-101,,
0:32.0,T. Prince enters the game for S. Muhammad,,99-101,,
0:32.0,K. Towns makes free throw 2 of 2,1,100-101,,
0:16.0,,,100-101,,Turnover by D. Booker (lost ball; steal by R. Rubio)
0:13.0,,,100-101,,Personal foul by D. Booker
0:13.0,R. Rubio makes free throw 1 of 2,1,101-101,,
0:13.0,R. Rubio makes free throw 2 of 2,1,102-101,,
0:13.0,,,102-101,,Phoenix full timeout
0:09.0,,,102-103,2,D. Booker makes 2-pt shot from 12 ft
0:09.0,,,102-103,,Shooting foul by Z. LaVine (drawn by D. Booker)
0:09.0,,,102-104,1,D. Booker makes free throw 1 of 1
0:09.0,Minnesota full timeout,,102-104,,
0:09.0,S. Muhammad enters the game for T. Prince,,102-104,,
0:05.0,A. Wiggins makes 2-pt shot from 1 ft,2,104-104,,
0:05.0,,,104-104,,Phoenix full timeout
0:05.0,T. Prince enters the game for S. Muhammad,,104-104,,
0:01.0,,,104-107,3,M. Teletovic makes 3-pt shot from 26 ft
0:01.0,Minnesota full timeout,,104-107,,
0:01.0,S. Muhammad enters the game for T. Prince,,104-107,,
0:00.0,S. Muhammad misses 3-pt shot from 22 ft,,104-107,,
0:00.0,Offensive rebound by Team,,104-107,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
