time,Oklahoma City,pts.away,score,pts.home,LA Lakers
5:04.0,,,107-76,2,R. Kelly makes 2-pt shot from 1 ft (assist by M. Huertas)
4:51.0,K. Singler misses 2-pt shot from 9 ft,,107-76,,
4:51.0,Offensive rebound by Team,,107-76,,
4:51.0,,,107-76,,Loose ball foul by R. Sacre (drawn by E. Kanter)
4:40.0,C. Payne misses 3-pt shot from 25 ft,,107-76,,
4:40.0,Offensive rebound by E. Kanter,,107-76,,
4:37.0,E. Kanter makes 2-pt shot at rim,2,109-76,,
4:17.0,,,109-76,,D. Russell misses 3-pt shot from 24 ft
4:16.0,Defensive rebound by C. Payne,,109-76,,
4:02.0,A. Morrow makes 3-pt shot from 24 ft (assist by C. Payne),3,112-76,,
3:51.0,,,112-76,,M. Huertas misses 2-pt shot from 17 ft
3:50.0,,,112-76,,Offensive rebound by R. Sacre
3:45.0,,,112-76,,D. Russell misses 3-pt shot from 24 ft
3:43.0,Defensive rebound by K. Singler,,112-76,,
3:35.0,C. Payne makes 2-pt shot from 10 ft,2,114-76,,
3:09.0,,,114-79,3,D. Russell makes 3-pt shot from 24 ft
2:43.0,C. Payne misses 3-pt shot from 35 ft,,114-79,,
2:43.0,Offensive rebound by Team,,114-79,,
2:43.0,Turnover by Team (shot clock),,114-79,,
2:43.0,Oklahoma City full timeout,,114-79,,
2:24.0,,,114-81,2,R. Sacre makes 2-pt shot at rim (assist by M. Huertas)
2:01.0,A. Morrow misses 2-pt shot from 1 ft,,114-81,,
1:58.0,Offensive rebound by E. Kanter,,114-81,,
1:58.0,E. Kanter makes 2-pt shot at rim,2,116-81,,
1:45.0,,,116-83,2,R. Kelly makes 2-pt shot from 13 ft (assist by D. Russell)
1:26.0,A. Morrow misses 2-pt shot from 6 ft,,116-83,,
1:25.0,Offensive rebound by K. Singler,,116-83,,
1:22.0,K. Singler misses 2-pt shot from 2 ft (block by R. Kelly),,116-83,,
1:21.0,,,116-83,,Defensive rebound by R. Kelly
1:19.0,,,116-85,2,A. Brown makes 2-pt shot from 1 ft (assist by M. Huertas)
1:03.0,S. Novak makes 2-pt shot from 14 ft,2,118-85,,
0:51.0,,,118-85,,Turnover by M. Huertas (bad pass; steal by C. Payne)
0:46.0,K. Singler makes 2-pt shot from 2 ft,2,120-85,,
0:32.0,,,120-85,,A. Brown misses 3-pt shot from 24 ft
0:30.0,Defensive rebound by E. Kanter,,120-85,,
0:06.0,Turnover by Team (shot clock),,120-85,,
0:01.0,,,120-85,,A. Brown misses 3-pt shot from 24 ft
0:00.0,,,120-85,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
