time,Brooklyn,pts.away,score,pts.home,Orlando
6:04.0,,,91-122,,Defensive rebound by A. Nicholson
5:56.0,,,91-122,,C. Watson misses 2-pt shot from 22 ft
5:55.0,,,91-122,,Offensive rebound by Team
5:54.0,,,91-122,,Orlando full timeout
5:54.0,,,91-122,,S. Napier enters the game for B. Jennings
5:46.0,,,91-122,,D. Marble misses 3-pt shot from 24 ft
5:45.0,,,91-122,,Offensive rebound by M. Hezonja
5:40.0,,,91-124,2,D. Marble makes 2-pt shot from 6 ft
5:22.0,H. Sims makes 2-pt shot from 2 ft (assist by S. Larkin),2,93-124,,
4:58.0,,,93-126,2,D. Marble makes 2-pt shot from 20 ft
4:40.0,Shooting foul by C. Watson (drawn by H. Sims),,93-126,,
4:40.0,H. Sims makes free throw 1 of 2,1,94-126,,
4:40.0,H. Sims makes free throw 2 of 2,1,95-126,,
4:24.0,,,95-126,,S. Napier misses 3-pt shot from 25 ft
4:23.0,Defensive rebound by T. Robinson,,95-126,,
4:13.0,Turnover by S. Larkin (lost ball; steal by M. Hezonja),,95-126,,
4:10.0,,,95-126,,Turnover by M. Hezonja (bad pass)
4:10.0,Brooklyn full timeout,,95-126,,
4:09.0,Turnover by T. Robinson (bad pass),,95-126,,
3:59.0,,,95-126,,C. Watson misses 2-pt shot from 18 ft
3:58.0,Defensive rebound by M. Brown,,95-126,,
3:45.0,H. Sims misses 2-pt shot from 16 ft,,95-126,,
3:44.0,,,95-126,,Defensive rebound by M. Hezonja
3:29.0,,,95-128,2,A. Nicholson makes 2-pt shot from 14 ft
3:13.0,W. Ellington makes 2-pt shot from 15 ft,2,97-128,,
2:58.0,,,97-131,3,M. Hezonja makes 3-pt shot from 24 ft (assist by A. Nicholson)
2:38.0,M. Brown misses 2-pt shot from 2 ft,,97-131,,
2:37.0,,,97-131,,Defensive rebound by C. Watson
2:31.0,,,97-134,3,S. Napier makes 3-pt shot from 26 ft (assist by D. Marble)
2:31.0,Brooklyn full timeout,,97-134,,
2:31.0,W. Reed enters the game for H. Sims,,97-134,,
2:31.0,S. Karasev enters the game for M. Brown,,97-134,,
2:13.0,W. Reed makes 2-pt shot from 2 ft (assist by S. Larkin),2,99-134,,
1:57.0,,,99-134,,M. Hezonja misses 3-pt shot from 26 ft
1:56.0,Defensive rebound by S. Larkin,,99-134,,
1:49.0,,,99-134,,Personal foul by M. Hezonja
1:49.0,S. Karasev makes free throw 1 of 2,1,100-134,,
1:49.0,S. Karasev makes free throw 2 of 2,1,101-134,,
1:33.0,,,101-136,2,A. Nicholson makes 2-pt shot from 2 ft
1:16.0,T. Robinson makes 2-pt shot from 2 ft,2,103-136,,
1:16.0,Shooting foul by M. Hezonja (drawn by T. Robinson),,103-136,,
1:16.0,T. Robinson misses free throw 1 of 1,,103-136,,
1:15.0,,,103-136,,Defensive rebound by S. Napier
0:56.0,,,103-139,3,S. Napier makes 3-pt shot from 25 ft (assist by M. Hezonja)
0:42.0,T. Robinson makes 2-pt shot from 2 ft,2,105-139,,
0:31.0,Personal foul by T. Robinson,,105-139,,
0:24.0,,,105-139,,Shooting foul by W. Ellington (drawn by D. Marble)
0:24.0,,,105-139,,D. Marble misses free throw 1 of 2
0:24.0,,,105-139,,Offensive rebound by Team
0:24.0,,,105-139,,D. Marble misses free throw 2 of 2
0:24.0,Defensive rebound by T. Robinson,,105-139,,
0:14.0,W. Ellington misses 3-pt shot from 24 ft,,105-139,,
0:13.0,,,105-139,,Defensive rebound by S. Napier
0:00.0,End of 4th quarter,,,,End of 4th quarter
