time,Golden State,pts.away,score,pts.home,LA Clippers
3:23.0,,,110-96,,Shooting foul by D. Green (drawn by J. Redick)
3:23.0,,,110-97,1,J. Redick makes free throw 1 of 3
3:23.0,,,110-98,1,J. Redick makes free throw 2 of 3
3:23.0,,,110-99,1,J. Redick makes free throw 3 of 3
3:02.0,A. Iguodala misses 3-pt shot from 28 ft,,110-99,,
3:00.0,Offensive rebound by D. Green,,110-99,,
2:57.0,S. Curry makes 3-pt shot from 25 ft (assist by D. Green),3,113-99,,
2:40.0,,,113-99,,J. Crawford misses 2-pt shot from 9 ft
2:38.0,Defensive rebound by K. Thompson,,113-99,,
2:33.0,S. Curry misses 3-pt shot from 26 ft,,113-99,,
2:27.0,Offensive rebound by A. Iguodala,,113-99,,
2:27.0,A. Iguodala makes 2-pt shot at rim,2,115-99,,
2:12.0,,,115-99,,C. Wilcox misses 3-pt shot from 25 ft
2:10.0,Defensive rebound by K. Thompson,,115-99,,
1:54.0,S. Curry misses 3-pt shot from 26 ft,,115-99,,
1:53.0,,,115-99,,Defensive rebound by J. Crawford
1:39.0,,,115-102,3,C. Wilcox makes 3-pt shot from 24 ft (assist by P. Pierce)
1:39.0,Golden State full timeout,,115-102,,
1:39.0,B. Rush enters the game for D. Green,,115-102,,
1:39.0,I. Clark enters the game for K. Thompson,,115-102,,
1:39.0,L. Barbosa enters the game for S. Curry,,115-102,,
1:39.0,K. Looney enters the game for A. Iguodala,,115-102,,
1:39.0,,,115-102,,P. Prigioni enters the game for P. Pierce
1:39.0,,,115-102,,J. Green enters the game for D. Jordan
1:39.0,,,115-102,,W. Johnson enters the game for J. Redick
1:39.0,,,115-102,,A. Stepheson enters the game for J. Crawford
1:39.0,J. Thompson enters the game for H. Barnes,,115-102,,
1:16.0,B. Rush misses 2-pt shot from 12 ft,,115-102,,
1:13.0,,,115-102,,Defensive rebound by W. Johnson
1:00.0,,,115-102,,Shooting foul by K. Looney (drawn by J. Green)
1:00.0,,,115-102,,J. Green misses free throw 1 of 2
1:00.0,,,115-102,,Offensive rebound by Team
1:00.0,,,115-103,1,J. Green makes free throw 2 of 2
0:42.0,B. Rush misses 3-pt shot from 24 ft,,115-103,,
0:40.0,,,115-103,,Defensive rebound by A. Stepheson
0:35.0,,,115-106,3,C. Wilcox makes 3-pt shot from 28 ft
0:33.0,Turnover by B. Rush (bad pass; steal by P. Prigioni),,115-106,,
0:29.0,,,115-106,,P. Prigioni misses 2-pt shot from 2 ft
0:28.0,,,115-106,,Offensive rebound by P. Prigioni
0:26.0,,,115-106,,W. Johnson misses 3-pt shot from 27 ft
0:24.0,,,115-106,,Offensive rebound by W. Johnson
0:23.0,,,115-109,3,P. Prigioni makes 3-pt shot from 29 ft (assist by W. Johnson)
0:11.0,Turnover by I. Clark (lost ball; steal by W. Johnson),,115-109,,
0:05.0,,,115-112,3,P. Prigioni makes 3-pt shot from 29 ft (assist by W. Johnson)
0:05.0,Golden State full timeout,,115-112,,
0:05.0,K. Thompson enters the game for B. Rush,,115-112,,
0:05.0,D. Green enters the game for L. Barbosa,,115-112,,
0:05.0,S. Curry enters the game for I. Clark,,115-112,,
0:05.0,H. Barnes enters the game for K. Looney,,115-112,,
0:05.0,A. Iguodala enters the game for J. Thompson,,115-112,,
0:05.0,,,115-112,,Personal take foul by C. Wilcox (drawn by S. Curry)
0:03.0,Turnover by A. Iguodala (bad pass; steal by C. Wilcox),,115-112,,
0:02.0,,,115-112,,C. Wilcox misses 3-pt shot from 25 ft
0:00.0,,,115-112,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
