time,Dallas,pts.away,score,pts.home,Sacramento
3:02.0,Defensive rebound by D. Powell,,105-126,,
2:48.0,,,105-126,,Personal foul by B. McLemore
2:48.0,,,105-126,,Sacramento full timeout
2:48.0,S. Mejri misses free throw 1 of 2,,105-126,,
2:48.0,Offensive rebound by Team,,105-126,,
2:48.0,S. Mejri misses free throw 2 of 2,,105-126,,
2:46.0,Offensive rebound by D. Powell,,105-126,,
2:33.0,J. Anderson misses 3-pt shot from 25 ft,,105-126,,
2:32.0,,,105-126,,Defensive rebound by Q. Acy
2:20.0,,,105-126,,W. Cauley-Stein misses 2-pt shot from 3 ft (block by S. Mejri)
2:18.0,Defensive rebound by C. Villanueva,,105-126,,
2:11.0,Turnover by J. Anderson (lost ball; steal by Q. Acy),,105-126,,
1:57.0,,,105-126,,B. McLemore misses 3-pt shot from 24 ft
1:56.0,Defensive rebound by D. Powell,,105-126,,
1:48.0,J. Anderson makes 2-pt shot from 15 ft,2,107-126,,
1:34.0,,,107-128,2,W. Cauley-Stein makes 2-pt shot from 10 ft (assist by J. Anderson)
1:21.0,C. Villanueva misses 2-pt shot from 6 ft,,107-128,,
1:20.0,Offensive rebound by J. McGee,,107-128,,
1:20.0,J. McGee makes 2-pt shot from 1 ft,2,109-128,,
1:20.0,J. McGee misses 2-pt shot from 1 ft,,109-128,,
1:20.0,Offensive rebound by J. McGee,,109-128,,
1:13.0,,,109-130,2,W. Cauley-Stein makes 2-pt shot from 3 ft (assist by S. Curry)
1:13.0,,,109-130,,Shooting foul by S. Mejri (drawn by W. Cauley-Stein)
1:13.0,,,109-131,1,W. Cauley-Stein makes free throw 1 of 1
1:02.0,D. Powell makes 2-pt shot from 2 ft,2,111-131,,
0:43.0,,,111-131,,S. Curry misses 2-pt shot from 6 ft (block by D. Powell)
0:42.0,,,111-131,,Offensive rebound by W. Cauley-Stein
0:41.0,,,111-131,,W. Cauley-Stein misses 2-pt shot from 7 ft
0:40.0,,,111-131,,Offensive rebound by W. Cauley-Stein
0:30.0,,,111-133,2,Q. Acy makes 2-pt shot from 16 ft
0:25.0,J. Anderson misses 3-pt shot from 26 ft,,111-133,,
0:23.0,Offensive rebound by C. Villanueva,,111-133,,
0:23.0,C. Villanueva misses 2-pt shot from 2 ft,,111-133,,
0:21.0,,,111-133,,Defensive rebound by W. Cauley-Stein
0:00.0,End of 4th quarter,,,,End of 4th quarter
