time,Minnesota,pts.away,score,pts.home,Dallas
1:56.0,,,89-87,,Turnover by Z. Pachulia (lost ball)
1:38.0,K. Towns misses 2-pt shot from 18 ft,,89-87,,
1:37.0,,,89-87,,Defensive rebound by D. Williams
1:25.0,,,89-89,2,W. Matthews makes 2-pt shot from 2 ft
1:04.0,R. Rubio misses 2-pt shot from 17 ft,,89-89,,
1:03.0,,,89-89,,Defensive rebound by W. Matthews
0:49.0,,,89-89,,W. Matthews misses 3-pt shot from 24 ft
0:48.0,Defensive rebound by K. Towns,,89-89,,
0:43.0,Minnesota full timeout,,89-89,,
0:37.0,,,89-89,,Personal foul by Z. Pachulia (drawn by A. Wiggins)
0:28.0,S. Muhammad misses 3-pt shot from 24 ft,,89-89,,
0:27.0,,,89-89,,Defensive rebound by D. Williams
0:04.0,,,89-89,,W. Matthews misses 3-pt shot from 22 ft
0:03.0,Defensive rebound by S. Muhammad,,89-89,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:48.0,,,89-91,2,D. Williams makes 2-pt shot from 13 ft (assist by W. Matthews)
4:26.0,R. Rubio misses 2-pt shot from 19 ft,,89-91,,
4:25.0,,,89-91,,Defensive rebound by C. Parsons
4:02.0,,,89-91,,D. Williams misses 2-pt shot from 16 ft
4:01.0,Defensive rebound by A. Wiggins,,89-91,,
3:55.0,A. Wiggins misses 2-pt shot from 1 ft,,89-91,,
3:54.0,,,89-91,,Defensive rebound by D. Williams
3:46.0,,,89-93,2,C. Parsons makes 2-pt shot from 4 ft (assist by W. Matthews)
3:45.0,Minnesota full timeout,,89-93,,
3:35.0,K. Towns makes 2-pt shot from 18 ft (assist by R. Rubio),2,91-93,,
3:16.0,,,91-95,2,C. Parsons makes 2-pt shot from 10 ft
3:04.0,S. Muhammad misses 3-pt shot from 22 ft,,91-95,,
3:03.0,Offensive rebound by S. Muhammad,,91-95,,
3:00.0,S. Muhammad makes 2-pt shot from 4 ft,2,93-95,,
2:36.0,,,93-98,3,C. Parsons makes 3-pt shot from 24 ft
2:22.0,Turnover by S. Muhammad (lost ball),,93-98,,
2:04.0,,,93-98,,Turnover by Z. Pachulia (lost ball; steal by K. Towns)
2:01.0,Turnover by A. Wiggins (offensive foul),,93-98,,
2:01.0,Offensive charge foul by A. Wiggins,,93-98,,
1:39.0,,,93-98,,C. Parsons misses 2-pt shot from 5 ft
1:38.0,Defensive rebound by T. Prince,,93-98,,
1:29.0,S. Muhammad misses 2-pt shot from 10 ft,,93-98,,
1:28.0,,,93-98,,Defensive rebound by D. Harris
1:24.0,,,93-100,2,D. Harris makes 2-pt shot at rim
1:24.0,,,93-100,,Shooting foul by T. Prince (drawn by D. Harris)
1:24.0,,,93-101,1,D. Harris makes free throw 1 of 1
1:24.0,Minnesota full timeout,,93-101,,
1:14.0,K. Towns misses 2-pt shot from 7 ft,,93-101,,
1:13.0,Offensive rebound by S. Muhammad,,93-101,,
1:09.0,S. Muhammad misses 2-pt shot from 6 ft,,93-101,,
1:08.0,,,93-101,,Defensive rebound by C. Parsons
0:47.0,,,93-104,3,W. Matthews makes 3-pt shot from 24 ft (assist by C. Parsons)
0:42.0,Shooting foul by W. Matthews (drawn by A. Wiggins),,93-104,,
0:42.0,A. Wiggins makes free throw 1 of 2,1,94-104,,
0:42.0,A. Wiggins misses free throw 2 of 2,,94-104,,
0:41.0,,,94-104,,Defensive rebound by Z. Pachulia
0:40.0,Personal foul by K. Towns (drawn by Z. Pachulia),,94-104,,
0:40.0,Z. LaVine enters the game for A. Wiggins,,94-104,,
0:40.0,,,94-105,1,Z. Pachulia makes free throw 1 of 2
0:40.0,G. Dieng enters the game for T. Prince,,94-105,,
0:40.0,D. Rudez enters the game for K. Towns,,94-105,,
0:40.0,N. Bjelica enters the game for R. Rubio,,94-105,,
0:40.0,,,94-106,1,Z. Pachulia makes free throw 2 of 2
0:32.0,G. Dieng misses 2-pt shot from 20 ft,,94-106,,
0:30.0,,,94-106,,Defensive rebound by W. Matthews
0:07.0,,,94-106,,Turnover by Team (shot clock)
0:07.0,,,94-106,,J. Anderson enters the game for C. Parsons
0:07.0,,,94-106,,C. Villanueva enters the game for Z. Pachulia
0:07.0,,,94-106,,J. McGee enters the game for W. Matthews
0:07.0,,,94-106,,J. Barea enters the game for D. Williams
0:07.0,,,94-106,,D. Powell enters the game for D. Harris
0:00.0,End of 1st overtime,,,,End of 1st overtime
