time,Toronto,pts.away,score,pts.home,Indiana
3:19.0,N. Powell enters the game for C. Joseph,,74-93,,
3:19.0,T. Ross enters the game for P. Patterson,,74-93,,
3:19.0,,,74-93,,M. Turner enters the game for I. Mahinmi
3:08.0,D. Wright misses 2-pt shot from 1 ft,,74-93,,
3:07.0,Offensive rebound by J. Thompson,,74-93,,
3:07.0,J. Thompson makes 2-pt shot at rim,2,76-93,,
2:46.0,,,76-95,2,P. George makes 2-pt shot from 4 ft
2:31.0,,,76-95,,Personal foul by M. Ellis
2:31.0,N. Powell makes free throw 1 of 2,1,77-95,,
2:31.0,,,77-95,,L. Allen enters the game for P. George
2:31.0,,,77-95,,J. Hill enters the game for M. Turner
2:31.0,,,77-95,,G. Robinson enters the game for M. Ellis
2:31.0,,,77-95,,J. Young enters the game for G. Hill
2:31.0,N. Powell makes free throw 2 of 2,1,78-95,,
2:14.0,,,78-95,,J. Young misses 3-pt shot from 25 ft
2:13.0,,,78-95,,Offensive rebound by J. Hill
2:09.0,,,78-97,2,G. Robinson makes 2-pt shot from 1 ft (assist by J. Hill)
1:50.0,D. Wright misses 2-pt shot from 1 ft,,78-97,,
1:49.0,Offensive rebound by D. Wright,,78-97,,
1:49.0,D. Wright misses 2-pt shot from 1 ft,,78-97,,
1:49.0,,,78-97,,Defensive rebound by J. Hill
1:28.0,,,78-97,,J. Young misses 2-pt shot from 19 ft
1:27.0,,,78-97,,Offensive rebound by J. Hill
1:24.0,,,78-99,2,G. Robinson makes 2-pt shot from 2 ft (assist by J. Hill)
1:24.0,,,78-99,,Shooting foul by D. Wright (drawn by G. Robinson)
1:24.0,,,78-100,1,G. Robinson makes free throw 1 of 1
1:07.0,T. Ross misses 2-pt shot from 2 ft (block by G. Robinson),,78-100,,
1:07.0,Offensive rebound by Team,,78-100,,
1:05.0,N. Powell misses 2-pt shot from 19 ft,,78-100,,
1:03.0,,,78-100,,Defensive rebound by J. Hill
0:58.0,,,78-100,,Turnover by J. Young (lost ball; steal by T. Ross)
0:52.0,N. Powell makes 3-pt shot from 24 ft (assist by J. Johnson),3,81-100,,
0:33.0,,,81-100,,J. Hill misses 2-pt shot from 13 ft
0:32.0,Defensive rebound by N. Powell,,81-100,,
0:26.0,,,81-100,,Personal block foul by J. Young
0:26.0,J. Johnson makes free throw 1 of 2,1,82-100,,
0:26.0,J. Johnson makes free throw 2 of 2,1,83-100,,
0:02.0,,,83-100,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
