time,Washington,pts.away,score,pts.home,Chicago
3:30.0,,,107-91,,C. Bairstow misses 2-pt shot from 5 ft
3:30.0,Defensive rebound by Team,,107-91,,
3:30.0,,,107-91,,Loose ball foul by B. Portis (drawn by J. Dudley)
3:08.0,J. Dudley misses 2-pt shot from 18 ft,,107-91,,
3:06.0,,,107-91,,Defensive rebound by E. Moore
3:00.0,Personal foul by D. Gooden (drawn by B. Portis),,107-91,,
3:00.0,,,107-92,1,B. Portis makes free throw 1 of 2
3:00.0,N. Hilario enters the game for D. Gooden,,107-92,,
3:00.0,,,107-93,1,B. Portis makes free throw 2 of 2
2:49.0,N. Hilario makes 2-pt shot from 1 ft (assist by J. Wall),2,109-93,,
2:39.0,Personal foul by G. Temple (drawn by D. McDermott),,109-93,,
2:39.0,,,109-94,1,D. McDermott makes free throw 1 of 2
2:39.0,,,109-95,1,D. McDermott makes free throw 2 of 2
2:27.0,R. Sessions makes 2-pt shot from 2 ft (assist by N. Hilario),2,111-95,,
2:27.0,Shooting foul by C. Bairstow (drawn by R. Sessions),,111-95,,
2:27.0,R. Sessions makes free throw 1 of 1,1,112-95,,
2:20.0,Personal foul by J. Wall (drawn by B. Portis),,112-95,,
2:20.0,,,112-96,1,B. Portis makes free throw 1 of 2
2:20.0,G. Neal enters the game for J. Wall,,112-96,,
2:20.0,,,112-97,1,B. Portis makes free throw 2 of 2
2:01.0,G. Temple misses 2-pt shot from 2 ft (block by B. Portis),,112-97,,
2:00.0,,,112-97,,Defensive rebound by E. Moore
1:45.0,,,112-97,,Turnover by B. Portis (lost ball; steal by G. Neal)
1:24.0,K. Oubre enters the game for J. Dudley,,112-97,,
1:24.0,D. Blair enters the game for N. Hilario,,112-97,,
1:24.0,J. Eddie enters the game for G. Temple,,112-97,,
1:19.0,K. Oubre misses 2-pt shot from 1 ft,,112-97,,
1:18.0,,,112-97,,Defensive rebound by C. Bairstow
1:11.0,,,112-100,3,E. Moore makes 3-pt shot from 25 ft
1:05.0,,,112-100,,Personal foul by E. Moore (drawn by R. Sessions)
0:51.0,R. Sessions misses 3-pt shot from 24 ft,,112-100,,
0:51.0,,,112-100,,Defensive rebound by Team
0:47.0,,,112-100,,E. Moore misses 3-pt shot from 25 ft
0:45.0,Defensive rebound by K. Oubre,,112-100,,
0:40.0,K. Oubre misses 2-pt shot from 1 ft (block by D. McDermott),,112-100,,
0:37.0,Offensive rebound by K. Oubre,,112-100,,
0:37.0,K. Oubre misses 2-pt shot from 1 ft,,112-100,,
0:35.0,Offensive rebound by G. Neal,,112-100,,
0:17.0,D. Blair makes 2-pt shot from 16 ft (assist by G. Neal),2,114-100,,
0:08.0,,,114-100,,C. Bairstow misses 2-pt shot from 9 ft
0:07.0,Defensive rebound by D. Blair,,114-100,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
