time,Golden State,pts.away,score,pts.home,LA Lakers
3:50.0,M. Speights misses 3-pt shot from 27 ft,,101-74,,
3:49.0,,,101-74,,Defensive rebound by R. Kelly
3:41.0,,,101-77,3,R. Kelly makes 3-pt shot from 23 ft (assist by M. Huertas)
3:35.0,Golden State full timeout,,101-77,,
3:35.0,H. Barnes enters the game for K. Thompson,,101-77,,
3:27.0,J. Thompson makes 2-pt shot from 2 ft (assist by I. Clark),2,103-77,,
3:14.0,,,103-77,,M. World Peace misses 2-pt shot from 3 ft (block by J. Thompson)
3:12.0,Defensive rebound by J. Thompson,,103-77,,
3:08.0,Turnover by I. Clark (lost ball; steal by M. World Peace),,103-77,,
3:03.0,,,103-77,,M. World Peace misses 2-pt shot from 1 ft
3:03.0,,,103-77,,Offensive rebound by R. Kelly
3:03.0,,,103-77,,Shooting foul by J. Thompson (drawn by R. Kelly)
3:03.0,,,103-78,1,R. Kelly makes free throw 1 of 2
3:03.0,,,103-79,1,R. Kelly makes free throw 2 of 2
2:46.0,H. Barnes makes 2-pt shot from 13 ft,2,105-79,,
2:34.0,,,105-79,,R. Kelly misses 2-pt shot from 3 ft
2:33.0,Defensive rebound by M. Speights,,105-79,,
2:23.0,M. Speights makes 2-pt shot from 14 ft (assist by I. Clark),2,107-79,,
2:04.0,,,107-79,,R. Kelly misses 2-pt shot from 13 ft
2:01.0,Defensive rebound by M. Speights,,107-79,,
1:49.0,Turnover by H. Barnes (bad pass; steal by M. Huertas),,107-79,,
1:44.0,,,107-79,,M. Huertas misses 2-pt shot at rim (block by I. Clark)
1:42.0,Defensive rebound by J. Thompson,,107-79,,
1:32.0,I. Clark misses 3-pt shot from 26 ft,,107-79,,
1:31.0,,,107-79,,Defensive rebound by T. Black
1:26.0,,,107-81,2,M. Huertas makes 2-pt shot from 1 ft (assist by T. Black)
1:06.0,M. Speights misses 2-pt shot from 17 ft,,107-81,,
1:05.0,,,107-81,,Defensive rebound by M. Huertas
1:00.0,,,107-83,2,M. Huertas makes 2-pt shot from 4 ft
0:44.0,I. Clark misses 3-pt shot from 24 ft,,107-83,,
0:43.0,,,107-83,,Defensive rebound by T. Black
0:36.0,,,107-85,2,T. Black makes 2-pt shot at rim (assist by M. Huertas)
0:16.0,H. Barnes makes 2-pt shot from 21 ft (assist by I. Clark),2,109-85,,
0:09.0,,,109-85,,M. Huertas misses 2-pt shot from 4 ft
0:09.0,,,109-85,,Offensive rebound by R. Kelly
0:09.0,,,109-87,2,R. Kelly makes 2-pt shot from 1 ft
0:09.0,,,109-87,,Shooting foul by J. Thompson (drawn by R. Kelly)
0:09.0,,,109-88,1,R. Kelly makes free throw 1 of 1
0:00.0,End of 4th quarter,,,,End of 4th quarter
