time,Boston,pts.away,score,pts.home,Minnesota
4:16.0,M. Smart enters the game for E. Turner,,100-112,,
4:16.0,,,100-112,,A. Wiggins misses free throw 2 of 2
4:16.0,Defensive rebound by J. Crowder,,100-112,,
4:08.0,A. Bradley misses 3-pt shot from 23 ft,,100-112,,
4:06.0,,,100-112,,Defensive rebound by G. Dieng
3:58.0,Personal foul by A. Bradley,,100-112,,
3:58.0,,,100-113,1,R. Rubio makes free throw 1 of 2
3:58.0,J. Jerebko enters the game for J. Sullinger,,100-113,,
3:58.0,,,100-114,1,R. Rubio makes free throw 2 of 2
3:48.0,M. Smart makes 2-pt shot from 1 ft (assist by J. Crowder),2,102-114,,
3:28.0,,,102-116,2,G. Dieng makes 2-pt shot at rim (assist by R. Rubio)
3:14.0,I. Thomas makes 2-pt shot at rim (assist by J. Crowder),2,104-116,,
3:10.0,,,104-116,,Turnover by A. Wiggins (lost ball; steal by A. Bradley)
3:09.0,A. Bradley makes 2-pt shot at rim,2,106-116,,
2:47.0,,,106-116,,Turnover by A. Wiggins (lost ball)
2:47.0,Boston full timeout,,106-116,,
2:39.0,Offensive foul by A. Bradley,,106-116,,
2:39.0,Turnover by A. Bradley (offensive foul),,106-116,,
2:25.0,,,106-116,,R. Rubio misses 3-pt shot from 24 ft
2:24.0,,,106-116,,Offensive rebound by G. Dieng
2:14.0,,,106-116,,Turnover by K. Towns (lost ball; steal by I. Thomas)
2:10.0,A. Bradley makes 2-pt shot at rim (assist by I. Thomas),2,108-116,,
1:56.0,Personal foul by M. Smart,,108-116,,
1:56.0,,,108-117,1,R. Rubio makes free throw 1 of 2
1:56.0,,,108-118,1,R. Rubio makes free throw 2 of 2
1:47.0,J. Jerebko misses 2-pt shot from 12 ft,,108-118,,
1:46.0,Offensive rebound by M. Smart,,108-118,,
1:44.0,M. Smart misses 2-pt shot from 3 ft (block by K. Towns),,108-118,,
1:43.0,Offensive rebound by M. Smart,,108-118,,
1:43.0,Shooting foul by K. Towns (drawn by M. Smart),,108-118,,
1:43.0,,,108-118,,Minnesota full timeout
1:43.0,M. Smart makes free throw 1 of 2,1,109-118,,
1:43.0,M. Smart makes free throw 2 of 2,1,110-118,,
1:22.0,Personal block foul by M. Smart,,110-118,,
1:22.0,,,110-119,1,A. Wiggins makes free throw 1 of 2
1:22.0,,,110-119,,S. Muhammad enters the game for G. Dieng
1:22.0,,,110-120,1,A. Wiggins makes free throw 2 of 2
1:14.0,I. Thomas makes 2-pt shot from 1 ft,2,112-120,,
0:55.0,,,112-120,,S. Muhammad misses 3-pt shot from 23 ft
0:54.0,Defensive rebound by M. Smart,,112-120,,
0:53.0,Boston full timeout,,112-120,,
0:51.0,I. Thomas makes 2-pt shot at rim (assist by M. Smart),2,114-120,,
0:43.0,,,114-120,,S. Muhammad misses 2-pt shot at rim
0:42.0,,,114-120,,Offensive rebound by A. Wiggins
0:36.0,Personal take foul by I. Thomas,,114-120,,
0:36.0,,,114-121,1,R. Rubio makes free throw 1 of 2
0:36.0,,,114-122,1,R. Rubio makes free throw 2 of 2
0:36.0,Boston full timeout,,114-122,,
0:34.0,J. Crowder makes 3-pt shot from 25 ft (assist by M. Smart),3,117-122,,
0:31.0,,,117-122,,Minnesota full timeout
0:31.0,E. Turner enters the game for I. Thomas,,117-122,,
0:23.0,Personal take foul by J. Crowder,,117-122,,
0:23.0,,,117-122,,A. Wiggins misses free throw 1 of 2
0:23.0,,,117-122,,Offensive rebound by Team
0:23.0,I. Thomas enters the game for J. Jerebko,,117-122,,
0:23.0,,,117-123,1,A. Wiggins makes free throw 2 of 2
0:16.0,I. Thomas makes 2-pt shot at rim,2,119-123,,
0:10.0,Personal take foul by A. Bradley,,119-123,,
0:10.0,,,119-123,,R. Rubio misses free throw 1 of 2
0:10.0,,,119-123,,Offensive rebound by Team
0:10.0,,,119-123,,R. Rubio misses free throw 2 of 2
0:10.0,Defensive rebound by J. Crowder,,119-123,,
0:10.0,Boston full timeout,,119-123,,
0:10.0,J. Jerebko enters the game for E. Turner,,119-123,,
0:06.0,A. Bradley makes 3-pt shot from 24 ft (assist by J. Jerebko),3,122-123,,
0:05.0,Personal take foul by I. Thomas,,122-123,,
0:05.0,,,122-123,,Z. LaVine misses free throw 1 of 2
0:05.0,,,122-123,,Offensive rebound by Team
0:05.0,J. Sullinger enters the game for J. Jerebko,,122-123,,
0:05.0,,,122-124,1,Z. LaVine makes free throw 2 of 2
0:01.0,M. Smart misses 3-pt shot from 29 ft,,122-124,,
0:00.0,Offensive rebound by Team,,122-124,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
