time,Toronto,pts.away,score,pts.home,Indiana
3:49.0,D. DeRozan misses free throw 1 of 2,,77-79,,
3:49.0,Offensive rebound by Team,,77-79,,
3:49.0,D. DeRozan makes free throw 2 of 2,1,78-79,,
3:29.0,,,78-81,2,S. Hill makes 2-pt shot from 2 ft
3:05.0,K. Lowry makes 2-pt shot from 7 ft,2,80-81,,
3:05.0,Shooting foul by G. Hill (drawn by K. Lowry),,80-81,,
3:05.0,K. Lowry makes free throw 1 of 1,1,81-81,,
2:54.0,Violation by B. Biyombo (kicked ball),,81-81,,
2:47.0,,,81-81,,M. Ellis misses 2-pt shot from 19 ft
2:46.0,Defensive rebound by K. Lowry,,81-81,,
2:27.0,D. DeRozan misses 2-pt shot from 2 ft (block by P. George),,81-81,,
2:27.0,Offensive rebound by B. Biyombo,,81-81,,
2:27.0,Shooting foul by S. Hill (drawn by B. Biyombo),,81-81,,
2:27.0,B. Biyombo makes free throw 1 of 2,1,82-81,,
2:27.0,B. Biyombo makes free throw 2 of 2,1,83-81,,
2:13.0,,,83-81,,J. Hill misses 2-pt shot from 19 ft
2:13.0,Defensive rebound by B. Biyombo,,83-81,,
1:50.0,K. Lowry misses 3-pt shot from 25 ft,,83-81,,
1:49.0,,,83-81,,Defensive rebound by M. Ellis
1:42.0,,,83-83,2,P. George makes 2-pt shot from 3 ft
1:42.0,,,83-83,,Shooting foul by D. DeRozan (drawn by P. George)
1:42.0,,,83-84,1,P. George makes free throw 1 of 1
1:25.0,D. DeRozan makes 2-pt shot from 17 ft,2,85-84,,
1:01.0,,,85-84,,J. Hill misses 2-pt shot from 6 ft
1:01.0,Defensive rebound by K. Lowry,,85-84,,
0:41.0,D. DeRozan misses 2-pt shot from 17 ft,,85-84,,
0:40.0,Offensive rebound by P. Patterson,,85-84,,
0:17.0,Turnover by K. Lowry (lost ball; steal by S. Hill),,85-84,,
0:14.0,,,85-84,,Shooting foul by P. Patterson (drawn by M. Ellis)
0:14.0,,,85-84,,M. Ellis misses free throw 1 of 2
0:14.0,,,85-84,,Offensive rebound by Team
0:14.0,,,85-85,1,M. Ellis makes free throw 2 of 2
0:14.0,Toronto full timeout,,85-85,,
0:14.0,T. Ross enters the game for C. Joseph,,85-85,,
0:00.0,D. DeRozan misses 2-pt shot from 18 ft,,85-85,,
0:00.0,Offensive rebound by Team,,85-85,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:41.0,K. Lowry misses 2-pt shot from 19 ft,,85-85,,
4:40.0,,,85-85,,Defensive rebound by M. Ellis
4:24.0,,,85-85,,P. George misses 3-pt shot from 24 ft
4:22.0,Defensive rebound by C. Joseph,,85-85,,
4:12.0,D. DeRozan misses 2-pt shot from 17 ft,,85-85,,
4:12.0,Offensive rebound by B. Biyombo,,85-85,,
4:07.0,K. Lowry makes 3-pt shot from 23 ft (assist by C. Joseph),3,88-85,,
3:48.0,,,88-85,,P. George misses 2-pt shot from 18 ft
3:47.0,Defensive rebound by K. Lowry,,88-85,,
3:23.0,Turnover by Team (shot clock),,88-85,,
3:01.0,,,88-88,3,G. Hill makes 3-pt shot from 23 ft (assist by M. Ellis)
2:31.0,D. DeRozan makes 2-pt shot from 6 ft,2,90-88,,
2:14.0,,,90-88,,M. Ellis misses 2-pt shot from 6 ft
2:13.0,Defensive rebound by Team,,90-88,,
1:50.0,K. Lowry makes 2-pt shot from 15 ft,2,92-88,,
1:50.0,,,92-88,,Indiana full timeout
1:50.0,,,92-88,,M. Turner enters the game for J. Hill
1:36.0,,,92-88,,P. George misses 2-pt shot from 1 ft (block by B. Biyombo)
1:35.0,Defensive rebound by D. DeRozan,,92-88,,
1:19.0,K. Lowry makes 2-pt shot from 2 ft,2,94-88,,
1:09.0,,,94-88,,G. Hill misses 3-pt shot from 23 ft
1:09.0,,,94-88,,Offensive rebound by M. Turner
1:09.0,Personal foul by P. Patterson,,94-88,,
0:55.0,,,94-90,2,S. Hill makes 2-pt shot from 2 ft
0:37.0,P. Patterson makes 2-pt shot from 2 ft,2,96-90,,
0:37.0,,,96-90,,Indiana full timeout
0:29.0,,,96-90,,P. George misses 3-pt shot from 24 ft
0:29.0,,,96-90,,Offensive rebound by M. Turner
0:26.0,,,96-90,,Shooting foul by C. Joseph (drawn by G. Hill)
0:26.0,,,96-90,,G. Hill misses free throw 1 of 2
0:26.0,,,96-90,,Offensive rebound by Team
0:26.0,,,96-91,1,G. Hill makes free throw 2 of 2
0:25.0,,,96-91,,Personal take foul by S. Hill
0:25.0,T. Ross enters the game for B. Biyombo,,96-91,,
0:24.0,,,96-91,,Personal take foul by M. Turner
0:24.0,T. Ross makes free throw 1 of 2,1,97-91,,
0:24.0,,,97-91,,C. Miles enters the game for S. Hill
0:24.0,T. Ross makes free throw 2 of 2,1,98-91,,
0:24.0,,,98-91,,Indiana full timeout
0:24.0,B. Biyombo enters the game for T. Ross,,98-91,,
0:21.0,,,98-91,,P. George misses 3-pt shot from 26 ft
0:20.0,,,98-91,,Offensive rebound by M. Turner
0:17.0,,,98-94,3,C. Miles makes 3-pt shot from 25 ft (assist by M. Turner)
0:17.0,,,98-94,,Personal take foul by C. Miles
0:17.0,D. DeRozan makes free throw 1 of 2,1,99-94,,
0:17.0,,,99-94,,J. Hill enters the game for G. Hill
0:17.0,D. DeRozan makes free throw 2 of 2,1,100-94,,
0:12.0,,,100-94,,P. George misses 3-pt shot from 26 ft
0:11.0,Defensive rebound by K. Lowry,,100-94,,
0:11.0,,,100-94,,Personal take foul by P. George
0:11.0,K. Lowry makes free throw 1 of 2,1,101-94,,
0:11.0,K. Lowry misses free throw 2 of 2,,101-94,,
0:11.0,,,101-94,,Defensive rebound by M. Turner
0:00.0,End of 1st overtime,,,,End of 1st overtime
