time,Utah,pts.away,score,pts.home,Houston
0:43.0,,,85-85,,Turnover by P. Beverley (lost ball; steal by G. Hayward)
0:25.0,Shooting foul by D. Howard (drawn by G. Hayward),,85-85,,
0:25.0,G. Hayward makes free throw 1 of 2,1,86-85,,
0:25.0,,,86-85,,M. Beasley enters the game for C. Brewer
0:25.0,T. Booker enters the game for J. Ingles,,86-85,,
0:25.0,G. Hayward makes free throw 2 of 2,1,87-85,,
0:25.0,,,87-85,,Houston full timeout
0:25.0,,,87-85,,J. Terry enters the game for M. Beasley
0:22.0,,,87-87,2,D. Howard makes 2-pt shot at rim (assist by J. Harden)
0:02.0,D. Favors makes 2-pt shot at rim (assist by R. Hood),2,89-87,,
0:02.0,,,89-87,,Houston full timeout
0:02.0,,,89-87,,Houston full timeout
0:00.0,,,89-87,,J. Harden misses 3-pt shot from 25 ft
0:00.0,,,89-87,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
