time,Brooklyn,pts.away,score,pts.home,Boston
3:04.0,M. Brown misses 2-pt shot at rim (block by E. Turner),,86-110,,
3:02.0,,,86-110,,Defensive rebound by K. Olynyk
2:57.0,,,86-112,2,E. Turner makes 2-pt shot from 1 ft (assist by K. Olynyk)
2:48.0,T. Robinson makes 2-pt shot at rim (assist by R. Hollis-Jefferson),2,88-112,,
2:40.0,Personal foul by M. Brown (drawn by J. Jerebko),,88-112,,
2:40.0,Brooklyn full timeout,,88-112,,
2:24.0,,,88-112,,R. Hunter misses 3-pt shot from 29 ft
2:23.0,,,88-112,,Offensive rebound by J. Jerebko
2:23.0,Personal foul by S. Karasev (drawn by J. Jerebko),,88-112,,
2:09.0,,,88-114,2,T. Zeller makes 2-pt shot at rim (assist by K. Olynyk)
2:09.0,Technical foul by M. Brown,,88-114,,
2:09.0,,,88-115,1,J. Jerebko makes technical free throw
1:57.0,R. Hollis-Jefferson misses 3-pt shot from 26 ft,,88-115,,
1:56.0,,,88-115,,Defensive rebound by E. Turner
1:44.0,,,88-118,3,R. Hunter makes 3-pt shot from 24 ft (assist by E. Turner)
1:30.0,M. Brown misses 2-pt shot from 19 ft,,88-118,,
1:29.0,,,88-118,,Defensive rebound by K. Olynyk
1:28.0,,,88-118,,Turnover by K. Olynyk (lost ball; steal by R. Hollis-Jefferson)
1:26.0,R. Hollis-Jefferson makes 2-pt shot at rim,2,90-118,,
1:26.0,Shooting foul by K. Olynyk (drawn by R. Hollis-Jefferson),,90-118,,
1:26.0,,,90-118,,D. Lee enters the game for K. Olynyk
1:26.0,R. Hollis-Jefferson makes free throw 1 of 1,1,91-118,,
1:12.0,,,91-118,,R. Hunter misses 3-pt shot from 28 ft
1:11.0,,,91-118,,Offensive rebound by T. Zeller
1:09.0,,,91-120,2,T. Zeller makes 2-pt shot from 1 ft
0:59.0,R. Hollis-Jefferson misses 2-pt shot from 3 ft,,91-120,,
0:58.0,Offensive rebound by R. Hollis-Jefferson,,91-120,,
0:58.0,R. Hollis-Jefferson makes 2-pt shot from 1 ft,2,93-120,,
0:41.0,,,93-120,,R. Hunter misses 3-pt shot from 29 ft
0:39.0,Defensive rebound by R. Hollis-Jefferson,,93-120,,
0:36.0,Turnover by R. Hollis-Jefferson (lost ball),,93-120,,
0:31.0,,,93-120,,Offensive foul by D. Lee
0:31.0,,,93-120,,Turnover by D. Lee (offensive foul)
0:18.0,Shooting foul by R. Hunter (drawn by S. Karasev),,93-120,,
0:18.0,M. Brown makes free throw 1 of 2,1,94-120,,
0:18.0,M. Brown makes free throw 2 of 2,1,95-120,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
