time,Portland,pts.away,score,pts.home,Utah
7:01.0,,,89-79,,Shooting foul by A. Aminu (drawn by A. Burks)
7:01.0,,,89-80,1,A. Burks makes free throw 1 of 1
6:39.0,A. Aminu misses 3-pt shot from 23 ft,,89-80,,
6:39.0,Offensive rebound by M. Plumlee,,89-80,,
6:39.0,Shooting foul by A. Burks (drawn by M. Plumlee),,89-80,,
6:39.0,M. Plumlee misses free throw 1 of 2,,89-80,,
6:39.0,Offensive rebound by Team,,89-80,,
6:39.0,M. Plumlee misses free throw 2 of 2,,89-80,,
6:37.0,,,89-80,,Defensive rebound by R. Gobert
6:23.0,,,89-82,2,R. Hood makes 2-pt shot from 7 ft
6:23.0,Portland full timeout,,89-82,,
6:09.0,D. Lillard makes 2-pt shot from 17 ft,2,91-82,,
5:53.0,,,91-82,,Turnover by G. Hayward (lost ball; steal by A. Aminu)
5:53.0,,,91-82,,Clear path foul by G. Hayward
5:53.0,A. Aminu misses clear path free throw 1 of 2,,91-82,,
5:53.0,Offensive rebound by Team,,91-82,,
5:53.0,A. Aminu makes clear path free throw 2 of 2,1,92-82,,
5:37.0,Turnover by D. Lillard (lost ball; steal by R. Gobert),,92-82,,
5:25.0,,,92-84,2,R. Hood makes 2-pt shot from 2 ft
5:04.0,C. McCollum makes 2-pt shot from 18 ft,2,94-84,,
4:47.0,,,94-86,2,A. Burks makes 2-pt shot from 11 ft
4:29.0,C. McCollum makes 3-pt shot from 23 ft,3,97-86,,
4:14.0,,,97-86,,Shooting foul by M. Plumlee (drawn by A. Burks)
4:14.0,,,97-87,1,A. Burks makes free throw 1 of 2
4:14.0,,,97-87,,T. Burke enters the game for J. Ingles
4:14.0,,,97-87,,D. Favors enters the game for R. Gobert
4:14.0,,,97-88,1,A. Burks makes free throw 2 of 2
4:02.0,D. Lillard misses 3-pt shot from 24 ft,,97-88,,
4:01.0,Offensive rebound by M. Harkless,,97-88,,
3:48.0,M. Harkless makes 2-pt shot from 2 ft,2,99-88,,
3:32.0,,,99-88,,G. Hayward misses 3-pt shot from 24 ft
3:31.0,Defensive rebound by M. Harkless,,99-88,,
3:17.0,D. Lillard makes 2-pt shot from 2 ft (assist by M. Plumlee),2,101-88,,
3:17.0,,,101-88,,Utah full timeout
3:10.0,,,101-88,,Turnover by D. Favors (offensive foul)
3:10.0,,,101-88,,Offensive foul by D. Favors
2:57.0,M. Plumlee misses 2-pt shot from 2 ft,,101-88,,
2:56.0,Offensive rebound by M. Harkless,,101-88,,
2:54.0,M. Harkless misses 2-pt shot from 2 ft,,101-88,,
2:52.0,,,101-88,,Defensive rebound by R. Hood
2:41.0,,,101-88,,Shooting foul by M. Plumlee (drawn by D. Favors)
2:41.0,,,101-89,1,D. Favors makes free throw 1 of 2
2:41.0,,,101-89,,D. Favors misses free throw 2 of 2
2:41.0,Defensive rebound by M. Plumlee,,101-89,,
2:23.0,D. Lillard makes 2-pt shot from 2 ft,2,103-89,,
2:14.0,,,103-91,2,A. Burks makes 2-pt shot from 2 ft
1:50.0,C. McCollum misses 2-pt shot from 3 ft,,103-91,,
1:49.0,,,103-91,,Defensive rebound by G. Hayward
1:43.0,,,103-91,,G. Hayward misses 2-pt shot from 2 ft
1:42.0,Defensive rebound by M. Plumlee,,103-91,,
1:34.0,Turnover by M. Plumlee (bad pass; steal by R. Hood),,103-91,,
1:28.0,,,103-91,,R. Hood misses 2-pt shot from 2 ft (block by M. Plumlee)
1:26.0,Defensive rebound by A. Aminu,,103-91,,
1:05.0,M. Plumlee makes 2-pt shot from 1 ft,2,105-91,,
0:54.0,,,105-91,,Shooting foul by A. Aminu (drawn by G. Hayward)
0:54.0,,,105-92,1,G. Hayward makes free throw 1 of 2
0:54.0,,,105-92,,T. Lyles enters the game for D. Favors
0:54.0,,,105-92,,E. Millsap enters the game for R. Hood
0:54.0,,,105-92,,R. Neto enters the game for T. Burke
0:54.0,,,105-92,,C. Johnson enters the game for A. Burks
0:54.0,,,105-92,,G. Hayward misses free throw 2 of 2
0:54.0,Defensive rebound by M. Plumlee,,105-92,,
0:37.0,D. Lillard misses 2-pt shot from 9 ft (block by E. Millsap),,105-92,,
0:37.0,Offensive rebound by Team,,105-92,,
0:37.0,A. Crabbe enters the game for D. Lillard,,105-92,,
0:33.0,C. McCollum makes 3-pt shot from 23 ft,3,108-92,,
0:19.0,,,108-92,,C. Johnson misses 3-pt shot from 23 ft
0:18.0,,,108-92,,Offensive rebound by R. Neto
0:15.0,,,108-92,,Turnover by E. Millsap (lost ball; steal by A. Aminu)
0:10.0,Turnover by M. Plumlee (bad pass; steal by R. Neto),,108-92,,
0:03.0,,,108-92,,E. Millsap misses 3-pt shot from 24 ft
0:01.0,Defensive rebound by A. Aminu,,108-92,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
