time,Sacramento,pts.away,score,pts.home,LA Clippers
5:13.0,R. Gay makes free throw 1 of 2,1,97-90,,
5:13.0,R. Gay makes free throw 2 of 2,1,98-90,,
4:56.0,Personal foul by R. Gay (drawn by P. Pierce),,98-90,,
4:41.0,,,98-93,3,J. Redick makes 3-pt shot from 24 ft (assist by P. Pierce)
4:19.0,R. Rondo makes 2-pt shot from 1 ft (assist by D. Cousins),2,100-93,,
4:04.0,,,100-93,,J. Crawford misses 2-pt shot at rim
4:04.0,,,100-93,,Offensive rebound by Team
4:04.0,Loose ball foul by R. Rondo (drawn by C. Aldrich),,100-93,,
3:52.0,,,100-95,2,J. Crawford makes 2-pt shot from 13 ft
3:33.0,Sacramento full timeout,,100-95,,
3:27.0,D. Cousins misses 2-pt shot from 2 ft (block by C. Aldrich),,100-95,,
3:25.0,,,100-95,,Defensive rebound by C. Aldrich
3:17.0,,,100-95,,J. Redick misses 3-pt shot from 24 ft
3:17.0,Defensive rebound by D. Cousins,,100-95,,
3:01.0,D. Collison makes 2-pt shot from 23 ft (assist by D. Cousins),2,102-95,,
3:01.0,,,102-95,,LA Clippers full timeout
2:40.0,,,102-95,,J. Redick misses 2-pt shot from 5 ft
2:38.0,,,102-95,,Offensive rebound by C. Aldrich
2:38.0,,,102-97,2,C. Aldrich makes 2-pt shot from 1 ft
2:17.0,O. Casspi misses 3-pt shot from 25 ft,,102-97,,
2:16.0,Offensive rebound by R. Rondo,,102-97,,
2:12.0,R. Rondo misses 2-pt shot at rim,,102-97,,
2:11.0,Offensive rebound by D. Cousins,,102-97,,
2:10.0,D. Cousins misses 2-pt shot from 2 ft (block by C. Aldrich),,102-97,,
2:08.0,Offensive rebound by R. Gay,,102-97,,
2:05.0,R. Gay misses 2-pt shot from 4 ft,,102-97,,
2:05.0,Offensive rebound by D. Cousins,,102-97,,
2:05.0,D. Cousins misses 2-pt shot from 1 ft,,102-97,,
2:05.0,,,102-97,,Defensive rebound by Team
1:59.0,,,102-97,,J. Crawford misses 3-pt shot from 26 ft
1:55.0,Defensive rebound by D. Cousins,,102-97,,
1:46.0,Turnover by D. Cousins (bad pass; steal by P. Pierce),,102-97,,
1:26.0,,,102-99,2,C. Aldrich makes 2-pt shot from 1 ft (assist by C. Paul)
1:13.0,R. Rondo makes 2-pt shot from 15 ft,2,104-99,,
1:13.0,,,104-99,,LA Clippers full timeout
1:07.0,Personal foul by D. Cousins (drawn by C. Paul),,104-99,,
1:01.0,,,104-99,,Shooting foul by D. Collison (drawn by C. Paul)
1:01.0,,,104-100,1,C. Paul makes free throw 1 of 2
1:01.0,,,104-101,1,C. Paul makes free throw 2 of 2
0:41.0,Sacramento full timeout,,104-101,,
0:39.0,Turnover by R. Rondo (bad pass; steal by C. Aldrich),,104-101,,
0:22.0,,,104-101,,P. Pierce misses 3-pt shot from 25 ft
0:21.0,Defensive rebound by R. Gay,,104-101,,
0:17.0,,,104-101,,Personal take foul by P. Pierce (drawn by D. Collison)
0:17.0,M. Belinelli enters the game for O. Casspi,,104-101,,
0:17.0,,,104-101,,L. Mbah a Moute enters the game for P. Pierce
0:17.0,,,104-101,,A. Rivers enters the game for C. Paul
0:16.0,,,104-101,,Personal take foul by A. Rivers (drawn by R. Gay)
0:16.0,R. Gay makes free throw 1 of 2,1,105-101,,
0:16.0,O. Casspi enters the game for M. Belinelli,,105-101,,
0:16.0,R. Gay misses free throw 2 of 2,,105-101,,
0:16.0,,,105-101,,Defensive rebound by C. Aldrich
0:16.0,,,105-101,,LA Clippers full timeout
0:16.0,,,105-101,,C. Paul enters the game for L. Mbah a Moute
0:16.0,,,105-101,,P. Pierce enters the game for A. Rivers
0:13.0,,,105-103,2,C. Aldrich makes 2-pt shot from 1 ft (assist by P. Pierce)
0:13.0,Sacramento full timeout,,105-103,,
0:13.0,M. Belinelli enters the game for O. Casspi,,105-103,,
0:13.0,,,105-103,,A. Rivers enters the game for P. Pierce
0:13.0,,,105-103,,L. Mbah a Moute enters the game for J. Crawford
0:12.0,,,105-103,,Personal take foul by J. Redick (drawn by D. Collison)
0:12.0,D. Collison makes free throw 1 of 2,1,106-103,,
0:12.0,,,106-103,,J. Crawford enters the game for L. Mbah a Moute
0:12.0,,,106-103,,P. Pierce enters the game for C. Aldrich
0:12.0,O. Casspi enters the game for M. Belinelli,,106-103,,
0:12.0,W. Cauley-Stein enters the game for D. Cousins,,106-103,,
0:12.0,D. Collison makes free throw 2 of 2,1,107-103,,
0:11.0,,,107-103,,Turnover by P. Pierce (bad pass; steal by R. Rondo)
0:11.0,,,107-103,,Personal take foul by C. Paul (drawn by R. Rondo)
0:11.0,R. Rondo makes free throw 1 of 2,1,108-103,,
0:11.0,R. Rondo makes free throw 2 of 2,1,109-103,,
0:06.0,,,109-103,,C. Paul misses 3-pt shot from 33 ft
0:04.0,Defensive rebound by W. Cauley-Stein,,109-103,,
0:04.0,,,109-103,,Loose ball foul by J. Crawford (drawn by W. Cauley-Stein)
0:04.0,W. Cauley-Stein misses free throw 1 of 2,,109-103,,
0:04.0,Offensive rebound by Team,,109-103,,
0:04.0,W. Cauley-Stein makes free throw 2 of 2,1,110-103,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
