time,Oklahoma City,pts.away,score,pts.home,Memphis
5:36.0,Oklahoma City full timeout,,91-100,,
5:36.0,S. Adams enters the game for E. Kanter,,91-100,,
5:36.0,,,91-100,,T. Allen enters the game for M. Barnes
5:29.0,S. Adams makes 2-pt shot from 6 ft (assist by R. Westbrook),2,93-100,,
5:11.0,,,93-100,,Turnover by C. Lee (bad pass; steal by R. Westbrook)
5:06.0,R. Westbrook makes 2-pt shot at rim,2,95-100,,
4:46.0,,,95-102,2,M. Gasol makes 2-pt shot from 20 ft (assist by C. Lee)
4:23.0,Turnover by R. Westbrook (bad pass; steal by J. Green),,95-102,,
4:18.0,,,95-104,2,T. Allen makes 2-pt shot from 1 ft (assist by M. Chalmers)
3:56.0,D. Waiters misses 2-pt shot from 21 ft,,95-104,,
3:55.0,,,95-104,,Defensive rebound by C. Lee
3:40.0,,,95-104,,M. Gasol misses 2-pt shot from 20 ft
3:40.0,,,95-104,,Offensive rebound by Team
3:40.0,Loose ball foul by S. Ibaka (drawn by J. Green),,95-104,,
3:40.0,,,95-105,1,J. Green makes free throw 1 of 2
3:40.0,,,95-105,,M. Conley enters the game for C. Lee
3:40.0,,,95-105,,J. Green enters the game for M. Chalmers
3:40.0,,,95-106,1,J. Green makes free throw 2 of 2
3:23.0,Oklahoma City full timeout,,95-106,,
3:19.0,A. Morrow misses 3-pt shot from 25 ft,,95-106,,
3:19.0,Offensive rebound by Team,,95-106,,
3:13.0,,,95-106,,Personal foul by M. Gasol (drawn by R. Westbrook)
3:13.0,R. Westbrook makes free throw 1 of 2,1,96-106,,
3:13.0,,,96-106,,Z. Randolph enters the game for M. Gasol
3:13.0,R. Westbrook misses free throw 2 of 2,,96-106,,
3:12.0,Offensive rebound by S. Adams,,96-106,,
3:08.0,R. Westbrook makes 2-pt shot from 10 ft (assist by D. Waiters),2,98-106,,
2:52.0,,,98-106,,M. Conley misses 2-pt shot from 10 ft
2:49.0,Defensive rebound by S. Adams,,98-106,,
2:41.0,D. Waiters makes 2-pt shot from 1 ft,2,100-106,,
2:41.0,,,100-106,,Memphis full timeout
2:41.0,,,100-106,,M. Gasol enters the game for Z. Randolph
2:27.0,,,100-106,,Shooting foul by S. Ibaka (drawn by J. Green)
2:27.0,,,100-107,1,J. Green makes free throw 1 of 2
2:27.0,,,100-108,1,J. Green makes free throw 2 of 2
2:08.0,R. Westbrook makes 3-pt shot from 25 ft,3,103-108,,
1:45.0,,,103-108,,M. Gasol misses 2-pt shot from 21 ft
1:44.0,Defensive rebound by R. Westbrook,,103-108,,
1:41.0,Oklahoma City full timeout,,103-108,,
1:26.0,S. Ibaka makes 2-pt shot from 1 ft (assist by R. Westbrook),2,105-108,,
1:10.0,,,105-111,3,M. Conley makes 3-pt shot from 25 ft (assist by M. Gasol)
1:02.0,R. Westbrook makes 3-pt shot from 25 ft,3,108-111,,
0:46.0,,,108-114,3,J. Green makes 3-pt shot from 26 ft (assist by M. Conley)
0:38.0,,,108-114,,Personal foul by T. Allen (drawn by R. Westbrook)
0:38.0,R. Westbrook misses free throw 1 of 2,,108-114,,
0:38.0,Offensive rebound by Team,,108-114,,
0:38.0,,,108-114,,M. Chalmers enters the game for T. Allen
0:38.0,R. Westbrook makes free throw 2 of 2,1,109-114,,
0:38.0,,,109-114,,Memphis full timeout
0:38.0,,,109-114,,Memphis full timeout
0:35.0,Personal take foul by R. Westbrook (drawn by M. Chalmers),,109-114,,
0:35.0,,,109-115,1,M. Chalmers makes free throw 1 of 2
0:35.0,,,109-115,,T. Allen enters the game for J. Green
0:35.0,,,109-116,1,M. Chalmers makes free throw 2 of 2
0:35.0,Oklahoma City full timeout,,109-116,,
0:30.0,R. Westbrook misses 3-pt shot from 26 ft,,109-116,,
0:29.0,,,109-116,,Defensive rebound by J. Green
0:27.0,Personal take foul by S. Adams (drawn by J. Green),,109-116,,
0:27.0,,,109-117,1,J. Green makes free throw 1 of 2
0:27.0,,,109-118,1,J. Green makes free throw 2 of 2
0:22.0,S. Ibaka makes 3-pt shot from 22 ft (assist by R. Westbrook),3,112-118,,
0:19.0,Personal foul by S. Adams (drawn by M. Chalmers),,112-118,,
0:19.0,N. Collison enters the game for S. Adams,,112-118,,
0:19.0,,,112-119,1,M. Chalmers makes free throw 1 of 2
0:19.0,,,112-120,1,M. Chalmers makes free throw 2 of 2
0:14.0,A. Morrow makes 2-pt shot from 1 ft (assist by R. Westbrook),2,114-120,,
0:08.0,,,114-122,2,T. Allen makes 2-pt shot at rim (assist by M. Conley)
0:02.0,D. Waiters misses 2-pt shot at rim,,114-122,,
0:01.0,Offensive rebound by N. Collison,,114-122,,
0:01.0,N. Collison misses 2-pt shot at rim,,114-122,,
0:00.0,Offensive rebound by Team,,114-122,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
