time,Philadelphia,pts.away,score,pts.home,Chicago
4:15.0,,,82-104,,Defensive rebound by T. Snell
4:04.0,,,82-104,,Shooting foul by H. Thompson (drawn by B. Portis)
4:04.0,,,82-105,1,B. Portis makes free throw 1 of 2
4:04.0,,,82-105,,B. Portis misses free throw 2 of 2
4:02.0,Defensive rebound by J. Grant,,82-105,,
3:49.0,R. Holmes makes 2-pt shot from 1 ft (assist by H. Thompson),2,84-105,,
3:40.0,,,84-105,,Offensive charge foul by T. Snell
3:40.0,,,84-105,,Turnover by T. Snell (offensive foul)
3:17.0,J. Grant misses 2-pt shot from 1 ft,,84-105,,
3:16.0,,,84-105,,Defensive rebound by B. Portis
3:08.0,,,84-105,,B. Portis misses 2-pt shot from 15 ft
3:07.0,Defensive rebound by J. Grant,,84-105,,
3:05.0,,,84-105,,Personal foul by N. Mirotic (drawn by T. McConnell)
3:05.0,,,84-105,,C. Bairstow enters the game for N. Mirotic
2:50.0,T. McConnell misses 2-pt shot from 18 ft,,84-105,,
2:49.0,,,84-105,,Defensive rebound by D. McDermott
2:37.0,,,84-107,2,B. Portis makes 2-pt shot from 10 ft
2:36.0,Philadelphia full timeout,,84-107,,
2:36.0,C. Wood enters the game for J. Grant,,84-107,,
2:21.0,J. Sampson makes 2-pt shot from 14 ft (assist by R. Holmes),2,86-107,,
2:03.0,,,86-109,2,D. McDermott makes 2-pt shot from 10 ft
1:48.0,J. Sampson makes 2-pt shot from 1 ft,2,88-109,,
1:36.0,,,88-109,,C. Bairstow misses 2-pt shot from 4 ft
1:34.0,Defensive rebound by C. Wood,,88-109,,
1:24.0,J. Sampson misses 3-pt shot from 24 ft,,88-109,,
1:23.0,Offensive rebound by T. McConnell,,88-109,,
1:19.0,C. Wood misses 3-pt shot from 24 ft,,88-109,,
1:18.0,,,88-109,,Defensive rebound by T. Snell
1:08.0,,,88-111,2,C. Bairstow makes 2-pt shot from 1 ft
0:54.0,T. McConnell makes 3-pt shot from 25 ft (assist by R. Holmes),3,91-111,,
0:42.0,,,91-113,2,B. Portis makes 2-pt shot from 17 ft (assist by T. Snell)
0:30.0,H. Thompson makes 2-pt shot from 12 ft,2,93-113,,
0:14.0,,,93-115,2,B. Portis makes 2-pt shot from 15 ft (assist by E. Moore)
0:08.0,J. Sampson makes 3-pt shot from 25 ft,3,96-115,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
