time,LA Clippers,pts.away,score,pts.home,Golden State
4:34.0,B. Griffin makes 2-pt shot at rim,2,101-103,,
4:26.0,,,101-103,,Offensive foul by D. Green
4:26.0,,,101-103,,Turnover by D. Green (offensive foul)
4:02.0,B. Griffin misses 2-pt shot from 8 ft,,101-103,,
4:02.0,,,101-103,,Defensive rebound by S. Curry
4:02.0,Loose ball foul by D. Jordan (drawn by D. Green),,101-103,,
3:51.0,,,101-103,,K. Thompson misses 2-pt shot from 9 ft
3:51.0,Defensive rebound by D. Jordan,,101-103,,
3:45.0,,,101-103,,Personal foul by A. Iguodala (drawn by C. Paul)
3:45.0,C. Paul misses free throw 1 of 2,,101-103,,
3:45.0,Offensive rebound by Team,,101-103,,
3:45.0,C. Paul misses free throw 2 of 2,,101-103,,
3:44.0,,,101-103,,Defensive rebound by A. Iguodala
3:34.0,,,101-103,,S. Curry misses 2-pt shot from 16 ft
3:34.0,Defensive rebound by Team,,101-103,,
3:34.0,Jump ball: B. Griffin vs. A. Iguodala (D. Jordan gains possession),,,,Jump ball: B. Griffin vs. A. Iguodala (D. Jordan gains possession)
3:27.0,C. Paul makes 2-pt shot at rim (assist by D. Jordan),2,103-103,,
3:11.0,,,103-103,,Turnover by H. Barnes (bad pass; steal by C. Paul)
2:58.0,Official timeout,,103-103,,
2:51.0,J. Redick misses 3-pt shot from 26 ft,,103-103,,
2:51.0,,,103-103,,Defensive rebound by D. Green
2:36.0,,,103-105,2,S. Curry makes 2-pt shot from 22 ft (assist by A. Iguodala)
2:14.0,C. Paul misses 2-pt shot at rim,,103-105,,
2:13.0,Offensive rebound by D. Jordan,,103-105,,
2:04.0,A. Rivers misses 3-pt shot from 24 ft,,103-105,,
2:03.0,,,103-105,,Defensive rebound by H. Barnes
1:54.0,,,103-105,,D. Green misses 3-pt shot from 25 ft
1:53.0,Defensive rebound by B. Griffin,,103-105,,
1:47.0,A. Rivers makes 2-pt shot from 1 ft (assist by C. Paul),2,105-105,,
1:30.0,,,105-105,,A. Iguodala misses 3-pt shot from 25 ft
1:30.0,Defensive rebound by D. Jordan,,105-105,,
1:17.0,Shooting foul by A. Iguodala (drawn by D. Jordan),,105-105,,
1:17.0,D. Jordan misses free throw 1 of 2,,105-105,,
1:17.0,Offensive rebound by Team,,105-105,,
1:17.0,D. Jordan makes free throw 2 of 2,1,106-105,,
1:08.0,,,106-108,3,S. Curry makes 3-pt shot from 26 ft
0:54.0,C. Paul misses 2-pt shot from 9 ft,,106-108,,
0:53.0,Offensive rebound by D. Jordan,,106-108,,
0:53.0,D. Jordan misses 2-pt shot from 1 ft,,106-108,,
0:53.0,,,106-108,,Defensive rebound by Team
0:42.0,Personal foul by A. Rivers (drawn by A. Iguodala),,106-108,,
0:42.0,L. Stephenson enters the game for A. Rivers,,106-108,,
0:42.0,,,106-108,,A. Iguodala misses free throw 1 of 2
0:42.0,,,106-108,,Offensive rebound by Team
0:42.0,,,106-108,,A. Iguodala misses free throw 2 of 2
0:42.0,Defensive rebound by B. Griffin,,106-108,,
0:42.0,LA Clippers full timeout,,106-108,,
0:42.0,J. Crawford enters the game for L. Stephenson,,106-108,,
0:42.0,P. Pierce enters the game for D. Jordan,,106-108,,
0:20.0,C. Paul misses 3-pt shot from 26 ft,,106-108,,
0:20.0,,,106-108,,Defensive rebound by S. Curry
0:20.0,Personal foul by B. Griffin (drawn by S. Curry),,106-108,,
0:20.0,,,106-109,1,S. Curry makes free throw 1 of 2
0:20.0,D. Jordan enters the game for J. Crawford,,106-109,,
0:20.0,,,106-110,1,S. Curry makes free throw 2 of 2
0:20.0,LA Clippers full timeout,,106-110,,
0:20.0,J. Crawford enters the game for D. Jordan,,106-110,,
0:14.0,C. Paul makes 2-pt shot from 1 ft,2,108-110,,
0:13.0,Personal foul by B. Griffin (drawn by K. Thompson),,108-110,,
0:13.0,,,108-111,1,K. Thompson makes free throw 1 of 2
0:13.0,D. Jordan enters the game for J. Crawford,,108-111,,
0:13.0,,,108-112,1,K. Thompson makes free throw 2 of 2
0:13.0,LA Clippers full timeout,,108-112,,
0:13.0,J. Crawford enters the game for D. Jordan,,108-112,,
0:13.0,W. Johnson enters the game for C. Paul,,108-112,,
0:04.0,J. Crawford misses 3-pt shot from 27 ft (block by K. Thompson),,108-112,,
0:03.0,,,108-112,,Defensive rebound by K. Thompson
0:00.0,End of 4th quarter,,,,End of 4th quarter
