time,Denver,pts.away,score,pts.home,Oklahoma City
5:30.0,N. Jokic misses 2-pt shot from 15 ft,,85-110,,
5:29.0,,,85-110,,Defensive rebound by E. Kanter
5:13.0,,,85-110,,Offensive foul by E. Kanter
5:13.0,,,85-110,,Turnover by E. Kanter (offensive foul)
5:01.0,W. Barton misses 2-pt shot from 14 ft,,85-110,,
5:00.0,,,85-110,,Defensive rebound by E. Kanter
4:51.0,,,85-110,,A. Morrow misses 3-pt shot from 23 ft
4:50.0,,,85-110,,Offensive rebound by E. Kanter
4:46.0,,,85-110,,E. Kanter misses 2-pt shot from 3 ft
4:44.0,,,85-110,,Offensive rebound by D. Augustin
4:44.0,,,85-110,,D. Augustin misses 2-pt shot from 1 ft
4:44.0,Defensive rebound by D. Arthur,,85-110,,
4:35.0,D. Arthur misses 2-pt shot from 18 ft,,85-110,,
4:35.0,,,85-110,,Defensive rebound by D. Augustin
4:29.0,,,85-110,,D. Waiters misses 2-pt shot from 1 ft
4:27.0,,,85-110,,Offensive rebound by E. Kanter
4:27.0,Personal foul by D. Arthur (drawn by E. Kanter),,85-110,,
4:27.0,E. Green enters the game for E. Mudiay,,85-110,,
4:27.0,,,85-110,,C. Payne enters the game for D. Augustin
4:27.0,,,85-110,,M. McGary enters the game for D. Waiters
4:16.0,,,85-110,,Turnover by M. McGary (bad pass; steal by W. Barton)
3:52.0,E. Green misses 3-pt shot from 24 ft,,85-110,,
3:47.0,,,85-110,,Defensive rebound by E. Kanter
3:30.0,,,85-112,2,E. Kanter makes 2-pt shot from 1 ft (assist by C. Payne)
3:08.0,D. Arthur misses 2-pt shot from 16 ft,,85-112,,
3:08.0,Offensive rebound by D. Arthur,,85-112,,
3:06.0,D. Arthur misses 2-pt shot from 5 ft,,85-112,,
3:04.0,,,85-112,,Defensive rebound by A. Morrow
2:55.0,Denver full timeout,,85-112,,
2:55.0,J. Hickson enters the game for D. Arthur,,85-112,,
2:51.0,,,85-112,,Turnover by M. McGary (bad pass; steal by J. Hickson)
2:49.0,Turnover by G. Harris (bad pass; steal by C. Payne),,85-112,,
2:45.0,M. Miller enters the game for N. Jokic,,85-112,,
2:36.0,,,85-115,3,A. Morrow makes 3-pt shot from 25 ft (assist by C. Payne)
2:14.0,W. Barton misses 2-pt shot from 1 ft,,85-115,,
2:13.0,,,85-115,,Defensive rebound by E. Kanter
1:51.0,,,85-115,,K. Singler misses 2-pt shot from 7 ft
1:51.0,Defensive rebound by G. Harris,,85-115,,
1:47.0,Shooting foul by C. Payne (drawn by G. Harris),,85-115,,
1:47.0,G. Harris misses free throw 1 of 2,,85-115,,
1:47.0,Offensive rebound by Team,,85-115,,
1:47.0,G. Harris makes free throw 2 of 2,1,86-115,,
1:32.0,,,86-115,,K. Singler misses 2-pt shot from 19 ft
1:30.0,Defensive rebound by J. Hickson,,86-115,,
1:19.0,G. Harris makes 3-pt shot from 24 ft (assist by M. Miller),3,89-115,,
1:06.0,,,89-115,,Turnover by E. Kanter (offensive goaltending)
0:57.0,G. Harris makes 2-pt shot from 2 ft,2,91-115,,
0:57.0,Shooting foul by E. Kanter (drawn by G. Harris),,91-115,,
0:57.0,G. Harris makes free throw 1 of 1,1,92-115,,
0:34.0,,,92-115,,E. Kanter misses 2-pt shot from 6 ft
0:33.0,Defensive rebound by E. Green,,92-115,,
0:28.0,Shooting foul by E. Kanter (drawn by J. Hickson),,92-115,,
0:28.0,J. Hickson misses free throw 1 of 2,,92-115,,
0:28.0,Offensive rebound by Team,,92-115,,
0:28.0,J. Hickson makes free throw 2 of 2,1,93-115,,
0:12.0,,,93-117,2,E. Kanter makes 2-pt shot from 2 ft (assist by C. Payne)
0:00.0,End of 4th quarter,,,,End of 4th quarter
