time,Toronto,pts.away,score,pts.home,Indiana
3:08.0,,,69-97,,L. Allen enters the game for P. George
3:08.0,,,69-97,,G. Robinson enters the game for G. Hill
3:08.0,,,69-97,,J. Young enters the game for S. Hill
3:08.0,,,69-97,,T. Lawson enters the game for R. Stuckey
3:08.0,T. Ross makes free throw 2 of 2,1,70-97,,
2:46.0,,,70-97,,Turnover by J. Young (traveling)
2:26.0,J. Thompson misses 2-pt shot from 7 ft,,70-97,,
2:25.0,,,70-97,,Defensive rebound by J. Hill
2:08.0,,,70-97,,J. Hill misses 2-pt shot from 19 ft
2:07.0,Defensive rebound by N. Powell,,70-97,,
2:00.0,C. Joseph makes 2-pt shot from 1 ft,2,72-97,,
1:44.0,,,72-99,2,J. Young makes 2-pt shot from 14 ft
1:30.0,T. Ross makes 3-pt shot from 27 ft (assist by D. Wright),3,75-99,,
1:06.0,,,75-99,,J. Young misses 2-pt shot from 15 ft (block by T. Ross)
1:05.0,Defensive rebound by C. Joseph,,75-99,,
1:02.0,J. Thompson makes 2-pt shot at rim (assist by C. Joseph),2,77-99,,
1:02.0,Shooting foul by J. Young (drawn by J. Thompson),,77-99,,
1:02.0,J. Thompson misses free throw 1 of 1,,77-99,,
1:01.0,Offensive rebound by T. Ross,,77-99,,
1:01.0,T. Ross makes 2-pt shot at rim,2,79-99,,
0:43.0,,,79-101,2,T. Lawson makes 2-pt shot from 13 ft
0:39.0,Shooting foul by J. Young (drawn by D. Wright),,79-101,,
0:39.0,D. Wright misses free throw 1 of 2,,79-101,,
0:39.0,Offensive rebound by Team,,79-101,,
0:39.0,D. Wright makes free throw 2 of 2,1,80-101,,
0:21.0,,,80-101,,T. Lawson misses 3-pt shot from 27 ft
0:20.0,Defensive rebound by J. Thompson,,80-101,,
0:08.0,T. Ross makes 3-pt shot from 26 ft,3,83-101,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
