time,Sacramento,pts.away,score,pts.home,New Orleans
7:05.0,,,85-101,,Offensive rebound by Team
7:05.0,Loose ball foul by B. McLemore (drawn by O. Asik),,85-101,,
7:05.0,,,85-101,,R. Anderson enters the game for D. Cunningham
6:52.0,,,85-101,,R. Anderson misses 2-pt shot from 21 ft
6:52.0,Defensive rebound by O. Casspi,,85-101,,
6:52.0,,,85-101,,Personal foul by R. Anderson (drawn by O. Casspi)
6:46.0,R. Rondo makes 2-pt shot from 1 ft,2,87-101,,
6:33.0,,,87-101,,N. Cole misses 2-pt shot from 7 ft
6:32.0,,,87-101,,Offensive rebound by O. Asik
6:31.0,,,87-103,2,O. Asik makes 2-pt shot at rim
6:15.0,,,87-103,,Personal foul by J. Holiday (drawn by B. McLemore)
6:01.0,D. Cousins misses 2-pt shot from 2 ft,,87-103,,
6:01.0,,,87-103,,Defensive rebound by Team
5:51.0,,,87-103,,J. Holiday misses 2-pt shot from 1 ft (block by D. Cousins)
5:49.0,,,87-103,,Offensive rebound by Team
5:49.0,Official timeout,,87-103,,
5:39.0,,,87-103,,R. Anderson misses 2-pt shot from 6 ft
5:37.0,Defensive rebound by Team,,87-103,,
5:28.0,B. McLemore makes 2-pt shot from 22 ft (assist by D. Cousins),2,89-103,,
5:15.0,,,89-103,,J. Holiday misses 2-pt shot from 13 ft
5:14.0,Defensive rebound by D. Cousins,,89-103,,
4:58.0,O. Casspi misses 3-pt shot from 25 ft,,89-103,,
4:56.0,,,89-103,,Defensive rebound by N. Cole
4:40.0,,,89-103,,B. Dejean-Jones misses 2-pt shot from 1 ft (block by D. Cousins)
4:39.0,Defensive rebound by B. McLemore,,89-103,,
4:33.0,B. McLemore makes 3-pt shot from 24 ft (assist by O. Casspi),3,92-103,,
4:08.0,,,92-103,,J. Holiday misses 2-pt shot from 2 ft
4:07.0,,,92-103,,Offensive rebound by O. Asik
4:06.0,,,92-103,,O. Asik misses 2-pt shot from 1 ft
4:06.0,,,92-103,,Offensive rebound by O. Asik
3:50.0,,,92-105,2,N. Cole makes 2-pt shot from 18 ft
3:37.0,D. Cousins makes 2-pt shot at rim (assist by D. Collison),2,94-105,,
3:28.0,Personal take foul by R. Rondo (drawn by B. Dejean-Jones),,94-105,,
3:28.0,,,94-105,,B. Dejean-Jones misses free throw 1 of 2
3:28.0,,,94-105,,Offensive rebound by Team
3:28.0,,,94-106,1,B. Dejean-Jones makes free throw 2 of 2
3:20.0,D. Cousins makes 2-pt shot from 1 ft (assist by R. Rondo),2,96-106,,
3:05.0,,,96-106,,J. Holiday misses 3-pt shot from 24 ft
3:05.0,Defensive rebound by D. Cousins,,96-106,,
3:00.0,D. Collison makes 2-pt shot from 1 ft (assist by R. Rondo),2,98-106,,
2:39.0,,,98-106,,N. Cole misses 2-pt shot from 2 ft
2:39.0,,,98-106,,Offensive rebound by Team
2:39.0,,,98-106,,New Orleans full timeout
2:39.0,,,98-106,,A. Gee enters the game for B. Dejean-Jones
2:21.0,,,98-106,,J. Holiday misses 2-pt shot from 9 ft
2:21.0,Defensive rebound by D. Collison,,98-106,,
2:07.0,B. McLemore misses 3-pt shot from 25 ft,,98-106,,
2:07.0,Offensive rebound by Team,,98-106,,
2:07.0,,,98-106,,Loose ball foul by J. Holiday (drawn by R. Rondo)
1:54.0,D. Cousins misses 2-pt shot from 1 ft,,98-106,,
1:54.0,,,98-106,,Defensive rebound by O. Asik
1:52.0,,,98-106,,Turnover by O. Asik (bad pass; steal by B. McLemore)
1:48.0,R. Rondo misses 2-pt shot from 23 ft,,98-106,,
1:47.0,,,98-106,,Defensive rebound by A. Gee
1:37.0,,,98-108,2,O. Asik makes 2-pt shot at rim (assist by R. Anderson)
1:37.0,Sacramento full timeout,,98-108,,
1:28.0,D. Cousins misses 2-pt shot from 2 ft (block by O. Asik),,98-108,,
1:27.0,,,98-108,,Defensive rebound by N. Cole
1:08.0,,,98-110,2,J. Holiday makes 2-pt shot from 2 ft
0:56.0,R. Rondo makes 2-pt shot from 2 ft (assist by D. Collison),2,100-110,,
0:34.0,,,100-112,2,A. Gee makes 2-pt shot at rim (assist by R. Anderson)
0:29.0,B. McLemore makes 3-pt shot from 26 ft,3,103-112,,
0:25.0,Personal take foul by B. McLemore (drawn by J. Holiday),,103-112,,
0:25.0,,,103-113,1,J. Holiday makes free throw 1 of 2
0:25.0,,,103-114,1,J. Holiday makes free throw 2 of 2
0:20.0,Turnover by D. Cousins (lost ball; steal by A. Gee),,103-114,,
0:18.0,,,103-114,,Turnover by A. Gee (lost ball; steal by D. Collison)
0:09.0,D. Cousins makes 2-pt shot from 1 ft (assist by D. Collison),2,105-114,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
