time,Chicago,pts.away,score,pts.home,New York
2:26.0,E. Moore makes 2-pt shot from 4 ft,2,85-102,,
2:09.0,,,85-102,,J. Grant misses 3-pt shot from 24 ft
2:07.0,Defensive rebound by N. Mirotic,,85-102,,
1:59.0,Turnover by A. Brooks (bad pass; steal by L. Galloway),,85-102,,
1:55.0,,,85-104,2,L. Galloway makes 2-pt shot from 1 ft
1:55.0,,,85-104,,Shooting foul by N. Mirotic (drawn by L. Galloway)
1:55.0,,,85-105,1,L. Galloway makes free throw 1 of 1
1:42.0,Turnover by E. Moore (bad pass),,85-105,,
1:26.0,,,85-105,,L. Galloway misses 2-pt shot from 13 ft
1:25.0,Defensive rebound by C. Bairstow,,85-105,,
1:17.0,N. Mirotic misses 3-pt shot from 24 ft,,85-105,,
1:15.0,,,85-105,,Defensive rebound by D. Williams
1:10.0,,,85-105,,Shooting foul by E. Moore (drawn by D. Williams)
1:10.0,,,85-106,1,D. Williams makes free throw 1 of 2
1:10.0,,,85-107,1,D. Williams makes free throw 2 of 2
1:00.0,B. Portis makes 2-pt shot from 18 ft (assist by A. Brooks),2,87-107,,
0:39.0,,,87-107,,D. Williams misses 2-pt shot from 17 ft
0:37.0,Defensive rebound by B. Portis,,87-107,,
0:30.0,C. Bairstow makes 2-pt shot from 1 ft (assist by B. Portis),2,89-107,,
0:10.0,,,89-107,,J. Grant misses 2-pt shot from 2 ft
0:09.0,Defensive rebound by C. Bairstow,,89-107,,
0:06.0,B. Portis makes 2-pt shot at rim,2,91-107,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
