time,Denver,pts.away,score,pts.home,Houston
3:59.0,,,89-75,1,T. Lawson makes free throw 2 of 2
3:53.0,,,89-75,,Personal foul by C. Brewer (drawn by E. Mudiay)
3:53.0,E. Mudiay makes free throw 1 of 2,1,90-75,,
3:53.0,E. Mudiay misses free throw 2 of 2,,90-75,,
3:53.0,,,90-75,,Defensive rebound by J. Harden
3:45.0,,,90-75,,J. Harden misses 3-pt shot from 24 ft
3:44.0,,,90-75,,Offensive rebound by T. Jones
3:43.0,,,90-77,2,T. Jones makes 2-pt shot from 2 ft
3:43.0,,,90-77,,Shooting foul by K. Faried (drawn by T. Jones)
3:43.0,,,90-77,,T. Jones misses free throw 1 of 1
3:43.0,Defensive rebound by K. Faried,,90-77,,
3:34.0,Turnover by E. Mudiay (lost ball; steal by C. Brewer),,90-77,,
3:34.0,Loose ball foul by E. Mudiay (drawn by C. Brewer),,90-77,,
3:34.0,,,90-77,,C. Brewer misses free throw 1 of 2
3:34.0,,,90-77,,Offensive rebound by Team
3:34.0,,,90-77,,C. Brewer misses free throw 2 of 2
3:34.0,Defensive rebound by D. Gallinari,,90-77,,
3:15.0,J. Nelson makes 3-pt shot from 25 ft,3,93-77,,
2:59.0,,,93-77,,Shooting foul by K. Faried (drawn by T. Lawson)
2:59.0,,,93-77,,Houston full timeout
2:59.0,,,93-78,1,T. Lawson makes free throw 1 of 2
2:59.0,,,93-79,1,T. Lawson makes free throw 2 of 2
2:35.0,D. Gallinari makes 3-pt shot from 26 ft,3,96-79,,
2:26.0,,,96-81,2,J. Harden makes 2-pt shot from 2 ft
2:15.0,,,96-81,,Personal foul by T. Jones (drawn by K. Faried)
2:15.0,K. Faried misses free throw 1 of 2,,96-81,,
2:15.0,Offensive rebound by Team,,96-81,,
2:15.0,K. Faried makes free throw 2 of 2,1,97-81,,
2:04.0,,,97-81,,T. Ariza misses 3-pt shot from 24 ft
2:03.0,Defensive rebound by J. Nelson,,97-81,,
1:41.0,J. Nelson makes 3-pt shot from 25 ft,3,100-81,,
1:34.0,,,100-81,,J. Harden misses 3-pt shot from 26 ft
1:31.0,Defensive rebound by E. Mudiay,,100-81,,
1:29.0,Turnover by E. Mudiay (bad pass; steal by T. Ariza),,100-81,,
1:29.0,,,100-81,,Shooting foul by J. Nelson (drawn by T. Ariza)
1:29.0,,,100-81,,T. Ariza misses free throw 1 of 2
1:29.0,,,100-81,,Offensive rebound by Team
1:29.0,,,100-81,,S. Dekker enters the game for J. Harden
1:29.0,,,100-81,,K. McDaniels enters the game for T. Lawson
1:29.0,M. Miller enters the game for D. Gallinari,,100-81,,
1:29.0,W. Barton enters the game for K. Faried,,100-81,,
1:29.0,N. Jokic enters the game for G. Harris,,100-81,,
1:29.0,E. Green enters the game for J. Nelson,,100-81,,
1:29.0,,,100-82,1,T. Ariza makes free throw 2 of 2
1:04.0,E. Mudiay misses 3-pt shot from 25 ft,,100-82,,
1:03.0,,,100-82,,Defensive rebound by T. Ariza
0:54.0,,,100-82,,Shooting foul by M. Miller (drawn by T. Jones)
0:54.0,,,100-83,1,T. Jones makes free throw 1 of 2
0:54.0,,,100-83,,M. Harrell enters the game for T. Ariza
0:54.0,J. Lauvergne enters the game for E. Mudiay,,100-83,,
0:54.0,,,100-84,1,T. Jones makes free throw 2 of 2
0:37.0,N. Jokic makes 2-pt shot from 9 ft,2,102-84,,
0:31.0,,,102-84,,Shooting foul by J. Lauvergne (drawn by T. Jones)
0:31.0,,,102-85,1,T. Jones makes free throw 1 of 2
0:31.0,,,102-85,,T. Jones misses free throw 2 of 2
0:31.0,Defensive rebound by J. Lauvergne,,102-85,,
0:16.0,W. Barton makes 3-pt shot from 25 ft (assist by E. Green),3,105-85,,
0:02.0,,,105-85,,T. Jones misses 3-pt shot from 26 ft
0:01.0,Defensive rebound by W. Barton,,105-85,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
