time,Charlotte,pts.away,score,pts.home,Toronto
2:29.0,M. Williams misses 2-pt shot from 16 ft,,94-100,,
2:29.0,,,94-100,,Defensive rebound by B. Biyombo
2:11.0,,,94-100,,Turnover by K. Lowry (lost ball; steal by K. Walker)
2:02.0,Turnover by K. Walker (bad pass; steal by D. Carroll),,94-100,,
1:56.0,,,94-100,,D. Carroll misses 3-pt shot from 24 ft
1:54.0,Defensive rebound by N. Batum,,94-100,,
1:43.0,J. Lamb misses 3-pt shot from 24 ft,,94-100,,
1:42.0,,,94-100,,Defensive rebound by T. Ross
1:21.0,,,94-100,,K. Lowry misses 2-pt shot from 15 ft
1:20.0,Defensive rebound by Team,,94-100,,
1:09.0,K. Walker misses 2-pt shot from 1 ft (block by B. Biyombo),,94-100,,
1:08.0,,,94-100,,Defensive rebound by B. Biyombo
1:06.0,,,94-100,,Toronto full timeout
1:06.0,F. Kaminsky enters the game for J. Lamb,,94-100,,
1:06.0,,,94-100,,J. Valanciunas enters the game for B. Biyombo
0:50.0,,,94-100,,D. DeRozan misses 2-pt shot from 5 ft
0:49.0,,,94-100,,Offensive rebound by J. Valanciunas
0:47.0,,,94-100,,J. Valanciunas misses 2-pt shot from 2 ft
0:46.0,Defensive rebound by K. Walker,,94-100,,
0:42.0,Turnover by N. Batum (bad pass; steal by K. Lowry),,94-100,,
0:30.0,Personal foul by F. Kaminsky (drawn by K. Lowry),,94-100,,
0:30.0,P. Hairston enters the game for F. Kaminsky,,94-100,,
0:30.0,,,94-100,,Toronto full timeout
0:29.0,Personal foul by M. Williams (drawn by D. DeRozan),,94-100,,
0:29.0,,,94-101,1,D. DeRozan makes free throw 1 of 2
0:29.0,,,94-102,1,D. DeRozan makes free throw 2 of 2
0:19.0,K. Walker misses 3-pt shot from 25 ft,,94-102,,
0:18.0,,,94-102,,Defensive rebound by K. Lowry
0:16.0,Personal foul by K. Walker (drawn by K. Lowry),,94-102,,
0:16.0,,,94-103,1,K. Lowry makes free throw 1 of 2
0:16.0,,,94-104,1,K. Lowry makes free throw 2 of 2
0:07.0,P. Hairston misses 3-pt shot from 24 ft,,94-104,,
0:05.0,,,94-104,,Defensive rebound by T. Ross
0:00.0,End of 4th quarter,,,,End of 4th quarter
