time,Orlando,pts.away,score,pts.home,Philadelphia
6:09.0,N. Vucevic makes 2-pt shot from 18 ft (assist by V. Oladipo),2,110-100,,
5:56.0,Def 3 sec tech foul by N. Vucevic,,110-100,,
5:56.0,,,110-100,,N. Stauskas misses technical free throw
5:56.0,,,110-100,,Offensive rebound by Team
5:56.0,A. Gordon enters the game for E. Ilyasova,,110-100,,
5:47.0,,,110-100,,I. Smith misses 2-pt shot from 1 ft
5:46.0,Defensive rebound by N. Vucevic,,110-100,,
5:33.0,V. Oladipo makes 3-pt shot from 25 ft (assist by N. Vucevic),3,113-100,,
5:32.0,,,113-100,,Philadelphia full timeout
5:21.0,,,113-100,,Shooting foul by E. Fournier (drawn by H. Thompson)
5:21.0,,,113-101,1,H. Thompson makes free throw 1 of 2
5:21.0,,,113-102,1,H. Thompson makes free throw 2 of 2
5:01.0,Shooting foul by N. Stauskas (drawn by N. Vucevic),,113-102,,
5:01.0,N. Vucevic makes free throw 1 of 2,1,114-102,,
5:01.0,N. Vucevic makes free throw 2 of 2,1,115-102,,
4:40.0,,,115-102,,H. Thompson misses 3-pt shot from 26 ft
4:38.0,Defensive rebound by C. Watson,,115-102,,
4:19.0,,,115-102,,R. Covington enters the game for J. Grant
4:17.0,C. Watson misses 2-pt shot from 2 ft,,115-102,,
4:15.0,Offensive rebound by C. Watson,,115-102,,
4:14.0,Turnover by Team (shot clock),,115-102,,
4:02.0,,,115-102,,R. Covington misses 2-pt shot from 3 ft
4:01.0,Defensive rebound by A. Gordon,,115-102,,
3:49.0,V. Oladipo misses 2-pt shot from 17 ft,,115-102,,
3:47.0,,,115-102,,Defensive rebound by Team
3:37.0,,,115-102,,R. Covington misses 3-pt shot from 27 ft
3:35.0,Defensive rebound by Team,,115-102,,
3:35.0,Orlando full timeout,,115-102,,
3:35.0,,,115-102,,J. Grant enters the game for N. Stauskas
3:25.0,A. Gordon misses 2-pt shot from 6 ft,,115-102,,
3:23.0,Offensive rebound by N. Vucevic,,115-102,,
3:23.0,N. Vucevic misses 2-pt shot from 4 ft,,115-102,,
3:19.0,,,115-102,,Defensive rebound by N. Noel
3:13.0,,,115-102,,H. Thompson misses 3-pt shot from 25 ft
3:10.0,Defensive rebound by E. Fournier,,115-102,,
2:53.0,A. Gordon misses 2-pt shot from 16 ft,,115-102,,
2:51.0,,,115-102,,Defensive rebound by J. Grant
2:37.0,,,115-105,3,I. Smith makes 3-pt shot from 25 ft
2:19.0,Turnover by C. Watson (bad pass; steal by H. Thompson),,115-105,,
2:15.0,,,115-105,,I. Smith misses 2-pt shot from 1 ft
2:13.0,,,115-105,,Offensive rebound by N. Noel
2:11.0,,,115-107,2,N. Noel makes 2-pt shot from 2 ft
1:49.0,V. Oladipo makes 2-pt shot from 1 ft,2,117-107,,
1:49.0,Shooting foul by H. Thompson (drawn by V. Oladipo),,117-107,,
1:49.0,V. Oladipo makes free throw 1 of 1,1,118-107,,
1:49.0,,,118-107,,Philadelphia full timeout
1:49.0,,,118-107,,N. Stauskas enters the game for J. Grant
1:42.0,,,118-109,2,H. Thompson makes 2-pt shot from 2 ft (assist by N. Noel)
1:42.0,,,118-109,,Shooting foul by E. Fournier (drawn by H. Thompson)
1:42.0,,,118-109,,J. Grant enters the game for N. Stauskas
1:42.0,E. Payton enters the game for E. Fournier,,118-109,,
1:42.0,,,118-110,1,H. Thompson makes free throw 1 of 1
1:31.0,Turnover by Team (back court),,118-110,,
1:31.0,,,118-110,,N. Stauskas enters the game for J. Grant
1:26.0,,,118-110,,Turnover by N. Noel (bad pass)
1:26.0,,,118-110,,J. Grant enters the game for N. Stauskas
1:24.0,,,118-110,,Personal foul by H. Thompson (drawn by V. Oladipo)
1:24.0,V. Oladipo makes free throw 1 of 2,1,119-110,,
1:24.0,,,119-110,,N. Stauskas enters the game for J. Grant
1:24.0,V. Oladipo makes free throw 2 of 2,1,120-110,,
1:16.0,,,120-112,2,N. Noel makes 2-pt shot from 2 ft (assist by N. Stauskas)
1:16.0,Orlando full timeout,,120-112,,
1:16.0,,,120-112,,J. Grant enters the game for N. Stauskas
1:11.0,,,120-112,,Personal foul by R. Covington (drawn by E. Payton)
1:11.0,E. Payton makes free throw 1 of 2,1,121-112,,
1:11.0,,,121-112,,N. Stauskas enters the game for J. Grant
1:11.0,E. Payton makes free throw 2 of 2,1,122-112,,
0:59.0,,,122-112,,I. Smith misses 3-pt shot from 24 ft
0:57.0,Defensive rebound by A. Gordon,,122-112,,
0:56.0,,,122-112,,Personal foul by R. Covington (drawn by A. Gordon)
0:56.0,A. Gordon misses free throw 1 of 2,,122-112,,
0:56.0,Offensive rebound by Team,,122-112,,
0:56.0,,,122-112,,I. Canaan enters the game for I. Smith
0:56.0,,,122-112,,K. Marshall enters the game for N. Noel
0:56.0,E. Ilyasova enters the game for N. Vucevic,,122-112,,
0:56.0,A. Gordon misses free throw 2 of 2,,122-112,,
0:56.0,Offensive rebound by V. Oladipo,,122-112,,
0:53.0,,,122-112,,Personal foul by R. Covington (drawn by V. Oladipo)
0:53.0,V. Oladipo makes free throw 1 of 2,1,123-112,,
0:53.0,V. Oladipo makes free throw 2 of 2,1,124-112,,
0:49.0,,,124-112,,N. Stauskas misses 2-pt shot from 2 ft
0:47.0,Defensive rebound by A. Gordon,,124-112,,
0:35.0,Jump ball: V. Oladipo vs. N. Stauskas (R. Covington gains possession),,,,Jump ball: V. Oladipo vs. N. Stauskas (R. Covington gains possession)
0:35.0,Turnover by V. Oladipo (lost ball; steal by N. Stauskas),,124-112,,
0:26.0,,,124-115,3,N. Stauskas makes 3-pt shot from 25 ft (assist by H. Thompson)
0:16.0,Turnover by C. Watson (bad pass),,124-115,,
0:09.0,,,124-115,,Turnover by N. Stauskas (bad pass)
0:00.0,End of 4th quarter,,,,End of 4th quarter
