time,Miami,pts.away,score,pts.home,Memphis
2:33.0,Offensive rebound by D. Wade,,86-91,,
2:33.0,,,86-91,,Personal foul by M. Chalmers (drawn by D. Wade)
2:23.0,D. Wade makes 2-pt shot from 2 ft,2,88-91,,
1:57.0,,,88-91,,M. Chalmers misses 3-pt shot from 24 ft
1:57.0,,,88-91,,Offensive rebound by J. Green
1:57.0,,,88-93,2,J. Green makes 2-pt shot at rim
1:38.0,Turnover by C. Bosh (bad pass; steal by T. Allen),,88-93,,
1:22.0,,,88-95,2,M. Gasol makes 2-pt shot from 1 ft (assist by M. Conley)
1:22.0,,,88-95,,Shooting foul by C. Bosh (drawn by M. Gasol)
1:22.0,,,88-96,1,M. Gasol makes free throw 1 of 1
1:22.0,Miami full timeout,,88-96,,
1:14.0,G. Dragic misses 2-pt shot from 1 ft (block by M. Gasol),,88-96,,
1:14.0,Offensive rebound by Team,,88-96,,
1:10.0,D. Wade makes 2-pt shot at rim (assist by L. Deng),2,90-96,,
0:48.0,,,90-96,,J. Green misses 3-pt shot from 23 ft
0:47.0,Defensive rebound by T. Johnson,,90-96,,
0:34.0,T. Johnson misses 2-pt shot from 12 ft,,90-96,,
0:33.0,,,90-96,,Defensive rebound by M. Gasol
0:33.0,,,90-96,,Memphis full timeout
0:33.0,,,90-96,,C. Lee enters the game for M. Chalmers
0:32.0,Personal take foul by L. Deng (drawn by C. Lee),,90-96,,
0:32.0,,,90-96,,C. Lee misses free throw 1 of 2
0:32.0,,,90-96,,Offensive rebound by Team
0:32.0,,,90-97,1,C. Lee makes free throw 2 of 2
0:32.0,Miami full timeout,,90-97,,
0:32.0,,,90-97,,M. Chalmers enters the game for C. Lee
0:29.0,L. Deng misses 3-pt shot from 24 ft (block by M. Gasol),,90-97,,
0:29.0,Offensive rebound by Team,,90-97,,
0:26.0,C. Bosh misses 3-pt shot from 25 ft,,90-97,,
0:26.0,,,90-97,,Defensive rebound by M. Chalmers
0:26.0,Personal take foul by T. Johnson (drawn by M. Chalmers),,90-97,,
0:26.0,,,90-98,1,M. Chalmers makes free throw 1 of 2
0:26.0,,,90-99,1,M. Chalmers makes free throw 2 of 2
0:26.0,Miami full timeout,,90-99,,
0:20.0,L. Deng misses 3-pt shot from 25 ft,,90-99,,
0:20.0,,,90-99,,Defensive rebound by M. Gasol
0:00.0,End of 1st overtime,,,,End of 1st overtime
